Column1,AQR,T4Q,31/07/18,31/07/17,31/07/16,31/07/15,31/07/14,31/07/13,31/07/12,31/07/11,31/07/10,31/07/09,CAGR
"Revenue","481,862","481,960","498,432","462,228","483,844","485,950","487,299","431,474","400,433","421,010","364,476","341,007","4.30%"
"YoY %","-0.02%","-3.30%","7.83%","-4.47%","-0.43%","-0.28%","12.94%","7.75%","-4.89%","15.51%","6.88%","-",""
"Horiz. %","141.31%","141.33%","146.16%","135.55%","141.89%","142.50%","142.90%","126.53%","117.43%","123.46%","106.88%","100.00%",""
"PBT","14,577","15,461","17,254","19,678","15,414","9,962","11,385","8,458","7,831","8,046","8,276","-10,847","-"
"YoY %","-5.72%","-10.39%","-12.32%","27.66%","54.73%","-12.50%","34.61%","8.01%","-2.67%","-2.78%","176.30%","-",""
"Horiz. %","-134.39%","-142.54%","-159.07%","-181.41%","-142.10%","-91.84%","-104.96%","-77.98%","-72.20%","-74.18%","-76.30%","100.00%",""
"Tax","-4,172","-3,267","-3,312","-3,778","-4","584","-1,594","-1,065","-625","-964","-2,054","2,607","-"
"YoY %","-27.70%","1.36%","12.33%","-94,350.00%","-100.68%","136.64%","-49.67%","-70.40%","35.17%","53.07%","-178.79%","-",""
"Horiz. %","-160.03%","-125.32%","-127.04%","-144.92%","-0.15%","22.40%","-61.14%","-40.85%","-23.97%","-36.98%","-78.79%","100.00%",""
"NP","10,405","12,194","13,942","15,900","15,410","10,546","9,791","7,393","7,206","7,082","6,222","-8,240","-"
"YoY %","-14.67%","-12.54%","-12.31%","3.18%","46.12%","7.71%","32.44%","2.60%","1.75%","13.82%","175.51%","-",""
"Horiz. %","-126.28%","-147.99%","-169.20%","-192.96%","-187.01%","-127.99%","-118.82%","-89.72%","-87.45%","-85.95%","-75.51%","100.00%",""
"NP to SH","10,405","12,194","13,942","16,197","15,838","10,316","9,498","7,389","7,206","7,082","6,222","-8,240","-"
"YoY %","-14.67%","-12.54%","-13.92%","2.27%","53.53%","8.61%","28.54%","2.54%","1.75%","13.82%","175.51%","-",""
"Horiz. %","-126.28%","-147.99%","-169.20%","-196.57%","-192.21%","-125.19%","-115.27%","-89.67%","-87.45%","-85.95%","-75.51%","100.00%",""
"Tax Rate","28.62    %","21.13    %","19.20    %","19.20    %","0.03    %","-5.86    %","14.00    %","12.59    %","7.98    %","11.98    %","24.82    %","-     %","-"
"YoY %","35.45%","10.05%","0.00%","63,900.00%","100.51%","-141.86%","11.20%","57.77%","-33.39%","-51.73%","0.00%","-",""
"Horiz. %","115.31%","85.13%","77.36%","77.36%","0.12%","-23.61%","56.41%","50.73%","32.15%","48.27%","100.00%","-",""
"Total Cost","471,457","469,766","484,490","446,328","468,434","475,404","477,508","424,081","393,227","413,928","358,254","349,247","3.70%"
"YoY %","0.36%","-3.04%","8.55%","-4.72%","-1.47%","-0.44%","12.60%","7.85%","-5.00%","15.54%","2.58%","-",""
"Horiz. %","134.99%","134.51%","138.72%","127.80%","134.13%","136.12%","136.73%","121.43%","112.59%","118.52%","102.58%","100.00%",""
"Net Worth","130,248","130,248","124,799","113,999","102,000","88,800","80,349","74,400","65,599","60,817","55,982","51,199","10.40%"
"YoY %","0.00%","4.37%","9.47%","11.76%","14.86%","10.52%","8.00%","13.41%","7.86%","8.64%","9.34%","-",""
"Horiz. %","254.39%","254.39%","243.75%","222.66%","199.22%","173.44%","156.93%","145.31%","128.12%","118.78%","109.34%","100.00%",""
"Div","-","3,900","3,900","3,900","3,600","2,700","2,698","2,700","23","24","15","-","-"
"YoY %","0.00%","0.00%","0.00%","8.33%","33.33%","0.06%","-0.06%","11,150.47%","-0.03%","50.09%","0.00%","-",""
"Horiz. %","0.00%","24,384.14%","24,384.14%","24,384.14%","22,508.44%","16,881.33%","16,870.67%","16,881.33%","150.05%","150.09%","100.00%","-",""
"Div Payout %","-     %","31.98    %","27.97    %","24.08    %","22.73    %","26.17    %","28.41    %","36.54    %","0.33    %","0.34    %","0.26    %","-     %","-"
"YoY %","0.00%","14.34%","16.15%","5.94%","-13.14%","-7.88%","-22.25%","10,972.73%","-2.94%","30.77%","0.00%","-",""
"Horiz. %","0.00%","12,300.00%","10,757.69%","9,261.54%","8,742.31%","10,065.38%","10,926.92%","14,053.85%","126.92%","130.77%","100.00%","-",""
"Net Worth","130,248","130,248","124,799","113,999","102,000","88,800","80,349","74,400","65,599","60,817","55,982","51,199","10.40%"
"YoY %","0.00%","4.37%","9.47%","11.76%","14.86%","10.52%","8.00%","13.41%","7.86%","8.64%","9.34%","-",""
"Horiz. %","254.39%","254.39%","243.75%","222.66%","199.22%","173.44%","156.93%","145.31%","128.12%","118.78%","109.34%","100.00%",""
"NOSH","169,154","169,154","120,000","120,000","120,000","120,000","120,000","120,000","80,000","80,022","79,974","79,999","4.61%"
"YoY %","0.00%","40.96%","0.00%","0.00%","0.00%","0.00%","0.00%","50.00%","-0.03%","0.06%","-0.03%","-",""
"Horiz. %","211.44%","211.44%","150.00%","150.00%","150.00%","150.00%","150.00%","150.00%","100.00%","100.03%","99.97%","100.00%",""
"NP Margin","2.16    %","2.53    %","2.80    %","3.44    %","3.18    %","2.17    %","2.01    %","1.71    %","1.80    %","1.68    %","1.71    %","-2.42    %","-"
"YoY %","-14.62%","-9.64%","-18.60%","8.18%","46.54%","7.96%","17.54%","-5.00%","7.14%","-1.75%","170.66%","-",""
"Horiz. %","-89.26%","-104.55%","-115.70%","-142.15%","-131.40%","-89.67%","-83.06%","-70.66%","-74.38%","-69.42%","-70.66%","100.00%",""
"ROE","7.99    %","9.36    %","11.17    %","14.21    %","15.53    %","11.62    %","11.82    %","9.93    %","10.98    %","11.64    %","11.11    %","-16.09    %","-"
"YoY %","-14.64%","-16.20%","-21.39%","-8.50%","33.65%","-1.69%","19.03%","-9.56%","-5.67%","4.77%","169.05%","-",""
"Horiz. %","-49.66%","-58.17%","-69.42%","-88.32%","-96.52%","-72.22%","-73.46%","-61.72%","-68.24%","-72.34%","-69.05%","100.00%",""
"RPS","284.87","284.92","415.36","385.19","403.20","404.96","406.34","359.56","500.54","526.11","455.74","426.26","-0.29%"
"YoY %","-0.02%","-31.40%","7.83%","-4.47%","-0.43%","-0.34%","13.01%","-28.17%","-4.86%","15.44%","6.92%","-",""
"Horiz. %","66.83%","66.84%","97.44%","90.37%","94.59%","95.00%","95.33%","84.35%","117.43%","123.42%","106.92%","100.00%",""
"EPS","6.15","7.21","11.62","13.50","13.20","8.60","7.92","6.16","9.01","8.85","7.78","-10.30","-"
"YoY %","-14.70%","-37.95%","-13.93%","2.27%","53.49%","8.59%","28.57%","-31.63%","1.81%","13.75%","175.53%","-",""
"Horiz. %","-59.71%","-70.00%","-112.82%","-131.07%","-128.16%","-83.50%","-76.89%","-59.81%","-87.48%","-85.92%","-75.53%","100.00%",""
"DPS","0.00","2.31","3.25","3.25","3.00","2.25","2.25","2.25","0.03","0.03","0.02","0.00","-"
"YoY %","0.00%","-28.92%","0.00%","8.33%","33.33%","0.00%","0.00%","7,400.00%","0.00%","50.00%","0.00%","-",""
"Horiz. %","0.00%","11,550.00%","16,250.00%","16,250.00%","15,000.00%","11,250.00%","11,250.00%","11,250.00%","150.00%","150.00%","100.00%","-",""
"NAPS","0.7700","0.7700","1.0400","0.9500","0.8500","0.7400","0.6700","0.6200","0.8200","0.7600","0.7000","0.6400","5.54%"
"YoY %","0.00%","-25.96%","9.47%","11.76%","14.86%","10.45%","8.06%","-24.39%","7.89%","8.57%","9.38%","-",""
"Horiz. %","120.31%","120.31%","162.50%","148.44%","132.81%","115.62%","104.69%","96.88%","128.12%","118.75%","109.38%","100.00%",""
"RPS","284.17","284.22","293.94","272.59","285.33","286.58","287.37","254.45","236.14","248.28","214.94","201.10","4.31%"
"YoY %","-0.02%","-3.31%","7.83%","-4.47%","-0.44%","-0.27%","12.94%","7.75%","-4.89%","15.51%","6.88%","-",""
"Horiz. %","141.31%","141.33%","146.17%","135.55%","141.88%","142.51%","142.90%","126.53%","117.42%","123.46%","106.88%","100.00%",""
"EPS","6.14","7.19","8.22","9.55","9.34","6.08","5.60","4.36","4.25","4.18","3.67","-4.86","-"
"YoY %","-14.60%","-12.53%","-13.93%","2.25%","53.62%","8.57%","28.44%","2.59%","1.67%","13.90%","175.51%","-",""
"Horiz. %","-126.34%","-147.94%","-169.14%","-196.50%","-192.18%","-125.10%","-115.23%","-89.71%","-87.45%","-86.01%","-75.51%","100.00%",""
"DPS","0.00","2.30","2.30","2.30","2.12","1.59","1.59","1.59","0.01","0.01","0.01","0.00","-"
"YoY %","0.00%","0.00%","0.00%","8.49%","33.33%","0.00%","0.00%","15,800.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","23,000.00%","23,000.00%","23,000.00%","21,200.00%","15,900.00%","15,900.00%","15,900.00%","100.00%","100.00%","100.00%","-",""
"NAPS","0.7681","0.7681","0.7360","0.6723","0.6015","0.5237","0.4738","0.4388","0.3869","0.3587","0.3301","0.3019","10.40%"
"YoY %","0.00%","4.36%","9.47%","11.77%","14.86%","10.53%","7.98%","13.41%","7.86%","8.66%","9.34%","-",""
"Horiz. %","254.42%","254.42%","243.79%","222.69%","199.24%","173.47%","156.94%","145.35%","128.16%","118.81%","109.34%","100.00%",""
