Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"13/09/2019","0.275","0.34","+0.065 (23.64%)","BUY","AffinHwang"
"10/09/2019","0.26","0.38","+0.12 (46.15%)","BUY","MIDF"
"10/09/2019","0.26","0.47","+0.21 (80.77%)","BUY","JF APEX"
"10/09/2019","0.26","0.33","+0.07 (26.92%)","BUY","AmInvest"
"10/09/2019","0.26","0.34","+0.08 (30.77%)","BUY","AffinHwang"
"03/09/2019","0.26","0.22","-0.04 (15.38%)","HOLD","PUBLIC BANK"
"03/09/2019","0.26","0.38","+0.12 (46.15%)","BUY","MIDF"
"03/09/2019","0.26","0.20","-0.06 (23.08%)","SELL","KENANGA"
"03/09/2019","0.26","0.50","+0.24 (92.31%)","BUY","JF APEX"
"03/09/2019","0.26","0.34","+0.08 (30.77%)","BUY","HLG"

