Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"05/09/2019","1.45","1.47","+0.02 (1.38%)","HOLD","MIDF"
"16/08/2019","1.43","1.15","-0.28 (19.58%)","HOLD","PUBLIC BANK"
"16/08/2019","1.43","1.47","+0.04 (2.80%)","HOLD","MIDF"
"21/06/2019","1.32","1.15","-0.17 (12.88%)","HOLD","PUBLIC BANK"
"21/06/2019","1.32","1.47","+0.15 (11.36%)","BUY","MIDF"
"23/05/2019","1.28","1.15","-0.13 (10.16%)","HOLD","PUBLIC BANK"
"23/05/2019","1.28","1.47","+0.19 (14.84%)","BUY","MIDF"
"16/04/2019","1.24","1.35","+0.11 (8.87%)","BUY","MIDF"
"21/03/2019","1.26","1.35","+0.09 (7.14%)","BUY","MIDF"

