Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","214,678","272,421","379,250","252,351","253,504","233,006","214,646","139,635","187,398","118,211","158,614","170,202","9.30%"
"YoY %","-21.20%","-28.17%","50.29%","-0.45%","8.80%","8.55%","53.72%","-25.49%","58.53%","-25.47%","-6.81%","-",""
"Horiz. %","126.13%","160.06%","222.82%","148.27%","148.94%","136.90%","126.11%","82.04%","110.10%","69.45%","93.19%","100.00%",""
"PBT","29,270","34,230","35,165","40,374","30,994","25,111","19,696","6,511","6,133","-32,808","-59,469","-64,685","-"
"YoY %","-14.49%","-2.66%","-12.90%","30.26%","23.43%","27.49%","202.50%","6.16%","118.69%","44.83%","8.06%","-",""
"Horiz. %","-45.25%","-52.92%","-54.36%","-62.42%","-47.92%","-38.82%","-30.45%","-10.07%","-9.48%","50.72%","91.94%","100.00%",""
"Tax","-1,022","170","274","-9,676","-5,693","-3,822","-1,540","-565","-97","-87","563","-67","-"
"YoY %","-701.18%","-37.96%","102.83%","-69.96%","-48.95%","-148.18%","-172.57%","-482.47%","-11.49%","-115.45%","940.30%","-",""
"Horiz. %","1,525.37%","-253.73%","-408.96%","14,441.79%","8,497.01%","5,704.48%","2,298.51%","843.28%","144.78%","129.85%","-840.30%","100.00%",""
"NP","28,248","34,400","35,439","30,698","25,301","21,289","18,156","5,946","6,036","-32,895","-58,906","-64,752","-"
"YoY %","-17.88%","-2.93%","15.44%","21.33%","18.85%","17.26%","205.35%","-1.49%","118.35%","44.16%","9.03%","-",""
"Horiz. %","-43.62%","-53.13%","-54.73%","-47.41%","-39.07%","-32.88%","-28.04%","-9.18%","-9.32%","50.80%","90.97%","100.00%",""
"NP to SH","27,748","34,047","35,173","30,278","24,853","20,863","18,526","6,637","6,717","-30,747","-50,884","-62,032","-"
"YoY %","-18.50%","-3.20%","16.17%","21.83%","19.12%","12.61%","179.13%","-1.19%","121.85%","39.57%","17.97%","-",""
