Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"02/08/2019","6.70","6.90","+0.20 (2.99%)","HOLD","MIDF"
"02/08/2019","6.71","6.85","+0.14 (2.09%)","HOLD","KENANGA"
"02/08/2019","6.71","7.00","+0.29 (4.32%)","HOLD","HLG"
"02/08/2019","6.70","6.50","-0.20 (2.99%)","HOLD","AmInvest"
"02/08/2019","6.70","5.40","-1.30 (19.40%)","SELL","AffinHwang"
"28/06/2019","6.90","7.54","+0.64 (9.28%)","BUY","HLG"
"30/04/2019","6.90","7.20","+0.30 (4.35%)","HOLD","MIDF"
"30/04/2019","6.90","6.85","-0.05 (0.72%)","HOLD","KENANGA"
"30/04/2019","6.90","6.65","-0.25 (3.62%)","HOLD","HLG"
"30/04/2019","6.90","7.15","+0.25 (3.62%)","HOLD","AmInvest"

