Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","2,521,374","2,572,969","2,423,774","2,402,283","2,538,686","2,301,907","2,286,575","2,306,038","2,028,475","1,918,415","1,555,091","1,201,053","8.11%"
"YoY %","-2.01%","6.16%","0.89%","-5.37%","10.29%","0.67%","-0.84%","13.68%","5.74%","23.36%","29.48%","-",""
"Horiz. %","209.93%","214.23%","201.80%","200.01%","211.37%","191.66%","190.38%","192.00%","168.89%","159.73%","129.48%","100.00%",""
"PBT","58,514","58,635","39,933","96,493","111,319","43,874","83,729","93,908","51,183","103,611","127,893","92,034","-8.85%"
"YoY %","-0.21%","46.83%","-58.62%","-13.32%","153.72%","-47.60%","-10.84%","83.47%","-50.60%","-18.99%","38.96%","-",""
"Horiz. %","63.58%","63.71%","43.39%","104.84%","120.95%","47.67%","90.98%","102.04%","55.61%","112.58%","138.96%","100.00%",""
"Tax","-5,502","-13,513","-12,467","-24,530","-18,359","-14,470","-4,235","-13,732","-13,547","-11,413","-27,567","-19,753","-4.98%"
"YoY %","59.28%","-8.39%","49.18%","-33.61%","-26.88%","-241.68%","69.16%","-1.37%","-18.70%","58.60%","-39.56%","-",""
"Horiz. %","27.85%","68.41%","63.11%","124.18%","92.94%","73.25%","21.44%","69.52%","68.58%","57.78%","139.56%","100.00%",""
"NP","53,012","45,122","27,466","71,963","92,960","29,404","79,494","80,176","37,636","92,198","100,326","72,281","-10.19%"
"YoY %","17.49%","64.28%","-61.83%","-22.59%","216.15%","-63.01%","-0.85%","113.03%","-59.18%","-8.10%","38.80%","-",""
"Horiz. %","73.34%","62.43%","38.00%","99.56%","128.61%","40.68%","109.98%","110.92%","52.07%","127.55%","138.80%","100.00%",""
"NP to SH","38,586","30,704","17,776","68,568","80,835","20,545","67,778","66,978","28,511","80,872","84,824","62,879","-13.09%"
"YoY %","25.67%","72.73%","-74.08%","-15.18%","293.45%","-69.69%","1.19%","134.92%","-64.75%","-4.66%","34.90%","-",""
"Horiz. %","61.37%","48.83%","28.27%","109.05%","128.56%","32.67%","107.79%","106.52%","45.34%","128.62%","134.90%","100.00%",""
"Tax Rate","9.40    %","23.05    %","31.22    %","25.42    %","16.49    %","32.98    %","5.06    %","14.62    %","26.47    %","11.02    %","21.55    %","21.46    %","4.25%"
"YoY %","-59.22%","-26.17%","22.82%","54.15%","-50.00%","551.78%","-65.39%","-44.77%","140.20%","-48.86%","0.42%","-",""
"Horiz. %","43.80%","107.41%","145.48%","118.45%","76.84%","153.68%","23.58%","68.13%","123.35%","51.35%","100.42%","100.00%",""
"Total Cost","2,468,362","2,527,847","2,396,308","2,330,320","2,445,726","2,272,503","2,207,081","2,225,862","1,990,839","1,826,217","1,454,765","1,128,772","8.72%"
"YoY %","-2.35%","5.49%","2.83%","-4.72%","7.62%","2.96%","-0.84%","11.81%","9.01%","25.53%","28.88%","-",""
"Horiz. %","218.68%","223.95%","212.29%","206.45%","216.67%","201.33%","195.53%","197.19%","176.37%","161.79%","128.88%","100.00%",""
"Net Worth","1,078,856","1,078,856","819,924","836,433","831,055","752,958","732,153","667,626","558,947","522,067","469,351","425,221","7.56%"
"YoY %","0.00%","31.58%","-1.97%","0.65%","10.37%","2.84%","9.67%","19.44%","7.06%","11.23%","10.38%","-",""
"Horiz. %","253.72%","253.72%","192.82%","196.71%","195.44%","177.07%","172.18%","157.01%","131.45%","122.78%","110.38%","100.00%",""
"Div","23,974","17,490","16,508","35,768","35,773","21,513","34,992","64,609","14,091","-","27,988","21,530","-2.91%"
"YoY %","37.07%","5.95%","-53.85%","-0.01%","66.29%","-38.52%","-45.84%","358.51%","0.00%","0.00%","30.00%","-",""
"Horiz. %","111.35%","81.24%","76.68%","166.13%","166.16%","99.92%","162.53%","300.09%","65.45%","0.00%","130.00%","100.00%",""
"Div Payout %","62.13    %","56.96    %","92.87    %","52.17    %","44.26    %","104.71    %","51.63    %","96.46    %","49.42    %","-     %","33.00    %","34.24    %","11.72%"
"YoY %","9.08%","-38.67%","78.01%","17.87%","-57.73%","102.81%","-46.48%","95.18%","0.00%","0.00%","-3.62%","-",""
"Horiz. %","181.45%","166.36%","271.23%","152.37%","129.26%","305.81%","150.79%","281.72%","144.33%","0.00%","96.38%","100.00%",""
"Net Worth","1,078,856","1,078,856","819,924","836,433","831,055","752,958","732,153","667,626","558,947","522,067","469,351","425,221","7.56%"
"YoY %","0.00%","31.58%","-1.97%","0.65%","10.37%","2.84%","9.67%","19.44%","7.06%","11.23%","10.38%","-",""
"Horiz. %","253.72%","253.72%","192.82%","196.71%","195.44%","177.07%","172.18%","157.01%","131.45%","122.78%","110.38%","100.00%",""
"NOSH","998,941","998,941","550,285","550,285","550,367","537,827","538,347","538,408","469,703","107,642","107,649","107,651","19.86%"
"YoY %","0.00%","81.53%","-0.00%","-0.01%","2.33%","-0.10%","-0.01%","14.63%","336.35%","-0.01%","-0.00%","-",""
"Horiz. %","927.94%","927.94%","511.17%","511.17%","511.25%","499.60%","500.09%","500.14%","436.32%","99.99%","100.00%","100.00%",""
"NP Margin","2.10    %","1.75    %","1.13    %","3.00    %","3.66    %","1.28    %","3.48    %","3.48    %","1.86    %","4.81    %","6.45    %","6.02    %","-16.95%"
"YoY %","20.00%","54.87%","-62.33%","-18.03%","185.94%","-63.22%","0.00%","87.10%","-61.33%","-25.43%","7.14%","-",""
"Horiz. %","34.88%","29.07%","18.77%","49.83%","60.80%","21.26%","57.81%","57.81%","30.90%","79.90%","107.14%","100.00%",""
"ROE","3.58    %","2.85    %","2.17    %","8.20    %","9.73    %","2.73    %","9.26    %","10.03    %","5.10    %","15.49    %","18.07    %","14.79    %","-19.19%"
"YoY %","25.61%","31.34%","-73.54%","-15.72%","256.41%","-70.52%","-7.68%","96.67%","-67.08%","-14.28%","22.18%","-",""
"Horiz. %","24.21%","19.27%","14.67%","55.44%","65.79%","18.46%","62.61%","67.82%","34.48%","104.73%","122.18%","100.00%",""
"RPS","252.40","257.57","440.46","436.55","461.27","428.00","424.74","428.31","431.86","1,782.21","1,444.59","1,115.69","-9.81%"
"YoY %","-2.01%","-41.52%","0.90%","-5.36%","7.77%","0.77%","-0.83%","-0.82%","-75.77%","23.37%","29.48%","-",""
"Horiz. %","22.62%","23.09%","39.48%","39.13%","41.34%","38.36%","38.07%","38.39%","38.71%","159.74%","129.48%","100.00%",""
"EPS","4.22","3.07","3.23","12.46","14.69","3.82","12.59","12.44","6.07","75.13","78.80","58.41","-27.49%"
"YoY %","37.46%","-4.95%","-74.08%","-15.18%","284.55%","-69.66%","1.21%","104.94%","-91.92%","-4.66%","34.91%","-",""
"Horiz. %","7.22%","5.26%","5.53%","21.33%","25.15%","6.54%","21.55%","21.30%","10.39%","128.63%","134.91%","100.00%",""
"DPS","2.40","1.75","3.00","6.50","6.50","4.00","6.50","12.00","3.00","0.00","26.00","20.00","-19.00%"
"YoY %","37.14%","-41.67%","-53.85%","0.00%","62.50%","-38.46%","-45.83%","300.00%","0.00%","0.00%","30.00%","-",""
"Horiz. %","12.00%","8.75%","15.00%","32.50%","32.50%","20.00%","32.50%","60.00%","15.00%","0.00%","130.00%","100.00%",""
"NAPS","1.0800","1.0800","1.4900","1.5200","1.5100","1.4000","1.3600","1.2400","1.1900","4.8500","4.3600","3.9500","-10.26%"
"YoY %","0.00%","-27.52%","-1.97%","0.66%","7.86%","2.94%","9.68%","4.20%","-75.46%","11.24%","10.38%","-",""
"Horiz. %","27.34%","27.34%","37.72%","38.48%","38.23%","35.44%","34.43%","31.39%","30.13%","122.78%","110.38%","100.00%",""
"RPS","251.27","256.41","241.54","239.40","252.99","229.40","227.87","229.81","202.15","191.18","154.97","119.69","8.11%"
"YoY %","-2.00%","6.16%","0.89%","-5.37%","10.28%","0.67%","-0.84%","13.68%","5.74%","23.37%","29.48%","-",""
"Horiz. %","209.93%","214.23%","201.80%","200.02%","211.37%","191.66%","190.38%","192.00%","168.89%","159.73%","129.48%","100.00%",""
"EPS","3.85","3.06","1.77","6.83","8.06","2.05","6.75","6.67","2.84","8.06","8.45","6.27","-13.10%"
"YoY %","25.82%","72.88%","-74.08%","-15.26%","293.17%","-69.63%","1.20%","134.86%","-64.76%","-4.62%","34.77%","-",""
"Horiz. %","61.40%","48.80%","28.23%","108.93%","128.55%","32.70%","107.66%","106.38%","45.30%","128.55%","134.77%","100.00%",""
"DPS","2.39","1.74","1.65","3.56","3.57","2.14","3.49","6.44","1.40","0.00","2.79","2.15","-2.90%"
"YoY %","37.36%","5.45%","-53.65%","-0.28%","66.82%","-38.68%","-45.81%","360.00%","0.00%","0.00%","29.77%","-",""
"Horiz. %","111.16%","80.93%","76.74%","165.58%","166.05%","99.53%","162.33%","299.53%","65.12%","0.00%","129.77%","100.00%",""
"NAPS","1.0751","1.0751","0.8171","0.8336","0.8282","0.7504","0.7296","0.6653","0.5570","0.5203","0.4677","0.4238","7.56%"
"YoY %","0.00%","31.58%","-1.98%","0.65%","10.37%","2.85%","9.66%","19.44%","7.05%","11.25%","10.36%","-",""
"Horiz. %","253.68%","253.68%","192.80%","196.70%","195.42%","177.06%","172.16%","156.98%","131.43%","122.77%","110.36%","100.00%",""
"Date","AQR","T4Q","31/12/18","29/12/17","30/12/16","31/12/15","31/12/14","31/12/13","31/12/12","30/12/11","30/12/10","31/12/09","-"
"Price","0.6950","0.6950","0.4800","1.9100","1.3500","1.3200","1.5500","1.5200","1.2800","3.6000","2.2300","1.6200","-"
"P/RPS","0.28","0.27","0.11","0.44","0.29","0.31","0.36","0.35","0.30","0.20","0.15","0.15","-3.39%"
"YoY %","3.70%","145.45%","-75.00%","51.72%","-6.45%","-13.89%","2.86%","16.67%","50.00%","33.33%","0.00%","-",""
"Horiz. %","186.67%","180.00%","73.33%","293.33%","193.33%","206.67%","240.00%","233.33%","200.00%","133.33%","100.00%","100.00%",""
"P/EPS","17.99","22.61","14.86","15.33","9.19","34.55","12.31","12.22","21.09","4.79","2.83","2.77","20.51%"
"YoY %","-20.43%","52.15%","-3.07%","66.81%","-73.40%","180.67%","0.74%","-42.06%","340.29%","69.26%","2.17%","-",""
"Horiz. %","649.46%","816.25%","536.46%","553.43%","331.77%","1,247.29%","444.40%","441.16%","761.37%","172.92%","102.17%","100.00%",""
"EY","5.56","4.42","6.73","6.52","10.88","2.89","8.12","8.18","4.74","20.87","35.33","36.06","-17.01%"
"YoY %","25.79%","-34.32%","3.22%","-40.07%","276.47%","-64.41%","-0.73%","72.57%","-77.29%","-40.93%","-2.02%","-",""
"Horiz. %","15.42%","12.26%","18.66%","18.08%","30.17%","8.01%","22.52%","22.68%","13.14%","57.88%","97.98%","100.00%",""
"DY","3.45","2.52","6.25","3.40","4.81","3.03","4.19","7.89","2.34","0.00","11.66","12.35","-7.28%"
"YoY %","36.90%","-59.68%","83.82%","-29.31%","58.75%","-27.68%","-46.89%","237.18%","0.00%","0.00%","-5.59%","-",""
