Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"17/09/2019","13.82","15.80","+1.98 (14.33%)","BUY","AmInvest"
"03/09/2019","13.94","14.12","+0.18 (1.29%)","HOLD","PUBLIC BANK"
"03/09/2019","13.94","14.40","+0.46 (3.30%)","HOLD","MIDF"
"03/09/2019","13.94","13.30","-0.64 (4.59%)","HOLD","KENANGA"
"03/09/2019","13.94","13.65","-0.29 (2.08%)","HOLD","HLG"
"03/09/2019","13.94","15.80","+1.86 (13.34%)","BUY","AmInvest"
"03/09/2019","13.94","14.20","+0.26 (1.87%)","HOLD","AffinHwang"
"31/08/2019","13.94","14.25","+0.31 (2.22%)","HOLD","BIMB"
"29/08/2019","13.80","14.25","+0.45 (3.26%)","HOLD","BIMB"
"21/08/2019","13.70","14.12","+0.42 (3.07%)","HOLD","PUBLIC BANK"

