Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"29/08/2019","2.13","2.98","+0.85 (39.91%)","BUY","PUBLIC BANK"
"29/08/2019","2.16","2.18","+0.02 (0.93%)","HOLD","MIDF"
"29/08/2019","2.16","2.20","+0.04 (1.85%)","HOLD","KENANGA"
"29/08/2019","2.13","2.90","+0.77 (36.15%)","BUY","AffinHwang"
"08/07/2019","2.26","3.25","+0.99 (43.81%)","BUY","AffinHwang"
"29/05/2019","2.19","2.98","+0.79 (36.07%)","BUY","PUBLIC BANK"
"29/05/2019","2.19","2.22","+0.03 (1.37%)","HOLD","MIDF"
"29/05/2019","2.19","2.40","+0.21 (9.59%)","BUY","KENANGA"
"29/05/2019","2.19","3.25","+1.06 (48.40%)","BUY","AffinHwang"
"21/05/2019","2.30","2.75","+0.45 (19.57%)","BUY","KENANGA"

