Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"03/09/2019","0.615","0.63","+0.015 (2.44%)","HOLD","PUBLIC BANK"
"03/09/2019","0.615","0.62","+0.005 (0.81%)","HOLD","KENANGA"
"03/09/2019","0.615","0.70","+0.085 (13.82%)","HOLD","HLG"
"15/05/2019","0.72","0.62","-0.10 (13.89%)","SELL","KENANGA"
"15/05/2019","0.72","0.70","-0.02 (2.78%)","HOLD","HLG"
"14/05/2019","0.685","0.74","+0.055 (8.03%)","HOLD","PUBLIC BANK"
"14/05/2019","0.685","0.78","+0.095 (13.87%)","HOLD","MIDF"
"14/05/2019","0.70","0.62","-0.08 (11.43%)","SELL","KENANGA"
"14/05/2019","0.685","0.65","-0.035 (5.11%)","SELL","HLG"
"11/04/2019","0.80","0.65","-0.15 (18.75%)","SELL","HLG"

