F.Y.,Ann. Date,Quarter,#,Revenue,PBT,NP,NP to SH,Div,Net Worth,Div Payout %,NP Margin,ROE,NOSH,RPS,Adj. RPS,EPS,Adj. EPS,DPS,Adj. DPS,NAPS,Adj. NAPS,QoQ,YoY,EOQ Date,EOQ Price,EOQ P/RPS,EOQ P/EPS,EOQ P/NAPS,EOQ EY,EOQ DY,ANN Date,ANN Price,ANN P/RPS,ANN P/EPS,ANN P/NAPS,ANN EY,ANN DY
"31-Dec-2019","20-Aug-2019","30-Jun-2019","2","2,133,602","123,468","119,090","102,887","50,309","3,260,068","48.90%","5.58%","3.16%","4,024,776","53.01","52.84","2.56","2.55","1.25","1.25","0.8100","0.81"," -10.62%"," -35.94%","28-Jun-2019","4.40","8.30","172.12","5.43","0.58%","0.28%","20-Aug-2019","4.81","9.07","188.16","5.94","0.53%","0.26%"
"31-Dec-2019","27-May-2019","31-Mar-2019","1","2,171,253","155,570","143,341","115,107","49,744","3,382,629","43.22%","6.60%","3.40%","3,979,564","54.56","53.77","2.89","2.85","1.25","1.23","0.8500","0.84"," -26.41%"," -23.51%","29-Mar-2019","4.51","8.27","155.92","5.31","0.64%","0.28%","27-May-2019","4.24","7.77","146.59","4.99","0.68%","0.29%"
"31-Dec-2018","26-Feb-2019","31-Dec-2018","4","2,245,729","201,930","185,246","156,407","59,217","3,237,204","37.86%","8.25%","4.83%","3,947,810","56.89","55.61","3.96","3.87","1.50","1.47","0.8200","0.80"," -3.75%"," 4.14%","31-Dec-2018","4.83","8.49","121.91","5.89","0.82%","0.31%","26-Feb-2019","4.15","7.30","104.75","5.06","0.95%","0.36%"
"31-Dec-2018","22-Nov-2018","30-Sep-2018","3","2,373,867","241,157","208,239","162,493","78,026","2,925,984","48.02%","8.77%","5.55%","3,901,312","60.85","58.79","4.17","4.02","2.00","1.93","0.7500","0.72"," 1.18%"," 5.25%","28-Sep-2018","4.86","7.99","116.68","6.48","0.86%","0.41%","22-Nov-2018","4.90","8.05","117.64","6.53","0.85%","0.41%"
"31-Dec-2018","15-Aug-2018","30-Jun-2018","2","2,438,840","221,423","199,065","160,603","58,020","2,785,004","36.13%","8.16%","5.77%","3,868,061","63.05","60.40","4.15","3.98","1.50","1.44","0.7200","0.69"," 6.73%"," 6.95%","29-Jun-2018","4.36","6.92","105.01","6.06","0.95%","0.34%","15-Aug-2018","4.79","7.60","115.37","6.65","0.87%","0.31%"
"31-Dec-2018","17-May-2018","31-Mar-2018","1","2,125,436","210,239","192,564","150,477","57,901","3,049,504","38.48%","9.06%","4.93%","3,860,132","55.06","52.64","3.90","3.73","1.50","1.43","0.7900","0.76"," 0.19%"," 1.64%","30-Mar-2018","4.32","7.85","110.82","5.47","0.90%","0.35%","17-May-2018","4.96","9.01","127.24","6.28","0.79%","0.30%"
"31-Dec-2017","27-Feb-2018","31-Dec-2017","4","2,144,173","200,697","188,674","150,189","56,624","2,227,223","37.70%","8.80%","6.74%","3,774,956","56.80","53.10","3.98","3.72","1.50","1.40","0.5900","0.55"," -2.72%"," 13.97%","29-Dec-2017","5.39","9.49","135.48","9.14","0.74%","0.28%","27-Feb-2018","5.78","10.18","145.28","9.80","0.69%","0.26%"
"31-Dec-2017","21-Nov-2017","30-Sep-2017","3","2,128,612","210,133","190,788","154,383","55,935","1,752,657","36.23%","8.96%","8.81%","3,729,058","57.08","52.71","4.14","3.82","1.50","1.39","0.4700","0.43"," 2.81%"," 25.47%","29-Sep-2017","3.77","6.60","91.06","8.02","1.10%","0.40%","21-Nov-2017","4.75","8.32","114.73","10.11","0.87%","0.32%"
"31-Dec-2017","16-Aug-2017","30-Jun-2017","2","2,079,030","209,371","190,784","150,168","56,032","2,091,892","37.31%","9.18%","7.18%","3,735,522","55.66","51.49","4.02","3.72","1.50","1.39","0.5600","0.52"," 1.43%"," 2.80%","30-Jun-2017","2.68","4.82","66.67","4.79","1.50%","0.56%","16-Aug-2017","3.29","5.91","81.84","5.88","1.22%","0.46%"
"31-Dec-2017","18-May-2017","31-Mar-2017","1","1,934,224","199,330","185,162","148,049","55,657","2,040,775","37.59%","9.57%","7.25%","3,710,501","52.13","47.90","3.99","3.67","1.50","1.38","0.5500","0.51"," 12.35%"," 56.57%","31-Mar-2017","2.65","5.08","66.42","4.82","1.51%","0.57%","18-May-2017","2.74","5.26","68.67","4.98","1.46%","0.55%"
"31-Dec-2016","27-Feb-2017","31-Dec-2016","4","1,999,755","200,469","173,997","131,779","40,505","1,647,237","30.74%","8.70%","8.00%","2,700,389","74.05","49.52","4.88","3.26","1.50","1.00","0.6100","0.41"," 7.10%"," 239.65%","30-Dec-2016","1.59","2.15","32.58","2.61","3.07%","0.94%","27-Feb-2017","2.35","3.17","48.16","3.85","2.08%","0.64%"
"31-Dec-2016","28-Oct-2016","30-Sep-2016","3","1,739,188","152,540","140,842","123,042","13,061","2,272,750","10.62%","8.10%","5.41%","1,306,178","133.15","43.07","9.42","3.05","1.00","0.32","1.7400","0.56"," -15.77%"," 316.98%","30-Sep-2016","4.29","3.22","45.54","2.47","2.20%","0.23%","28-Oct-2016","4.35","3.27","46.18","2.50","2.17%","0.23%"
"31-Dec-2016","16-Aug-2016","30-Jun-2016","2","1,585,758","199,177","180,076","146,075","38,987","2,209,319","26.69%","11.36%","6.61%","1,299,599","122.02","39.27","11.24","3.62","3.00","0.97","1.7000","0.55"," 54.48%"," 490.77%","30-Jun-2016","3.68","3.02","32.74","2.16","3.05%","0.82%","16-Aug-2016","4.30","3.52","38.26","2.53","2.61%","0.70%"
"31-Dec-2016","03-May-2016","31-Mar-2016","1","1,289,985","137,237","123,182","94,558","38,966","2,156,130","41.21%","9.55%","4.39%","1,298,873","99.32","31.95","7.28","2.34","3.00","0.96","1.6600","0.53"," 143.72%"," 119.20%","31-Mar-2016","2.65","2.67","36.40","1.60","2.75%","1.13%","03-May-2016","2.94","2.96","40.38","1.77","2.48%","1.02%"
"31-Dec-2015","25-Feb-2016","31-Dec-2015","4","1,387,235","77,899","44,542","38,798","19,463","1,946,387","50.17%","3.21%","1.99%","1,297,591","106.91","34.35","2.99","0.96","1.50","0.48","1.5000","0.48"," 31.48%"," -7.67%","31-Dec-2015","2.09","1.95","69.90","1.39","1.43%","0.72%","25-Feb-2016","2.15","2.01","71.91","1.43","1.39%","0.70%"
"31-Dec-2015","26-Nov-2015","30-Sep-2015","3","1,016,321","42,292","30,047","29,508","19,498","1,858,873","66.08%","2.96%","1.59%","1,299,911","78.18","25.17","2.27","0.73","1.50","0.48","1.4300","0.46"," 19.34%"," -64.30%","30-Sep-2015","2.06","2.63","90.75","1.44","1.10%","0.73%","26-Nov-2015","2.11","2.70","92.95","1.48","1.08%","0.71%"
"31-Dec-2015","12-Aug-2015","30-Jun-2015","2","947,258","42,914","32,545","24,726","19,418","2,071,288","78.53%","3.44%","1.19%","1,294,554","73.17","23.46","1.91","0.61","1.50","0.48","1.6000","0.51"," -42.68%"," -58.81%","30-Jun-2015","2.60","3.55","136.13","1.62","0.73%","0.58%","12-Aug-2015","1.85","2.53","96.86","1.16","1.03%","0.81%"
"31-Dec-2015","06-May-2015","31-Mar-2015","1","1,055,860","70,157","57,211","43,137","36,148","1,927,910","83.80%","5.42%","2.24%","1,204,944","87.63","26.15","3.58","1.07","3.00","0.90","1.6000","0.48"," 2.65%"," 53.89%","31-Mar-2015","3.31","3.78","92.46","2.07","1.08%","0.91%","06-May-2015","2.85","3.25","79.61","1.78","1.26%","1.05%"
"31-Dec-2014","12-Feb-2015","31-Dec-2014","4","1,134,577","60,759","59,613","42,023","25,623","1,460,555","60.98%","5.25%","2.88%","854,126","132.83","28.10","4.92","1.04","3.00","0.63","1.7100","0.36"," -49.16%"," 246.53%","31-Dec-2014","2.59","1.95","52.64","1.51","1.90%","1.16%","12-Feb-2015","2.93","2.21","59.55","1.71","1.68%","1.02%"
"31-Dec-2014","30-Oct-2014","30-Sep-2014","3","1,028,700","116,255","105,912","82,653","15,813","1,802,763","19.13%","10.30%","4.58%","527,123","195.15","25.48","15.68","2.05","3.00","0.39","3.4200","0.45"," 37.70%"," 5,112.31%","30-Sep-2014","6.25","3.20","39.86","1.83","2.51%","0.48%","30-Oct-2014","6.85","3.51","43.69","2.00","2.29%","0.44%"
"31-Dec-2014","12-Aug-2014","30-Jun-2014","2","1,000,213","83,584","73,622","60,026","25,940","1,706,875","43.22%","7.36%","3.52%","518,807","192.79","24.77","11.57","1.49","5.00","0.64","3.2900","0.42"," 114.14%"," 199.52%","30-Jun-2014","3.93","2.04","33.97","1.19","2.94%","1.27%","12-Aug-2014","6.10","3.16","52.72","1.85","1.90%","0.82%"
"31-Dec-2014","30-May-2014","31-Mar-2014","1","897,105","36,389","27,433","28,031","25,575","1,278,786","91.24%","3.06%","2.19%","511,514","175.38","22.22","5.48","0.69","5.00","0.63","2.5000","0.32"," 197.74%"," 11.03%","31-Mar-2014","2.26","1.29","41.24","0.90","2.42%","2.21%","30-May-2014","3.55","2.02","64.78","1.42","1.54%","1.41%"
"31-Dec-2013","26-Feb-2014","31-Dec-2013","4","807,611","-4,932","-40,191","-28,679","5,091","1,262,711","- %","-4.98%","-2.27%","509,157","158.62","20.00","-5.58","-0.71","1.00","0.13","2.4800","0.31"," -1,639.18%"," -580.87%","31-Dec-2013","2.32","1.46","-41.19","0.94","-2.43%","0.43%","26-Feb-2014","2.30","1.45","-40.83","0.93","-2.45%","0.43%"
"31-Dec-2013","18-Nov-2013","30-Sep-2013","3","794,460","48,368","1,867","-1,649","5,153","1,319,199","- %","0.24%","-0.13%","515,312","154.17","19.67","-0.32","-0.04","1.00","0.13","2.5600","0.33"," -108.23%"," -101.21%","30-Sep-2013","2.21","1.43","-690.63","0.86","-0.14%","0.45%","18-Nov-2013","2.36","1.53","-737.50","0.92","-0.14%","0.42%"
"31-Dec-2013","28-Aug-2013","30-Jun-2013","2","795,343","26,848","22,821","20,041","-","1,309,007","- %","2.87%","1.53%","507,367","156.76","19.70","3.95","0.50","0.00","0.00","2.5800","0.32"," -20.62%"," 4.22%","28-Jun-2013","2.33","1.49","58.99","0.90","1.70%","0.00%","28-Aug-2013","2.02","1.29","51.14","0.78","1.96%","0.00%"
"31-Dec-2013","29-May-2013","31-Mar-2013","1","724,243","35,320","27,078","25,246","-","1,280,078","- %","3.74%","1.97%","507,967","142.58","17.94","4.97","0.63","0.00","0.00","2.5200","0.32"," 323.31%"," 11.64%","29-Mar-2013","1.76","1.23","35.41","0.70","2.82%","0.00%","29-May-2013","2.34","1.64","47.08","0.93","2.12%","0.00%"
"31-Dec-2012","27-Feb-2013","31-Dec-2012","4","727,839","22,911","6,602","5,964","4,833","966,789","81.05%","0.91%","0.62%","483,394","150.57","18.02","1.23","0.15","1.00","0.12","2.0000","0.24"," -95.62%"," -77.95%","31-Dec-2012","1.91","1.27","154.81","0.96","0.65%","0.52%","27-Feb-2013","1.76","1.17","142.65","0.88","0.70%","0.57%"
"31-Dec-2012","08-Nov-2012","30-Sep-2012","3","609,135","20,489","168,144","136,093","4,459","1,186,131","3.28%","27.60%","11.47%","445,914","136.60","15.08","30.52","3.37","1.00","0.11","2.6600","0.29"," 607.75%"," 576.00%","28-Sep-2012","1.64","1.20","5.37","0.62","18.61%","0.61%","08-Nov-2012","1.75","1.28","5.73","0.66","17.44%","0.57%"
"31-Dec-2012","30-Aug-2012","30-Jun-2012","2","522,385","23,978","20,915","19,229","4,400","1,056,054","22.88%","4.00%","1.82%","440,022","118.72","12.94","4.37","0.48","1.00","0.11","2.4000","0.26"," -14.96%"," -17.32%","29-Jun-2012","1.84","1.55","42.11","0.77","2.38%","0.54%","30-Aug-2012","1.70","1.43","38.90","0.71","2.57%","0.59%"
"31-Dec-2012","29-May-2012","31-Mar-2012","1","525,061","32,766","26,167","22,613","-","1,038,262","- %","4.98%","2.18%","439,941","119.35","13.00","5.14","0.56","0.00","0.00","2.3600","0.26"," -16.38%"," 5.23%","30-Mar-2012","2.06","1.73","40.08","0.87","2.50%","0.00%","29-May-2012","1.87","1.57","36.38","0.79","2.75%","0.00%"
"31-Dec-2011","27-Feb-2012","31-Dec-2011","4","636,506","27,924","27,509","27,044","4,390","1,044,881","16.23%","4.32%","2.59%","439,025","144.98","15.76","6.16","0.67","1.00","0.11","2.3800","0.26"," 34.33%"," 24.92%","30-Dec-2011","1.76","1.21","28.57","0.74","3.50%","0.57%","27-Feb-2012","1.92","1.32","31.17","0.81","3.21%","0.52%"
"31-Dec-2011","23-Nov-2011","30-Sep-2011","3","581,668","30,068","23,541","20,132","-","1,010,995","- %","4.05%","1.99%","439,563","132.33","14.40","4.58","0.50","0.00","0.00","2.3000","0.25"," -13.43%"," 41.48%","30-Sep-2011","1.55","1.17","33.84","0.67","2.95%","0.00%","23-Nov-2011","1.73","1.31","37.77","0.75","2.65%","0.00%"
"31-Dec-2011","25-Aug-2011","30-Jun-2011","2","593,255","36,757","26,607","23,256","4,355","836,170","18.73%","4.48%","2.78%","435,505","136.22","14.69","5.34","0.58","1.00","0.11","1.9200","0.21"," 8.22%"," 52.76%","30-Jun-2011","2.21","1.62","41.39","1.15","2.42%","0.45%","25-Aug-2011","1.89","1.39","35.39","0.98","2.83%","0.53%"
"31-Dec-2011","30-May-2011","31-Mar-2011","1","471,586","33,223","24,376","21,489","-","819,861","- %","5.17%","2.62%","431,506","109.29","11.68","4.98","0.53","0.00","0.00","1.9000","0.20"," -0.74%"," -33.66%","31-Mar-2011","2.33","2.13","46.79","1.23","2.14%","0.00%","30-May-2011","2.36","2.16","47.39","1.24","2.11%","0.00%"
"31-Dec-2010","28-Feb-2011","31-Dec-2010","4","386,926","21,797","23,946","21,649","4,299","429,956","19.86%","6.19%","5.04%","429,956","89.99","9.58","5.25","0.54","1.00","0.11","1.0000","0.11"," 52.14%"," 71.78%","30-Dec-2010","2.62","2.91","52.03","2.62","1.92%","0.38%","28-Feb-2011","2.15","2.39","42.70","2.15","2.34%","0.47%"
"31-Dec-2010","29-Nov-2010","30-Sep-2010","3","467,394","19,967","14,491","14,230","-","784,364","- %","3.10%","1.81%","428,614","109.05","11.57","3.32","0.35","0.00","0.00","1.8300","0.19"," -6.53%"," 55.37%","30-Sep-2010","1.50","1.38","45.18","0.82","2.21%","0.00%","29-Nov-2010","2.13","1.95","64.16","1.16","1.56%","0.00%"
