Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","296,544","296,544","296,544","269,036","247,934","233,119","219,662","97,663","83,695","96,950","94,742","96,347","13.30%"
"YoY %","0.00%","0.00%","10.22%","8.51%","6.36%","6.13%","124.92%","16.69%","-13.67%","2.33%","-1.67%","-",""
"Horiz. %","307.79%","307.79%","307.79%","279.24%","257.33%","241.96%","227.99%","101.37%","86.87%","100.63%","98.33%","100.00%",""
"PBT","65,685","65,685","65,685","65,254","65,150","67,656","35,774","16,922","9,349","20,720","-3,894","4,529","34.58%"
"YoY %","0.00%","0.00%","0.66%","0.16%","-3.70%","89.12%","111.41%","81.00%","-54.88%","632.10%","-185.98%","-",""
"Horiz. %","1,450.32%","1,450.32%","1,450.32%","1,440.80%","1,438.51%","1,493.84%","789.89%","373.64%","206.43%","457.50%","-85.98%","100.00%",""
"Tax","4,498","4,498","4,498","-15,715","-15,623","-16,010","-9,580","-3,975","-3,396","-6,913","-1,006","-2,632","-"
"YoY %","0.00%","0.00%","128.62%","-0.59%","2.42%","-67.12%","-141.01%","-17.05%","50.88%","-587.18%","61.78%","-",""
"Horiz. %","-170.90%","-170.90%","-170.90%","597.07%","593.58%","608.28%","363.98%","151.03%","129.03%","262.65%","38.22%","100.00%",""
"NP","70,183","70,183","70,183","49,539","49,527","51,646","26,194","12,947","5,953","13,807","-4,900","1,897","49.33%"
"YoY %","0.00%","0.00%","41.67%","0.02%","-4.10%","97.17%","102.32%","117.49%","-56.88%","381.78%","-358.30%","-",""
"Horiz. %","3,699.68%","3,699.68%","3,699.68%","2,611.44%","2,610.81%","2,722.51%","1,380.81%","682.50%","313.81%","727.83%","-258.30%","100.00%",""
"NP to SH","56,849","56,849","56,849","37,921","38,506","40,153","19,988","9,210","3,812","9,068","-7,044","1,245","52.86%"
"YoY %","0.00%","0.00%","49.91%","-1.52%","-4.10%","100.89%","117.02%","141.61%","-57.96%","228.73%","-665.78%","-",""
"Horiz. %","4,566.18%","4,566.18%","4,566.18%","3,045.86%","3,092.85%","3,225.14%","1,605.46%","739.76%","306.18%","728.35%","-565.78%","100.00%",""
"Tax Rate","-6.85    %","-6.85    %","-6.85    %","24.08    %","23.98    %","23.66    %","26.78    %","23.49    %","36.32    %","33.36    %","-     %","58.11    %","-"
"YoY %","0.00%","0.00%","-128.45%","0.42%","1.35%","-11.65%","14.01%","-35.32%","8.87%","0.00%","0.00%","-",""
"Horiz. %","-11.79%","-11.79%","-11.79%","41.44%","41.27%","40.72%","46.09%","40.42%","62.50%","57.41%","0.00%","100.00%",""
"Total Cost","226,361","226,361","226,361","219,497","198,407","181,473","193,468","84,716","77,742","83,143","99,642","94,450","10.19%"
"YoY %","0.00%","0.00%","3.13%","10.63%","9.33%","-6.20%","128.37%","8.97%","-6.50%","-16.56%","5.50%","-",""
"Horiz. %","239.66%","239.66%","239.66%","232.39%","210.07%","192.14%","204.84%","89.69%","82.31%","88.03%","105.50%","100.00%",""
"Net Worth","438,249","438,249","438,249","394,888","341,889","314,329","284,249","269,870","267,247","268,031","266,130","278,995","5.14%"
"YoY %","0.00%","0.00%","10.98%","15.50%","8.77%","10.58%","5.33%","0.98%","-0.29%","0.71%","-4.61%","-",""
"Horiz. %","157.08%","157.08%","157.08%","141.54%","122.54%","112.66%","101.88%","96.73%","95.79%","96.07%","95.39%","100.00%",""
"Div","12,388","12,388","12,388","10,840","10,140","11,588","10,863","4,528","9,059","9,055","9,052","9,028","3.58%"
"YoY %","0.00%","0.00%","14.29%","6.90%","-12.49%","6.68%","139.91%","-50.02%","0.05%","0.03%","0.26%","-",""
"Horiz. %","137.21%","137.21%","137.21%","120.06%","112.31%","128.34%","120.31%","50.15%","100.34%","100.29%","100.26%","100.00%",""
"Div Payout %","21.79    %","21.79    %","21.79    %","28.59    %","26.34    %","28.86    %","54.35    %","49.16    %","237.65    %","99.86    %","-     %","725.22    %","-32.24%"
"YoY %","0.00%","0.00%","-23.78%","8.54%","-8.73%","-46.90%","10.56%","-79.31%","137.98%","0.00%","0.00%","-",""
"Horiz. %","3.00%","3.00%","3.00%","3.94%","3.63%","3.98%","7.49%","6.78%","32.77%","13.77%","0.00%","100.00%",""
"Net Worth","438,249","438,249","438,249","394,888","341,889","314,329","284,249","269,870","267,247","268,031","266,130","278,995","5.14%"
"YoY %","0.00%","0.00%","10.98%","15.50%","8.77%","10.58%","5.33%","0.98%","-0.29%","0.71%","-4.61%","-",""
"Horiz. %","157.08%","157.08%","157.08%","141.54%","122.54%","112.66%","101.88%","96.73%","95.79%","96.07%","95.39%","100.00%",""
"NOSH","154,858","154,858","154,858","154,858","144,868","144,852","90,525","90,560","90,592","90,551","90,520","90,289","6.17%"
"YoY %","0.00%","0.00%","0.00%","6.90%","0.01%","60.01%","-0.04%","-0.04%","0.05%","0.03%","0.26%","-",""
"Horiz. %","171.51%","171.51%","171.51%","171.51%","160.45%","160.43%","100.26%","100.30%","100.34%","100.29%","100.26%","100.00%",""
"NP Margin","23.67    %","23.67    %","23.67    %","18.41    %","19.98    %","22.15    %","11.92    %","13.26    %","7.11    %","14.24    %","-5.17    %","1.97    %","31.79%"
"YoY %","0.00%","0.00%","28.57%","-7.86%","-9.80%","85.82%","-10.11%","86.50%","-50.07%","375.44%","-362.44%","-",""
"Horiz. %","1,201.52%","1,201.52%","1,201.52%","934.52%","1,014.21%","1,124.37%","605.08%","673.10%","360.91%","722.84%","-262.44%","100.00%",""
"ROE","12.97    %","12.97    %","12.97    %","9.60    %","11.26    %","12.77    %","7.03    %","3.41    %","1.43    %","3.38    %","-2.65    %","0.45    %","45.24%"
"YoY %","0.00%","0.00%","35.10%","-14.74%","-11.82%","81.65%","106.16%","138.46%","-57.69%","227.55%","-688.89%","-",""
"Horiz. %","2,882.22%","2,882.22%","2,882.22%","2,133.33%","2,502.22%","2,837.78%","1,562.22%","757.78%","317.78%","751.11%","-588.89%","100.00%",""
"RPS","191.49","191.49","191.49","173.73","171.14","160.94","242.65","107.84","92.39","107.07","104.66","106.71","6.71%"
"YoY %","0.00%","0.00%","10.22%","1.51%","6.34%","-33.67%","125.01%","16.72%","-13.71%","2.30%","-1.92%","-",""
"Horiz. %","179.45%","179.45%","179.45%","162.81%","160.38%","150.82%","227.39%","101.06%","86.58%","100.34%","98.08%","100.00%",""
"EPS","36.71","36.71","36.71","24.49","26.58","27.72","22.08","10.17","4.21","10.01","-7.78","1.38","43.95%"
"YoY %","0.00%","0.00%","49.90%","-7.86%","-4.11%","25.54%","117.11%","141.57%","-57.94%","228.66%","-663.77%","-",""
"Horiz. %","2,660.14%","2,660.14%","2,660.14%","1,774.64%","1,926.09%","2,008.70%","1,600.00%","736.96%","305.07%","725.36%","-563.77%","100.00%",""
"DPS","8.00","8.00","8.00","7.00","7.00","8.00","12.00","5.00","10.00","10.00","10.00","10.00","-2.45%"
"YoY %","0.00%","0.00%","14.29%","0.00%","-12.50%","-33.33%","140.00%","-50.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","80.00%","80.00%","80.00%","70.00%","70.00%","80.00%","120.00%","50.00%","100.00%","100.00%","100.00%","100.00%",""
"NAPS","2.8300","2.8300","2.8300","2.5500","2.3600","2.1700","3.1400","2.9800","2.9500","2.9600","2.9400","3.0900","-0.97%"
"YoY %","0.00%","0.00%","10.98%","8.05%","8.76%","-30.89%","5.37%","1.02%","-0.34%","0.68%","-4.85%","-",""
"Horiz. %","91.59%","91.59%","91.59%","82.52%","76.38%","70.23%","101.62%","96.44%","95.47%","95.79%","95.15%","100.00%",""
"RPS","191.49","191.49","191.49","173.73","160.10","150.54","141.85","63.07","54.05","62.61","61.18","62.22","13.30%"
"YoY %","0.00%","0.00%","10.22%","8.51%","6.35%","6.13%","124.91%","16.69%","-13.67%","2.34%","-1.67%","-",""
"Horiz. %","307.76%","307.76%","307.76%","279.22%","257.31%","241.95%","227.98%","101.37%","86.87%","100.63%","98.33%","100.00%",""
"EPS","36.71","36.71","36.71","24.49","24.87","25.93","12.91","5.95","2.46","5.86","-4.55","0.80","52.94%"
"YoY %","0.00%","0.00%","49.90%","-1.53%","-4.09%","100.85%","116.97%","141.87%","-58.02%","228.79%","-668.75%","-",""
