Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,CAGR
"Revenue","2,989","2,988","2,989","2,154","1,716","2,618","0","1,545","1,595","1,293","1,637","906","15.07%"
"YoY %","0.03%","-0.03%","38.77%","25.52%","-34.45%","0.00%","0.00%","-3.13%","23.36%","-21.01%","80.68%","-",""
"Horiz. %","329.91%","329.80%","329.91%","237.75%","189.40%","288.96%","0.00%","170.53%","176.05%","142.72%","180.68%","100.00%",""
"PBT","-1,566","-1,678","-1,566","-1,801","-3,917","-8,122","0","-3,660","-2,324","-1,647","-1,547","-2,578","-5.70%"
"YoY %","6.67%","-7.15%","13.05%","54.02%","51.77%","0.00%","0.00%","-57.49%","-41.11%","-6.46%","39.99%","-",""
"Horiz. %","60.74%","65.09%","60.74%","69.86%","151.94%","315.05%","-0.00%","141.97%","90.15%","63.89%","60.01%","100.00%",""
"Tax","-4","-4","-4","-2","0","0","0","-48","0","-22","0","-1","17.71%"
"YoY %","0.00%","0.00%","-100.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","400.00%","400.00%","400.00%","200.00%","-0.00%","-0.00%","-0.00%","4,800.00%","-0.00%","2,200.00%","-0.00%","100.00%",""
"NP","-1,570","-1,682","-1,570","-1,803","-3,917","-8,122","0","-3,708","-2,324","-1,669","-1,547","-2,579","-5.67%"
"YoY %","6.66%","-7.13%","12.92%","53.97%","51.77%","0.00%","0.00%","-59.55%","-39.25%","-7.89%","40.02%","-",""
"Horiz. %","60.88%","65.22%","60.88%","69.91%","151.88%","314.93%","-0.00%","143.78%","90.11%","64.72%","59.98%","100.00%",""
"NP to SH","-1,539","-1,652","-1,539","-1,621","-3,726","-7,977","0","-3,429","-2,037","-1,448","-1,237","1,927","-"
"YoY %","6.84%","-7.34%","5.06%","56.49%","53.29%","0.00%","0.00%","-68.34%","-40.68%","-17.06%","-164.19%","-",""
