Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"19/07/2019","0.30","0.43","+0.13 (43.33%)","BUY","PUBLIC BANK"
"10/07/2019","0.30","0.33","+0.03 (10.00%)","HOLD","AffinHwang"
"05/07/2019","0.30","0.43","+0.13 (43.33%)","BUY","KENANGA"
"28/06/2019","0.305","0.43","+0.125 (40.98%)","BUY","PUBLIC BANK"
"28/06/2019","0.305","0.34","+0.035 (11.48%)","HOLD","MIDF"
"28/06/2019","0.305","0.47","+0.165 (54.10%)","BUY","MACQUARIE GROUP"
"28/06/2019","0.295","0.43","+0.135 (45.76%)","BUY","KENANGA"
"28/06/2019","0.305","0.35","+0.045 (14.75%)","BUY","HLG"
"28/06/2019","0.305","0.50","+0.195 (63.93%)","BUY","AmInvest"
"28/06/2019","0.305","0.35","+0.045 (14.75%)","HOLD","AffinHwang"

