Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","70,494","70,493","70,494","64,079","71,374","72,563","64,648","77,406","109,121","109,517","172,277","127,108","-6.34%"
"YoY %","0.00%","-0.00%","10.01%","-10.22%","-1.64%","12.24%","-16.48%","-29.06%","-0.36%","-36.43%","35.54%","-",""
"Horiz. %","55.46%","55.46%","55.46%","50.41%","56.15%","57.09%","50.86%","60.90%","85.85%","86.16%","135.54%","100.00%",""
"PBT","4,101","4,100","4,101","31,042","3,407","-2,872","-9,670","-17,458","-7,709","-4,800","247","19,119","-15.71%"
"YoY %","0.02%","-0.02%","-86.79%","811.12%","218.63%","70.30%","44.61%","-126.46%","-60.60%","-2,043.32%","-98.71%","-",""
"Horiz. %","21.45%","21.44%","21.45%","162.36%","17.82%","-15.02%","-50.58%","-91.31%","-40.32%","-25.11%","1.29%","100.00%",""
"Tax","-844","-844","-844","-1,222","-1,790","-638","-336","-225","-77","-2,254","-5,970","-4,274","-16.48%"
"YoY %","0.00%","0.00%","30.93%","31.73%","-180.56%","-89.88%","-49.33%","-192.21%","96.58%","62.24%","-39.68%","-",""
"Horiz. %","19.75%","19.75%","19.75%","28.59%","41.88%","14.93%","7.86%","5.26%","1.80%","52.74%","139.68%","100.00%",""
"NP","3,257","3,256","3,257","29,820","1,617","-3,510","-10,006","-17,683","-7,786","-7,054","-5,723","14,845","-15.50%"
"YoY %","0.03%","-0.03%","-89.08%","1,744.16%","146.07%","64.92%","43.41%","-127.11%","-10.38%","-23.26%","-138.55%","-",""
"Horiz. %","21.94%","21.93%","21.94%","200.88%","10.89%","-23.64%","-67.40%","-119.12%","-52.45%","-47.52%","-38.55%","100.00%",""
"NP to SH","4,294","4,293","4,294","28,743","2,973","-3,953","-9,587","-16,451","-6,356","-5,679","-6,282","15,184","-13.09%"
"YoY %","0.02%","-0.02%","-85.06%","866.80%","175.21%","58.77%","41.72%","-158.83%","-11.92%","9.60%","-141.37%","-",""
"Horiz. %","28.28%","28.27%","28.28%","189.30%","19.58%","-26.03%","-63.14%","-108.34%","-41.86%","-37.40%","-41.37%","100.00%",""
"Tax Rate","20.58    %","20.59    %","20.58    %","3.94    %","52.54    %","-     %","-     %","-     %","-     %","-     %","2,417.00    %","22.35    %","-0.91%"
"YoY %","-0.05%","0.05%","422.33%","-92.50%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","10,714.32%","-",""
"Horiz. %","92.08%","92.13%","92.08%","17.63%","235.08%","0.00%","0.00%","0.00%","0.00%","0.00%","10,814.32%","100.00%",""
"Total Cost","67,237","67,237","67,237","34,259","69,757","76,073","74,654","95,089","116,907","116,571","178,000","112,263","-5.53%"
"YoY %","0.00%","0.00%","96.26%","-50.89%","-8.30%","1.90%","-21.49%","-18.66%","0.29%","-34.51%","58.56%","-",""
"Horiz. %","59.89%","59.89%","59.89%","30.52%","62.14%","67.76%","66.50%","84.70%","104.14%","103.84%","158.56%","100.00%",""
"Net Worth","176,349","176,349","176,349","172,150","144,858","144,858","146,957","153,256","165,852","169,741","176,456","189,012","-0.77%"
"YoY %","0.00%","0.00%","2.44%","18.84%","0.00%","-1.43%","-4.11%","-7.59%","-2.29%","-3.81%","-6.64%","-",""
"Horiz. %","93.30%","93.30%","93.30%","91.08%","76.64%","76.64%","77.75%","81.08%","87.75%","89.80%","93.36%","100.00%",""
"Div","-","0","-","-","-","-","-","-","-","-","-","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Net Worth","176,349","176,349","176,349","172,150","144,858","144,858","146,957","153,256","165,852","169,741","176,456","189,012","-0.77%"
"YoY %","0.00%","0.00%","2.44%","18.84%","0.00%","-1.43%","-4.11%","-7.59%","-2.29%","-3.81%","-6.64%","-",""
"Horiz. %","93.30%","93.30%","93.30%","91.08%","76.64%","76.64%","77.75%","81.08%","87.75%","89.80%","93.36%","100.00%",""
"NOSH","209,940","209,940","209,940","209,940","209,940","209,940","209,940","209,940","209,940","209,557","210,066","210,013","-0.00%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.18%","-0.24%","0.03%","-",""
"Horiz. %","99.96%","99.96%","99.96%","99.96%","99.96%","99.96%","99.96%","99.96%","99.96%","99.78%","100.03%","100.00%",""
"NP Margin","4.62    %","4.62    %","4.62    %","46.54    %","2.27    %","-4.84    %","-15.48    %","-22.84    %","-7.14    %","-6.44    %","-3.32    %","11.68    %","-9.79%"
"YoY %","0.00%","0.00%","-90.07%","1,950.22%","146.90%","68.73%","32.22%","-219.89%","-10.87%","-93.98%","-128.42%","-",""
"Horiz. %","39.55%","39.55%","39.55%","398.46%","19.43%","-41.44%","-132.53%","-195.55%","-61.13%","-55.14%","-28.42%","100.00%",""
"ROE","2.43    %","2.43    %","2.43    %","16.70    %","2.05    %","-2.73    %","-6.52    %","-10.73    %","-3.83    %","-3.35    %","-3.56    %","8.03    %","-12.43%"
"YoY %","0.00%","0.00%","-85.45%","714.63%","175.09%","58.13%","39.24%","-180.16%","-14.33%","5.90%","-144.33%","-",""
"Horiz. %","30.26%","30.26%","30.26%","207.97%","25.53%","-34.00%","-81.20%","-133.62%","-47.70%","-41.72%","-44.33%","100.00%",""
"RPS","33.58","33.58","33.58","30.52","34.00","34.56","30.79","36.87","51.98","52.26","82.01","60.52","-6.33%"
"YoY %","0.00%","0.00%","10.03%","-10.24%","-1.62%","12.24%","-16.49%","-29.07%","-0.54%","-36.28%","35.51%","-",""
"Horiz. %","55.49%","55.49%","55.49%","50.43%","56.18%","57.11%","50.88%","60.92%","85.89%","86.35%","135.51%","100.00%",""
"EPS","2.05","2.04","2.05","13.69","1.42","-1.88","-4.57","-7.84","-3.03","-2.71","-2.99","7.23","-13.06%"
"YoY %","0.49%","-0.49%","-85.03%","864.08%","175.53%","58.86%","41.71%","-158.75%","-11.81%","9.36%","-141.36%","-",""
"Horiz. %","28.35%","28.22%","28.35%","189.35%","19.64%","-26.00%","-63.21%","-108.44%","-41.91%","-37.48%","-41.36%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.8400","0.8400","0.8400","0.8200","0.6900","0.6900","0.7000","0.7300","0.7900","0.8100","0.8400","0.9000","-0.76%"
"YoY %","0.00%","0.00%","2.44%","18.84%","0.00%","-1.43%","-4.11%","-7.59%","-2.47%","-3.57%","-6.67%","-",""
"Horiz. %","93.33%","93.33%","93.33%","91.11%","76.67%","76.67%","77.78%","81.11%","87.78%","90.00%","93.33%","100.00%",""
"RPS","33.58","33.58","33.58","30.52","34.00","34.56","30.79","36.87","51.98","52.17","82.06","60.54","-6.34%"
"YoY %","0.00%","0.00%","10.03%","-10.24%","-1.62%","12.24%","-16.49%","-29.07%","-0.36%","-36.42%","35.55%","-",""
"Horiz. %","55.47%","55.47%","55.47%","50.41%","56.16%","57.09%","50.86%","60.90%","85.86%","86.17%","135.55%","100.00%",""
"EPS","2.05","2.04","2.05","13.69","1.42","-1.88","-4.57","-7.84","-3.03","-2.71","-2.99","7.23","-13.06%"
"YoY %","0.49%","-0.49%","-85.03%","864.08%","175.53%","58.86%","41.71%","-158.75%","-11.81%","9.36%","-141.36%","-",""
"Horiz. %","28.35%","28.22%","28.35%","189.35%","19.64%","-26.00%","-63.21%","-108.44%","-41.91%","-37.48%","-41.36%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.8400","0.8400","0.8400","0.8200","0.6900","0.6900","0.7000","0.7300","0.7900","0.8085","0.8405","0.9003","-0.77%"
"YoY %","0.00%","0.00%","2.44%","18.84%","0.00%","-1.43%","-4.11%","-7.59%","-2.29%","-3.81%","-6.64%","-",""
"Horiz. %","93.30%","93.30%","93.30%","91.08%","76.64%","76.64%","77.75%","81.08%","87.75%","89.80%","93.36%","100.00%",""
"Date","AQR","T4Q","31/12/18","29/12/17","30/12/16","31/12/15","31/12/14","31/12/13","31/12/12","30/12/11","30/12/10","31/12/09","-"
"Price","0.1400","0.1400","0.1400","0.2000","0.1500","0.1600","0.1500","0.1800","0.1800","0.2000","0.2500","0.2100","-"
"P/RPS","0.42","0.42","0.42","0.66","0.44","0.46","0.49","0.49","0.35","0.38","0.30","0.35","2.05%"
"YoY %","0.00%","0.00%","-36.36%","50.00%","-4.35%","-6.12%","0.00%","40.00%","-7.89%","26.67%","-14.29%","-",""
"Horiz. %","120.00%","120.00%","120.00%","188.57%","125.71%","131.43%","140.00%","140.00%","100.00%","108.57%","85.71%","100.00%",""
"P/EPS","6.84","6.85","6.84","1.46","10.59","-8.50","-3.28","-2.30","-5.95","-7.38","-8.36","2.90","10.00%"
"YoY %","-0.15%","0.15%","368.49%","-86.21%","224.59%","-159.15%","-42.61%","61.34%","19.38%","11.72%","-388.28%","-",""
"Horiz. %","235.86%","236.21%","235.86%","50.34%","365.17%","-293.10%","-113.10%","-79.31%","-205.17%","-254.48%","-288.28%","100.00%",""
"EY","14.61","14.61","14.61","68.46","9.44","-11.77","-30.44","-43.53","-16.82","-13.55","-11.96","34.43","-9.08%"
"YoY %","0.00%","0.00%","-78.66%","625.21%","180.20%","61.33%","30.07%","-158.80%","-24.13%","-13.29%","-134.74%","-",""
"Horiz. %","42.43%","42.43%","42.43%","198.84%","27.42%","-34.19%","-88.41%","-126.43%","-48.85%","-39.36%","-34.74%","100.00%",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"P/NAPS","0.17","0.17","0.17","0.24","0.22","0.23","0.21","0.25","0.23","0.25","0.30","0.23","-3.30%"
"YoY %","0.00%","0.00%","-29.17%","9.09%","-4.35%","9.52%","-16.00%","8.70%","-8.00%","-16.67%","30.43%","-",""
"Horiz. %","73.91%","73.91%","73.91%","104.35%","95.65%","100.00%","91.30%","108.70%","100.00%","108.70%","130.43%","100.00%",""
"Date","AQR","T4Q","27/02/19","27/02/18","27/02/17","26/02/16","26/02/15","26/02/14","25/02/13","27/02/12","28/02/11","23/02/10","-"
"Price","0.1650","0.1650","0.1650","0.2000","0.1600","0.1450","0.1800","0.1900","0.1500","0.1900","0.2600","0.2100","-"
"P/RPS","0.49","0.49","0.49","0.66","0.47","0.42","0.58","0.52","0.29","0.36","0.32","0.35","3.81%"
