Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","107,968","70,150","47,328","47,303","57,639","56,226","51,575","62,854","55,208","55,909","52,891","42,085","1.31%"
"YoY %","53.91%","48.22%","0.05%","-17.93%","2.51%","9.02%","-17.94%","13.85%","-1.25%","5.71%","25.68%","-",""
"Horiz. %","256.55%","166.69%","112.46%","112.40%","136.96%","133.60%","122.55%","149.35%","131.18%","132.85%","125.68%","100.00%",""
"PBT","-1,808","-7,828","-5,155","-3,533","1,411","1,982","-235","1,749","1,610","136","-269","-606","26.84%"
"YoY %","76.90%","-51.85%","-45.91%","-350.39%","-28.81%","943.40%","-113.44%","8.63%","1,083.82%","150.56%","55.61%","-",""
"Horiz. %","298.35%","1,291.75%","850.66%","583.00%","-232.84%","-327.06%","38.78%","-288.61%","-265.68%","-22.44%","44.39%","100.00%",""
"Tax","-494","63","-1,293","54","-254","-436","88","-501","-409","17","9","344","-"
"YoY %","-884.13%","104.87%","-2,494.44%","121.26%","41.74%","-595.45%","117.56%","-22.49%","-2,505.88%","88.89%","-97.38%","-",""
"Horiz. %","-143.60%","18.31%","-375.87%","15.70%","-73.84%","-126.74%","25.58%","-145.64%","-118.90%","4.94%","2.62%","100.00%",""
"NP","-2,302","-7,765","-6,448","-3,479","1,157","1,546","-147","1,248","1,201","153","-260","-262","42.72%"
"YoY %","70.35%","-20.42%","-85.34%","-400.69%","-25.16%","1,151.70%","-111.78%","3.91%","684.97%","158.85%","0.76%","-",""
"Horiz. %","878.63%","2,963.74%","2,461.07%","1,327.86%","-441.60%","-590.08%","56.11%","-476.34%","-458.40%","-58.40%","99.24%","100.00%",""
"NP to SH","-2,302","-7,765","-6,448","-3,479","1,157","1,546","-147","1,248","1,201","153","-260","-262","42.72%"
"YoY %","70.35%","-20.42%","-85.34%","-400.69%","-25.16%","1,151.70%","-111.78%","3.91%","684.97%","158.85%","0.76%","-",""
"Horiz. %","878.63%","2,963.74%","2,461.07%","1,327.86%","-441.60%","-590.08%","56.11%","-476.34%","-458.40%","-58.40%","99.24%","100.00%",""
"Tax Rate","-     %","-     %","-     %","-     %","18.00    %","22.00    %","-     %","28.64    %","25.40    %","-12.50    %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","-18.18%","0.00%","0.00%","12.76%","303.20%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","-144.00%","-176.00%","0.00%","-229.12%","-203.20%","100.00%","-","-",""
"Total Cost","110,270","77,915","53,776","50,782","56,482","54,680","51,722","61,606","54,007","55,756","53,151","42,347","2.69%"
"YoY %","41.53%","44.89%","5.90%","-10.09%","3.30%","5.72%","-16.04%","14.07%","-3.14%","4.90%","25.51%","-",""
"Horiz. %","260.40%","183.99%","126.99%","119.92%","133.38%","129.12%","122.14%","145.48%","127.53%","131.66%","125.51%","100.00%",""
"Net Worth","29,842","29,842","2,572,177","31,087","3,480,255","33,809","31,192","31,102","29,267","28,124","28,156","29,143","64.46%"
"YoY %","0.00%","-98.84%","8,173.95%","-99.11%","10,193.59%","8.39%","0.29%","6.27%","4.06%","-0.11%","-3.39%","-",""
"Horiz. %","102.40%","102.40%","8,825.86%","106.67%","11,941.73%","116.01%","107.03%","106.72%","100.43%","96.50%","96.61%","100.00%",""
"Div","-","0","-","-","-","-","-","-","-","-","-","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Net Worth","29,842","29,842","2,572,177","31,087","3,480,255","33,809","31,192","31,102","29,267","28,124","28,156","29,143","64.46%"
"YoY %","0.00%","-98.84%","8,173.95%","-99.11%","10,193.59%","8.39%","0.29%","6.27%","4.06%","-0.11%","-3.39%","-",""
"Horiz. %","102.40%","102.40%","8,825.86%","106.67%","11,941.73%","116.01%","107.03%","106.72%","100.43%","96.50%","96.61%","100.00%",""
"NOSH","186,400","186,400","154,764","150,400","150,400","150,400","150,400","150,400","150,400","150,400","152,941","154,117","0.05%"
"YoY %","0.00%","20.44%","2.90%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-1.66%","-0.76%","-",""
"Horiz. %","120.95%","120.95%","100.42%","97.59%","97.59%","97.59%","97.59%","97.59%","97.59%","97.59%","99.24%","100.00%",""
"NP Margin","-2.13    %","-11.07    %","-13.62    %","-7.35    %","2.01    %","2.75    %","-0.29    %","1.99    %","2.18    %","0.27    %","-0.49    %","-0.62    %","40.93%"
"YoY %","80.76%","18.72%","-85.31%","-465.67%","-26.91%","1,048.28%","-114.57%","-8.72%","707.41%","155.10%","20.97%","-",""
"Horiz. %","343.55%","1,785.48%","2,196.77%","1,185.48%","-324.19%","-443.55%","46.77%","-320.97%","-351.61%","-43.55%","79.03%","100.00%",""
"ROE","-7.71    %","-26.02    %","-0.25    %","-11.19    %","0.03    %","4.57    %","-0.47    %","4.01    %","4.10    %","0.54    %","-0.92    %","-0.90    %","-13.26%"
"YoY %","70.37%","-10,308.00%","97.77%","-37,400.00%","-99.34%","1,072.34%","-111.72%","-2.20%","659.26%","158.70%","-2.22%","-",""
"Horiz. %","856.67%","2,891.11%","27.78%","1,243.33%","-3.33%","-507.78%","52.22%","-445.56%","-455.56%","-60.00%","102.22%","100.00%",""
"RPS","57.92","37.63","30.58","31.45","38.32","37.38","34.29","41.79","36.71","37.17","34.58","27.31","1.26%"
"YoY %","53.92%","23.05%","-2.77%","-17.93%","2.51%","9.01%","-17.95%","13.84%","-1.24%","7.49%","26.62%","-",""
"Horiz. %","212.08%","137.79%","111.97%","115.16%","140.31%","136.87%","125.56%","153.02%","134.42%","136.10%","126.62%","100.00%",""
"EPS","-1.36","-4.17","-3.27","-2.31","0.77","1.03","-0.10","0.83","0.80","0.10","-0.17","-0.17","38.86%"
"YoY %","67.39%","-27.52%","-41.56%","-400.00%","-25.24%","1,130.00%","-112.05%","3.75%","700.00%","158.82%","0.00%","-",""
"Horiz. %","800.00%","2,452.94%","1,923.53%","1,358.82%","-452.94%","-605.88%","58.82%","-488.24%","-470.59%","-58.82%","100.00%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.1601","0.1601","16.6200","0.2067","23.1400","0.2248","0.2074","0.2068","0.1946","0.1870","0.1841","0.1891","64.38%"
"YoY %","0.00%","-99.04%","7,940.64%","-99.11%","10,193.59%","8.39%","0.29%","6.27%","4.06%","1.58%","-2.64%","-",""
"Horiz. %","84.66%","84.66%","8,789.00%","109.31%","12,236.91%","118.88%","109.68%","109.36%","102.91%","98.89%","97.36%","100.00%",""
"RPS","57.92","37.63","25.39","25.38","30.92","30.16","27.67","33.72","29.62","29.99","28.38","22.58","1.31%"
"YoY %","53.92%","48.21%","0.04%","-17.92%","2.52%","9.00%","-17.94%","13.84%","-1.23%","5.67%","25.69%","-",""
"Horiz. %","256.51%","166.65%","112.44%","112.40%","136.94%","133.57%","122.54%","149.34%","131.18%","132.82%","125.69%","100.00%",""
"EPS","-1.36","-4.17","-3.46","-1.87","0.62","0.83","-0.08","0.67","0.64","0.08","-0.14","-0.14","42.78%"
"YoY %","67.39%","-20.52%","-85.03%","-401.61%","-25.30%","1,137.50%","-111.94%","4.69%","700.00%","157.14%","0.00%","-",""
"Horiz. %","971.43%","2,978.57%","2,471.43%","1,335.71%","-442.86%","-592.86%","57.14%","-478.57%","-457.14%","-57.14%","100.00%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.1601","0.1601","13.7992","0.1668","18.6709","0.1814","0.1673","0.1669","0.1570","0.1509","0.1511","0.1564","64.46%"
"YoY %","0.00%","-98.84%","8,172.90%","-99.11%","10,192.67%","8.43%","0.24%","6.31%","4.04%","-0.13%","-3.39%","-",""
"Horiz. %","102.37%","102.37%","8,823.02%","106.65%","11,937.92%","115.98%","106.97%","106.71%","100.38%","96.48%","96.61%","100.00%",""
"Date","AQR","T4Q","31/12/18","29/12/17","30/12/16","31/12/15","31/12/14","31/12/13","31/12/12","30/12/11","30/12/10","31/12/09","-"
"Price","0.1150","0.1150","0.1300","0.2750","0.1450","0.1400","0.1350","0.1150","0.0800","0.0800","0.0600","0.0900","-"
"P/RPS","0.20","0.31","0.43","0.87","0.38","0.37","0.39","0.28","0.22","0.22","0.17","0.33","2.98%"
"YoY %","-35.48%","-27.91%","-50.57%","128.95%","2.70%","-5.13%","39.29%","27.27%","0.00%","29.41%","-48.48%","-",""
"Horiz. %","60.61%","93.94%","130.30%","263.64%","115.15%","112.12%","118.18%","84.85%","66.67%","66.67%","51.52%","100.00%",""
"P/EPS","-9.31","-2.76","-3.12","-11.89","18.85","13.62","-138.12","13.86","10.02","78.64","-35.29","-52.94","-26.98%"
"YoY %","-237.32%","11.54%","73.76%","-163.08%","38.40%","109.86%","-1,096.54%","38.32%","-87.26%","322.84%","33.34%","-",""
"Horiz. %","17.59%","5.21%","5.89%","22.46%","-35.61%","-25.73%","260.90%","-26.18%","-18.93%","-148.55%","66.66%","100.00%",""
"EY","-10.74","-36.22","-32.05","-8.41","5.31","7.34","-0.72","7.22","9.98","1.27","-2.83","-1.89","36.93%"
"YoY %","70.35%","-13.01%","-281.09%","-258.38%","-27.66%","1,119.44%","-109.97%","-27.66%","685.83%","144.88%","-49.74%","-",""
"Horiz. %","568.25%","1,916.40%","1,695.77%","444.97%","-280.95%","-388.36%","38.10%","-382.01%","-528.04%","-67.20%","149.74%","100.00%",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
