Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"23/08/2019","4.20","4.30","+0.10 (2.38%)","TRADING BUY","PUBLIC BANK"
"23/08/2019","4.20","4.64","+0.44 (10.48%)","BUY","MIDF"
"23/08/2019","4.20","5.25","+1.05 (25.00%)","BUY","KENANGA"
"23/08/2019","4.20","4.35","+0.15 (3.57%)","HOLD","HLG"
"23/08/2019","4.20","4.80","+0.60 (14.29%)","BUY","AmInvest"
"23/08/2019","4.20","6.00","+1.80 (42.86%)","BUY","AffinHwang"
"22/08/2019","4.18","4.60","+0.42 (10.05%)","BUY","BIMB"
"05/08/2019","4.05","5.25","+1.20 (29.63%)","BUY","Rakuten"
"05/08/2019","4.05","5.25","+1.20 (29.63%)","BUY","KENANGA"
"03/07/2019","3.97","5.25","+1.28 (32.24%)","BUY","KENANGA"

