Column1,AQR,T4Q,30/06/19,30/06/18,30/04/18,30/04/17,30/04/16,30/04/15,30/04/14,30/04/13,30/04/12,30/04/11,CAGR
"Revenue","9,782,153","7,639,746","9,782,153","0","8,667,666","9,138,002","9,016,774","9,514,106","8,729,027","7,376,047","7,055,417","7,043,612","4.10%"
"YoY %","28.04%","-21.90%","0.00%","0.00%","-5.15%","1.34%","-5.23%","8.99%","18.34%","4.54%","0.17%","-",""
"Horiz. %","138.88%","108.46%","138.88%","0.00%","123.06%","129.73%","128.01%","135.07%","123.93%","104.72%","100.17%","100.00%",""
"PBT","429,075","269,752","429,075","0","-127,908","626,167","293,737","1,388,189","523,866","575,262","849,197","861,551","-8.18%"
"YoY %","59.06%","-37.13%","0.00%","0.00%","-120.43%","113.17%","-78.84%","164.99%","-8.93%","-32.26%","-1.43%","-",""
"Horiz. %","49.80%","31.31%","49.80%","0.00%","-14.85%","72.68%","34.09%","161.13%","60.80%","66.77%","98.57%","100.00%",""
"Tax","-303,357","-220,939","-303,357","0","-261,802","-326,482","-410,826","-359,477","-395,967","-249,440","-249,703","-235,563","3.14%"
"YoY %","-37.30%","27.17%","0.00%","0.00%","19.81%","20.53%","-14.28%","9.22%","-58.74%","0.11%","-6.00%","-",""
"Horiz. %","128.78%","93.79%","128.78%","-0.00%","111.14%","138.60%","174.40%","152.60%","168.09%","105.89%","106.00%","100.00%",""
"NP","125,718","48,813","125,718","0","-389,710","299,685","-117,089","1,028,712","127,899","325,822","599,494","625,988","-17.83%"
"YoY %","157.55%","-61.17%","0.00%","0.00%","-230.04%","355.95%","-111.38%","704.32%","-60.75%","-45.65%","-4.23%","-",""
"Horiz. %","20.08%","7.80%","20.08%","0.00%","-62.26%","47.87%","-18.70%","164.33%","20.43%","52.05%","95.77%","100.00%",""
"NP to SH","-112,183","-147,240","-112,183","0","-377,073","139,952","-177,223","831,667","-148,920","74,978","311,571","352,168","-"
"YoY %","23.81%","-31.25%","0.00%","0.00%","-369.43%","178.97%","-121.31%","658.47%","-298.62%","-75.94%","-11.53%","-",""
"Horiz. %","-31.85%","-41.81%","-31.85%","0.00%","-107.07%","39.74%","-50.32%","236.16%","-42.29%","21.29%","88.47%","100.00%",""
"Tax Rate","70.70    %","81.90    %","70.70    %","-     %","-     %","52.14    %","139.86    %","25.90    %","75.59    %","43.36    %","29.40    %","27.34    %","12.33%"
"YoY %","-13.68%","15.84%","0.00%","0.00%","0.00%","-62.72%","440.00%","-65.74%","74.33%","47.48%","7.53%","-",""
"Horiz. %","258.60%","299.56%","258.60%","0.00%","0.00%","190.71%","511.56%","94.73%","276.48%","158.60%","107.53%","100.00%",""
"Total Cost","9,656,435","7,590,933","9,656,435","0","9,057,376","8,838,317","9,133,863","8,485,394","8,601,128","7,050,225","6,455,923","6,417,624","5.13%"
"YoY %","27.21%","-21.39%","0.00%","0.00%","2.48%","-3.24%","7.64%","-1.35%","22.00%","9.21%","0.60%","-",""
"Horiz. %","150.47%","118.28%","150.47%","0.00%","141.13%","137.72%","142.32%","132.22%","134.02%","109.86%","100.60%","100.00%",""
"Net Worth","7,055,764","7,055,764","7,055,764","7,501,639","7,454,965","7,878,971","7,768,825","7,762,061","6,944,935","5,393,575","5,590,347","6,101,475","1.79%"
"YoY %","0.00%","0.00%","-5.94%","0.63%","-5.38%","1.42%","0.09%","11.77%","28.76%","-3.52%","-8.38%","-",""
"Horiz. %","115.64%","115.64%","115.64%","122.95%","122.18%","129.13%","127.33%","127.22%","113.82%","88.40%","91.62%","100.00%",""
"Div","-","0","-","-","-","-","-","49,217","55,702","42,352","44,001","306,101","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-11.64%","31.52%","-3.75%","-85.63%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","16.08%","18.20%","13.84%","14.37%","100.00%",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","5.92    %","-     %","56.49    %","14.12    %","86.92    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","300.07%","-83.76%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","6.81%","0.00%","64.99%","16.24%","100.00%",""
"Net Worth","7,055,764","7,055,764","7,055,764","7,501,639","7,454,965","7,878,971","7,768,825","7,762,061","6,944,935","5,393,575","5,590,347","6,101,475","1.79%"
"YoY %","0.00%","0.00%","-5.94%","0.63%","-5.38%","1.42%","0.09%","11.77%","28.76%","-3.52%","-8.38%","-",""
"Horiz. %","115.64%","115.64%","115.64%","122.95%","122.18%","129.13%","127.33%","127.22%","113.82%","88.40%","91.62%","100.00%",""
"NOSH","5,702,549","5,702,549","5,702,549","5,623,418","5,623,418","5,623,418","5,510,977","4,921,730","5,570,208","4,235,238","4,400,116","4,372,876","3.30%"
"YoY %","0.00%","0.00%","1.41%","0.00%","0.00%","2.04%","11.97%","-11.64%","31.52%","-3.75%","0.62%","-",""
"Horiz. %","130.41%","130.41%","130.41%","128.60%","128.60%","128.60%","126.03%","112.55%","127.38%","96.85%","100.62%","100.00%",""
"NP Margin","1.29    %","0.64    %","1.29    %","-     %","-4.50    %","3.28    %","-1.30    %","10.81    %","1.47    %","4.42    %","8.50    %","8.89    %","-21.04%"
"YoY %","101.56%","-50.39%","0.00%","0.00%","-237.20%","352.31%","-112.03%","635.37%","-66.74%","-48.00%","-4.39%","-",""
"Horiz. %","14.51%","7.20%","14.51%","0.00%","-50.62%","36.90%","-14.62%","121.60%","16.54%","49.72%","95.61%","100.00%",""
"ROE","-1.59    %","-2.09    %","-1.59    %","-     %","-5.06    %","1.78    %","-2.28    %","10.71    %","-2.14    %","1.39    %","5.57    %","5.77    %","-"
"YoY %","23.92%","-31.45%","0.00%","0.00%","-384.27%","178.07%","-121.29%","600.47%","-253.96%","-75.04%","-3.47%","-",""
"Horiz. %","-27.56%","-36.22%","-27.56%","0.00%","-87.69%","30.85%","-39.51%","185.62%","-37.09%","24.09%","96.53%","100.00%",""
"RPS","171.54","133.97","171.54","-","154.14","162.50","163.61","193.31","156.71","174.16","160.35","161.08","0.77%"
"YoY %","28.04%","-21.90%","0.00%","0.00%","-5.14%","-0.68%","-15.36%","23.36%","-10.02%","8.61%","-0.45%","-",""
"Horiz. %","106.49%","83.17%","106.49%","0.00%","95.69%","100.88%","101.57%","120.01%","97.29%","108.12%","99.55%","100.00%",""
