Column1,AQR,T4Q,31/03/19,31/03/18,31/03/17,31/03/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,CAGR
"Revenue","69,024","69,024","69,024","76,640","89,949","0","56,861","57,760","55,476","24,913","33,735","36,647","7.97%"
"YoY %","0.00%","0.00%","-9.94%","-14.80%","0.00%","0.00%","-1.56%","4.12%","122.68%","-26.15%","-7.95%","-",""
"Horiz. %","188.35%","188.35%","188.35%","209.13%","245.45%","0.00%","155.16%","157.61%","151.38%","67.98%","92.05%","100.00%",""
"PBT","3,488","3,488","3,488","976","2,859","0","-5,127","611","9,537","889","4,085","5,919","-6.21%"
"YoY %","0.00%","0.00%","257.38%","-65.86%","0.00%","0.00%","-939.12%","-93.59%","972.78%","-78.24%","-30.98%","-",""
"Horiz. %","58.93%","58.93%","58.93%","16.49%","48.30%","0.00%","-86.62%","10.32%","161.13%","15.02%","69.02%","100.00%",""
"Tax","-966","-966","-966","-896","-854","0","-204","-162","-2,045","-412","-563","-618","5.56%"
"YoY %","0.00%","0.00%","-7.81%","-4.92%","0.00%","0.00%","-25.93%","92.08%","-396.36%","26.82%","8.90%","-",""
"Horiz. %","156.31%","156.31%","156.31%","144.98%","138.19%","-0.00%","33.01%","26.21%","330.91%","66.67%","91.10%","100.00%",""
"NP","2,522","2,522","2,522","80","2,005","0","-5,331","449","7,492","477","3,522","5,301","-8.61%"
"YoY %","0.00%","0.00%","3,052.50%","-96.01%","0.00%","0.00%","-1,287.31%","-94.01%","1,470.65%","-86.46%","-33.56%","-",""
"Horiz. %","47.58%","47.58%","47.58%","1.51%","37.82%","0.00%","-100.57%","8.47%","141.33%","9.00%","66.44%","100.00%",""
"NP to SH","2,716","2,716","2,716","313","2,158","0","-5,326","432","7,578","504","3,522","5,301","-7.78%"
"YoY %","0.00%","0.00%","767.73%","-85.50%","0.00%","0.00%","-1,332.87%","-94.30%","1,403.57%","-85.69%","-33.56%","-",""
