Column1,AQR,T4Q,31/07/18,31/07/17,31/07/16,31/07/15,31/07/14,31/07/13,31/07/12,31/07/11,31/07/10,31/07/09,CAGR
"Revenue","325,326","330,256","349,777","337,988","285,734","263,122","254,365","247,605","236,940","248,113","226,466","169,315","8.39%"
"YoY %","-1.49%","-5.58%","3.49%","18.29%","8.59%","3.44%","2.73%","4.50%","-4.50%","9.56%","33.75%","-",""
"Horiz. %","192.14%","195.05%","206.58%","199.62%","168.76%","155.40%","150.23%","146.24%","139.94%","146.54%","133.75%","100.00%",""
"PBT","10,880","22,650","43,686","47,843","36,239","24,039","19,804","14,024","11,981","22,716","19,403","10,448","17.22%"
"YoY %","-51.96%","-48.15%","-8.69%","32.02%","50.75%","21.38%","41.22%","17.05%","-47.26%","17.07%","85.71%","-",""
"Horiz. %","104.13%","216.79%","418.13%","457.92%","346.85%","230.08%","189.55%","134.23%","114.67%","217.42%","185.71%","100.00%",""
"Tax","-4,650","-2,749","-4,348","-3,849","-5,556","-3,061","-3,464","-4,583","-4,598","-6,037","-5,383","835","-"
"YoY %","-69.15%","36.78%","-12.96%","30.72%","-81.51%","11.63%","24.42%","0.33%","23.84%","-12.15%","-744.67%","-",""
"Horiz. %","-556.89%","-329.22%","-520.72%","-460.96%","-665.39%","-366.59%","-414.85%","-548.86%","-550.66%","-722.99%","-644.67%","100.00%",""
"NP","6,230","19,901","39,338","43,994","30,683","20,978","16,340","9,441","7,383","16,679","14,020","11,283","14.88%"
"YoY %","-68.70%","-49.41%","-10.58%","43.38%","46.26%","28.38%","73.07%","27.87%","-55.73%","18.97%","24.26%","-",""
"Horiz. %","55.22%","176.38%","348.65%","389.91%","271.94%","185.93%","144.82%","83.67%","65.43%","147.82%","124.26%","100.00%",""
"NP to SH","6,230","19,901","39,338","43,994","30,683","17,031","10,883","4,569","4,161","12,382","11,746","9,757","16.74%"
"YoY %","-68.70%","-49.41%","-10.58%","43.38%","80.16%","56.49%","138.19%","9.81%","-66.39%","5.41%","20.39%","-",""
"Horiz. %","63.85%","203.97%","403.18%","450.90%","314.47%","174.55%","111.54%","46.83%","42.65%","126.90%","120.39%","100.00%",""
"Tax Rate","42.74    %","12.14    %","9.95    %","8.05    %","15.33    %","12.73    %","17.49    %","32.68    %","38.38    %","26.58    %","27.74    %","-7.99    %","-"
"YoY %","252.06%","22.01%","23.60%","-47.49%","20.42%","-27.22%","-46.48%","-14.85%","44.39%","-4.18%","447.18%","-",""
"Horiz. %","-534.92%","-151.94%","-124.53%","-100.75%","-191.86%","-159.32%","-218.90%","-409.01%","-480.35%","-332.67%","-347.18%","100.00%",""
"Total Cost","319,096","310,355","310,439","293,994","255,051","242,144","238,025","238,164","229,557","231,434","212,446","158,032","7.79%"
"YoY %","2.82%","-0.03%","5.59%","15.27%","5.33%","1.73%","-0.06%","3.75%","-0.81%","8.94%","34.43%","-",""
"Horiz. %","201.92%","196.39%","196.44%","186.03%","161.39%","153.22%","150.62%","150.71%","145.26%","146.45%","134.43%","100.00%",""
"Net Worth","358,758","358,758","356,508","329,134","286,713","260,461","245,457","235,426","230,024","224,423","210,825","201,587","6.54%"
"YoY %","0.00%","0.63%","8.32%","14.80%","10.08%","6.11%","4.26%","2.35%","2.50%","6.45%","4.58%","-",""
