Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"30/08/2019","1.95","2.30","+0.35 (17.95%)","BUY","KENANGA"
"30/08/2019","1.95","2.19","+0.24 (12.31%)","BUY","AmInvest"
"28/08/2019","1.98","2.30","+0.32 (16.16%)","BUY","KENANGA"
"28/08/2019","1.98","2.19","+0.21 (10.61%)","BUY","AmInvest"
"06/08/2019","1.74","2.00","+0.26 (14.94%)","BUY","AmInvest"
"18/07/2019","1.81","2.30","+0.49 (27.07%)","BUY","Rakuten"
"18/07/2019","1.81","2.30","+0.49 (27.07%)","BUY","KENANGA"
"04/07/2019","1.61","1.75","+0.14 (8.70%)","BUY","KENANGA"
"04/06/2019","1.46","1.75","+0.29 (19.86%)","BUY","KENANGA"
"29/05/2019","1.34","1.75","+0.41 (30.60%)","BUY","KENANGA"

