Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","61,296","64,827","64,739","67,813","63,174","66,335","61,332","65,799","66,447","73,450","77,016","72,126","-1.19%"
"YoY %","-5.45%","0.14%","-4.53%","7.34%","-4.77%","8.16%","-6.79%","-0.98%","-9.53%","-4.63%","6.78%","-",""
"Horiz. %","84.98%","89.88%","89.76%","94.02%","87.59%","91.97%","85.03%","91.23%","92.13%","101.84%","106.78%","100.00%",""
"PBT","-3,788","-4,397","-3,630","2,337","716","686","-2,469","746","-476","-1,853","722","2,221","-"
"YoY %","13.85%","-21.13%","-255.33%","226.40%","4.37%","127.78%","-430.97%","256.72%","74.31%","-356.65%","-67.49%","-",""
"Horiz. %","-170.55%","-197.97%","-163.44%","105.22%","32.24%","30.89%","-111.17%","33.59%","-21.43%","-83.43%","32.51%","100.00%",""
"Tax","-400","-576","-629","-1,275","-338","-362","34","-332","-99","50","-337","-169","15.71%"
"YoY %","30.56%","8.43%","50.67%","-277.22%","6.63%","-1,164.71%","110.24%","-235.35%","-298.00%","114.84%","-99.41%","-",""
"Horiz. %","236.69%","340.83%","372.19%","754.44%","200.00%","214.20%","-20.12%","196.45%","58.58%","-29.59%","199.41%","100.00%",""
"NP","-4,188","-4,973","-4,259","1,062","378","324","-2,435","414","-575","-1,803","385","2,052","-"
"YoY %","15.79%","-16.76%","-501.04%","180.95%","16.67%","113.31%","-688.16%","172.00%","68.11%","-568.31%","-81.24%","-",""
"Horiz. %","-204.09%","-242.35%","-207.55%","51.75%","18.42%","15.79%","-118.66%","20.18%","-28.02%","-87.87%","18.76%","100.00%",""
"NP to SH","-4,188","-4,960","-4,246","1,062","378","322","-2,439","402","-575","-1,803","385","2,052","-"
"YoY %","15.56%","-16.82%","-499.81%","180.95%","17.39%","113.20%","-706.72%","169.91%","68.11%","-568.31%","-81.24%","-",""
"Horiz. %","-204.09%","-241.72%","-206.92%","51.75%","18.42%","15.69%","-118.86%","19.59%","-28.02%","-87.87%","18.76%","100.00%",""
"Tax Rate","-     %","-     %","-     %","54.56    %","47.21    %","52.77    %","-     %","44.50    %","-     %","-     %","46.68    %","7.61    %","-"
"YoY %","0.00%","0.00%","0.00%","15.57%","-10.54%","0.00%","0.00%","0.00%","0.00%","0.00%","513.40%","-",""
"Horiz. %","0.00%","0.00%","0.00%","716.95%","620.37%","693.43%","0.00%","584.76%","0.00%","0.00%","613.40%","100.00%",""
"Total Cost","65,484","69,800","68,998","66,751","62,796","66,011","63,767","65,385","67,022","75,253","76,631","70,074","-0.17%"
"YoY %","-6.18%","1.16%","3.37%","6.30%","-4.87%","3.52%","-2.47%","-2.44%","-10.94%","-1.80%","9.36%","-",""
"Horiz. %","93.45%","99.61%","98.46%","95.26%","89.61%","94.20%","91.00%","93.31%","95.64%","107.39%","109.36%","100.00%",""
"Net Worth","23,752","23,752","24,754","29,057","28,436","27,688","12,815","15,275","14,825","15,625","17,244","16,832","4.38%"
"YoY %","0.00%","-4.05%","-14.81%","2.18%","2.70%","116.05%","-16.10%","3.03%","-5.12%","-9.39%","2.45%","-",""
"Horiz. %","141.11%","141.11%","147.06%","172.63%","168.94%","164.49%","76.14%","90.75%","88.08%","92.83%","102.45%","100.00%",""
"Div","-","0","-","-","-","-","-","-","-","-","-","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Net Worth","23,752","23,752","24,754","29,057","28,436","27,688","12,815","15,275","14,825","15,625","17,244","16,832","4.38%"
"YoY %","0.00%","-4.05%","-14.81%","2.18%","2.70%","116.05%","-16.10%","3.03%","-5.12%","-9.39%","2.45%","-",""
"Horiz. %","141.11%","141.11%","147.06%","172.63%","168.94%","164.49%","76.14%","90.75%","88.08%","92.83%","102.45%","100.00%",""
"NOSH","74,833","74,833","74,833","74,833","74,833","74,833","40,042","40,198","40,069","40,066","40,104","40,078","7.18%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","86.89%","-0.39%","0.32%","0.01%","-0.09%","0.06%","-",""
"Horiz. %","186.72%","186.72%","186.72%","186.72%","186.72%","186.72%","99.91%","100.30%","99.98%","99.97%","100.06%","100.00%",""
"NP Margin","-6.83    %","-7.67    %","-6.58    %","1.57    %","0.60    %","0.49    %","-3.97    %","0.63    %","-0.87    %","-2.45    %","0.50    %","2.85    %","-"
"YoY %","10.95%","-16.57%","-519.11%","161.67%","22.45%","112.34%","-730.16%","172.41%","64.49%","-590.00%","-82.46%","-",""
"Horiz. %","-239.65%","-269.12%","-230.88%","55.09%","21.05%","17.19%","-139.30%","22.11%","-30.53%","-85.96%","17.54%","100.00%",""
"ROE","-17.63    %","-20.88    %","-17.15    %","3.65    %","1.33    %","1.16    %","-19.03    %","2.63    %","-3.88    %","-11.54    %","2.23    %","12.19    %","-"
"YoY %","15.57%","-21.75%","-569.86%","174.44%","14.66%","106.10%","-823.57%","167.78%","66.38%","-617.49%","-81.71%","-",""
"Horiz. %","-144.63%","-171.29%","-140.69%","29.94%","10.91%","9.52%","-156.11%","21.58%","-31.83%","-94.67%","18.29%","100.00%",""
"RPS","81.91","86.63","86.51","90.62","84.42","88.64","153.14","163.69","165.83","183.32","192.04","179.96","-7.81%"
"YoY %","-5.45%","0.14%","-4.54%","7.34%","-4.76%","-42.12%","-6.45%","-1.29%","-9.54%","-4.54%","6.71%","-",""
"Horiz. %","45.52%","48.14%","48.07%","50.36%","46.91%","49.26%","85.10%","90.96%","92.15%","101.87%","106.71%","100.00%",""
"EPS","-5.60","-6.63","-5.67","1.42","0.51","0.43","-6.09","1.00","-1.44","-4.50","0.96","5.12","-"
"YoY %","15.54%","-16.93%","-499.30%","178.43%","18.60%","107.06%","-709.00%","169.44%","68.00%","-568.75%","-81.25%","-",""
"Horiz. %","-109.38%","-129.49%","-110.74%","27.73%","9.96%","8.40%","-118.95%","19.53%","-28.13%","-87.89%","18.75%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.3174","0.3174","0.3308","0.3883","0.3800","0.3700","0.3200","0.3800","0.3700","0.3900","0.4300","0.4200","-2.62%"
"YoY %","0.00%","-4.05%","-14.81%","2.18%","2.70%","15.63%","-15.79%","2.70%","-5.13%","-9.30%","2.38%","-",""
"Horiz. %","75.57%","75.57%","78.76%","92.45%","90.48%","88.10%","76.19%","90.48%","88.10%","92.86%","102.38%","100.00%",""
"RPS","81.91","86.63","86.51","90.62","84.42","88.64","81.96","87.93","88.79","98.15","102.92","96.38","-1.19%"
"YoY %","-5.45%","0.14%","-4.54%","7.34%","-4.76%","8.15%","-6.79%","-0.97%","-9.54%","-4.63%","6.79%","-",""
"Horiz. %","84.99%","89.88%","89.76%","94.02%","87.59%","91.97%","85.04%","91.23%","92.12%","101.84%","106.79%","100.00%",""
"EPS","-5.60","-6.63","-5.67","1.42","0.51","0.43","-3.26","0.54","-0.77","-2.41","0.51","2.74","-"
"YoY %","15.54%","-16.93%","-499.30%","178.43%","18.60%","113.19%","-703.70%","170.13%","68.05%","-572.55%","-81.39%","-",""
"Horiz. %","-204.38%","-241.97%","-206.93%","51.82%","18.61%","15.69%","-118.98%","19.71%","-28.10%","-87.96%","18.61%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.3174","0.3174","0.3308","0.3883","0.3800","0.3700","0.1713","0.2041","0.1981","0.2088","0.2304","0.2249","4.38%"
"YoY %","0.00%","-4.05%","-14.81%","2.18%","2.70%","116.00%","-16.07%","3.03%","-5.12%","-9.37%","2.45%","-",""
"Horiz. %","141.13%","141.13%","147.09%","172.65%","168.96%","164.52%","76.17%","90.75%","88.08%","92.84%","102.45%","100.00%",""
"Date","AQR","T4Q","31/12/18","29/12/17","30/12/16","31/12/15","31/12/14","31/12/13","31/12/12","30/12/11","30/12/10","31/12/09","-"
"Price","0.3000","0.3000","0.3000","0.3850","0.4650","0.4100","0.4400","0.4050","0.3800","0.6000","0.5700","0.4100","-"
"P/RPS","0.37","0.35","0.35","0.42","0.55","0.46","0.29","0.25","0.23","0.33","0.30","0.23","4.77%"
"YoY %","5.71%","0.00%","-16.67%","-23.64%","19.57%","58.62%","16.00%","8.70%","-30.30%","10.00%","30.43%","-",""
"Horiz. %","160.87%","152.17%","152.17%","182.61%","239.13%","200.00%","126.09%","108.70%","100.00%","143.48%","130.43%","100.00%",""
