Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","130,520","129,571","125,020","175,860","128,951","227,406","171,580","171,580","178,686","190,902","226,900","251,967","-7.91%"
"YoY %","0.73%","3.64%","-28.91%","36.38%","-43.29%","32.54%","0.00%","-3.98%","-6.40%","-15.87%","-9.95%","-",""
"Horiz. %","51.80%","51.42%","49.62%","69.79%","51.18%","90.25%","68.10%","68.10%","70.92%","75.76%","90.05%","100.00%",""
"PBT","4,520","12,387","16,213","21,822","9,260","23,554","2,868","3,281","-73,146","-27,015","9,057","-5,135","-"
"YoY %","-63.51%","-23.60%","-25.70%","135.66%","-60.69%","721.27%","-12.59%","104.49%","-170.76%","-398.28%","276.38%","-",""
"Horiz. %","-88.02%","-241.23%","-315.74%","-424.97%","-180.33%","-458.70%","-55.85%","-63.89%","1,424.46%","526.10%","-176.38%","100.00%",""
"Tax","-3,628","-7,530","-6,982","-8,632","-7,076","-11,080","-4,869","-5,282","-8,304","-4,403","-13,049","-10,417","-4.59%"
"YoY %","51.82%","-7.85%","19.11%","-21.99%","36.14%","-127.56%","7.82%","36.39%","-88.60%","66.26%","-25.27%","-",""
"Horiz. %","34.83%","72.29%","67.03%","82.86%","67.93%","106.36%","46.74%","50.71%","79.72%","42.27%","125.27%","100.00%",""
"NP","892","4,857","9,231","13,190","2,184","12,474","-2,001","-2,001","-81,450","-31,418","-3,992","-15,552","-"
"YoY %","-81.63%","-47.38%","-30.02%","503.94%","-82.49%","723.39%","0.00%","97.54%","-159.25%","-687.02%","74.33%","-",""
"Horiz. %","-5.74%","-31.23%","-59.36%","-84.81%","-14.04%","-80.21%","12.87%","12.87%","523.73%","202.02%","25.67%","100.00%",""
"NP to SH","892","4,405","8,942","12,682","2,641","13,070","-1,409","-1,409","-79,234","-29,144","-5,970","-12,755","-"
"YoY %","-79.75%","-50.74%","-29.49%","380.20%","-79.79%","1,027.61%","0.00%","98.22%","-171.87%","-388.17%","53.19%","-",""
"Horiz. %","-6.99%","-34.54%","-70.11%","-99.43%","-20.71%","-102.47%","11.05%","11.05%","621.20%","228.49%","46.81%","100.00%",""
"Tax Rate","80.27    %","60.79    %","43.06    %","39.56    %","76.41    %","47.04    %","169.77    %","160.99    %","-     %","-     %","144.08    %","-     %","-"
"YoY %","32.04%","41.18%","8.85%","-48.23%","62.44%","-72.29%","5.45%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","55.71%","42.19%","29.89%","27.46%","53.03%","32.65%","117.83%","111.74%","0.00%","0.00%","100.00%","-",""
"Total Cost","129,628","124,714","115,789","162,670","126,767","214,932","173,581","173,581","260,136","222,320","230,892","267,519","-9.37%"
"YoY %","3.94%","7.71%","-28.82%","28.32%","-41.02%","23.82%","0.00%","-33.27%","17.01%","-3.71%","-13.69%","-",""
"Horiz. %","48.46%","46.62%","43.28%","60.81%","47.39%","80.34%","64.89%","64.89%","97.24%","83.10%","86.31%","100.00%",""
"Net Worth","409,372","409,372","399,138","399,138","388,904","347,966","343,946","326,293","259,327","427,460","634,312","714,695","-6.62%"
"YoY %","0.00%","2.56%","0.00%","2.63%","11.76%","1.17%","5.41%","25.82%","-39.33%","-32.61%","-11.25%","-",""
"Horiz. %","57.28%","57.28%","55.85%","55.85%","54.42%","48.69%","48.12%","45.65%","36.28%","59.81%","88.75%","100.00%",""
"Div","-","0","-","-","-","-","-","-","-","-","-","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Net Worth","409,372","409,372","399,138","399,138","388,904","347,966","343,946","326,293","259,327","427,460","634,312","714,695","-6.62%"
"YoY %","0.00%","2.56%","0.00%","2.63%","11.76%","1.17%","5.41%","25.82%","-39.33%","-32.61%","-11.25%","-",""
"Horiz. %","57.28%","57.28%","55.85%","55.85%","54.42%","48.69%","48.12%","45.65%","36.28%","59.81%","88.75%","100.00%",""
"NOSH","1,023,432","1,023,432","1,023,432","1,023,432","1,023,432","1,023,432","1,042,260","1,019,666","810,397","777,199","746,249","760,314","3.55%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","-1.81%","2.22%","25.82%","4.27%","4.15%","-1.85%","-",""
"Horiz. %","134.61%","134.61%","134.61%","134.61%","134.61%","134.61%","137.08%","134.11%","106.59%","102.22%","98.15%","100.00%",""
"NP Margin","0.68    %","3.75    %","7.38    %","7.50    %","1.69    %","5.49    %","-1.17    %","-1.17    %","-45.58    %","-16.46    %","-1.76    %","-6.17    %","-"
"YoY %","-81.87%","-49.19%","-1.60%","343.79%","-69.22%","569.23%","0.00%","97.43%","-176.91%","-835.23%","71.47%","-",""
"Horiz. %","-11.02%","-60.78%","-119.61%","-121.56%","-27.39%","-88.98%","18.96%","18.96%","738.74%","266.77%","28.53%","100.00%",""
"ROE","0.22    %","1.08    %","2.24    %","3.18    %","0.68    %","3.76    %","-0.41    %","-0.43    %","-30.55    %","-6.82    %","-0.94    %","-1.78    %","-"
"YoY %","-79.63%","-51.79%","-29.56%","367.65%","-81.91%","1,017.07%","4.65%","98.59%","-347.95%","-625.53%","47.19%","-",""
"Horiz. %","-12.36%","-60.67%","-125.84%","-178.65%","-38.20%","-211.24%","23.03%","24.16%","1,716.29%","383.15%","52.81%","100.00%",""
"RPS","12.75","12.66","12.22","17.18","12.60","22.22","16.46","16.83","22.05","24.56","30.41","33.14","-11.06%"
"YoY %","0.71%","3.60%","-28.87%","36.35%","-43.29%","34.99%","-2.20%","-23.67%","-10.22%","-19.24%","-8.24%","-",""
"Horiz. %","38.47%","38.20%","36.87%","51.84%","38.02%","67.05%","49.67%","50.78%","66.54%","74.11%","91.76%","100.00%",""
"EPS","0.00","0.43","0.90","1.30","0.20","1.30","-0.10","-0.10","-9.70","-3.80","-0.80","-1.70","-"
"YoY %","0.00%","-52.22%","-30.77%","550.00%","-84.62%","1,400.00%","0.00%","98.97%","-155.26%","-375.00%","52.94%","-",""
"Horiz. %","-0.00%","-25.29%","-52.94%","-76.47%","-11.76%","-76.47%","5.88%","5.88%","570.59%","223.53%","47.06%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.4000","0.4000","0.3900","0.3900","0.3800","0.3400","0.3300","0.3200","0.3200","0.5500","0.8500","0.9400","-9.82%"
"YoY %","0.00%","2.56%","0.00%","2.63%","11.76%","3.03%","3.13%","0.00%","-41.82%","-35.29%","-9.57%","-",""
"Horiz. %","42.55%","42.55%","41.49%","41.49%","40.43%","36.17%","35.11%","34.04%","34.04%","58.51%","90.43%","100.00%",""
"RPS","12.75","12.66","12.22","17.18","12.60","22.22","16.77","16.77","17.46","18.65","22.17","24.62","-7.90%"
"YoY %","0.71%","3.60%","-28.87%","36.35%","-43.29%","32.50%","0.00%","-3.95%","-6.38%","-15.88%","-9.95%","-",""
"Horiz. %","51.79%","51.42%","49.63%","69.78%","51.18%","90.25%","68.12%","68.12%","70.92%","75.75%","90.05%","100.00%",""
"EPS","0.00","0.43","0.90","1.30","0.20","1.30","-0.14","-0.14","-7.74","-2.85","-0.58","-1.25","-"
"YoY %","0.00%","-52.22%","-30.77%","550.00%","-84.62%","1,028.57%","0.00%","98.19%","-171.58%","-391.38%","53.60%","-",""
"Horiz. %","-0.00%","-34.40%","-72.00%","-104.00%","-16.00%","-104.00%","11.20%","11.20%","619.20%","228.00%","46.40%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.4000","0.4000","0.3900","0.3900","0.3800","0.3400","0.3361","0.3188","0.2534","0.4177","0.6198","0.6983","-6.62%"
"YoY %","0.00%","2.56%","0.00%","2.63%","11.76%","1.16%","5.43%","25.81%","-39.33%","-32.61%","-11.24%","-",""
"Horiz. %","57.28%","57.28%","55.85%","55.85%","54.42%","48.69%","48.13%","45.65%","36.29%","59.82%","88.76%","100.00%",""
"Date","AQR","T4Q","31/12/18","29/12/17","30/12/16","31/12/15","31/12/14","30/06/14","28/06/13","29/06/12","30/06/11","30/06/10","-"
"Price","0.1100","0.1100","0.0950","0.1200","0.0750","0.1250","0.1350","0.1800","0.1350","0.1900","0.3100","0.2200","-"
"P/RPS","0.86","0.87","0.78","0.70","0.60","0.56","0.82","1.07","0.61","0.77","1.02","0.66","1.98%"
"YoY %","-1.15%","11.54%","11.43%","16.67%","7.14%","-31.71%","-23.36%","75.41%","-20.78%","-24.51%","54.55%","-",""
"Horiz. %","130.30%","131.82%","118.18%","106.06%","90.91%","84.85%","124.24%","162.12%","92.42%","116.67%","154.55%","100.00%",""
"P/EPS","126.21","25.56","10.87","9.68","29.06","9.79","-99.86","-130.26","-1.38","-5.07","-38.75","-13.11","-"
"YoY %","393.78%","135.14%","12.29%","-66.69%","196.83%","109.80%","23.34%","-9,339.13%","72.78%","86.92%","-195.58%","-",""
"Horiz. %","-962.70%","-194.97%","-82.91%","-73.84%","-221.66%","-74.68%","761.71%","993.59%","10.53%","38.67%","295.58%","100.00%",""
"EY","0.79","3.91","9.20","10.33","3.44","10.22","-1.00","-0.77","-72.42","-19.74","-2.58","-7.63","-"
"YoY %","-79.80%","-57.50%","-10.94%","200.29%","-66.34%","1,122.00%","-29.87%","98.94%","-266.87%","-665.12%","66.19%","-",""
"Horiz. %","-10.35%","-51.25%","-120.58%","-135.39%","-45.09%","-133.94%","13.11%","10.09%","949.15%","258.72%","33.81%","100.00%",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"P/NAPS","0.28","0.28","0.24","0.31","0.20","0.37","0.41","0.56","0.42","0.35","0.36","0.23","0.50%"
"YoY %","0.00%","16.67%","-22.58%","55.00%","-45.95%","-9.76%","-26.79%","33.33%","20.00%","-2.78%","56.52%","-",""
"Horiz. %","121.74%","121.74%","104.35%","134.78%","86.96%","160.87%","178.26%","243.48%","182.61%","152.17%","156.52%","100.00%",""
"Date","AQR","T4Q","28/02/19","28/02/18","28/02/17","29/02/16","27/08/15","27/08/14","28/08/13","30/08/12","24/08/11","27/08/10","-"
"Price","0.1200","0.1200","0.1100","0.1200","0.0950","0.1050","0.0950","0.2100","0.1150","0.1900","0.2500","0.2200","-"
"P/RPS","0.94","0.95","0.90","0.70","0.75","0.47","0.58","1.25","0.52","0.77","0.82","0.66","3.71%"
"YoY %","-1.05%","5.56%","28.57%","-6.67%","59.57%","-18.97%","-53.60%","140.38%","-32.47%","-6.10%","24.24%","-",""
"Horiz. %","142.42%","143.94%","136.36%","106.06%","113.64%","71.21%","87.88%","189.39%","78.79%","116.67%","124.24%","100.00%",""
"P/EPS","137.68","27.88","12.59","9.68","36.81","8.22","-70.27","-151.97","-1.18","-5.07","-31.25","-13.11","-"
"YoY %","393.83%","121.45%","30.06%","-73.70%","347.81%","111.70%","53.76%","-12,778.81%","76.73%","83.78%","-138.37%","-",""
"Horiz. %","-1,050.19%","-212.66%","-96.03%","-73.84%","-280.78%","-62.70%","536.00%","1,159.19%","9.00%","38.67%","238.37%","100.00%",""
"EY","0.73","3.59","7.94","10.33","2.72","12.16","-1.42","-0.66","-85.02","-19.74","-3.20","-7.63","-"
"YoY %","-79.67%","-54.79%","-23.14%","279.78%","-77.63%","956.34%","-115.15%","99.22%","-330.70%","-516.88%","58.06%","-",""
"Horiz. %","-9.57%","-47.05%","-104.06%","-135.39%","-35.65%","-159.37%","18.61%","8.65%","1,114.29%","258.72%","41.94%","100.00%",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"P/NAPS","0.30","0.30","0.28","0.31","0.25","0.31","0.29","0.66","0.36","0.35","0.29","0.23","2.34%"
"YoY %","0.00%","7.14%","-9.68%","24.00%","-19.35%","6.90%","-56.06%","83.33%","2.86%","20.69%","26.09%","-",""
"Horiz. %","130.43%","130.43%","121.74%","134.78%","108.70%","134.78%","126.09%","286.96%","156.52%","152.17%","126.09%","100.00%",""

