Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"16/08/2019","4.20","3.98","-0.22 (5.24%)","HOLD","PUBLIC BANK"
"16/08/2019","4.20","3.48","-0.72 (17.14%)","SELL","MIDF"
"16/08/2019","4.20","4.10","-0.10 (2.38%)","HOLD","KENANGA"
"16/08/2019","4.20","3.84","-0.36 (8.57%)","HOLD","HLG"
"16/08/2019","4.20","5.00","+0.80 (19.05%)","BUY","BIMB"
"16/08/2019","4.20","4.20","0.00 (0.00%)","HOLD","AmInvest"
"16/08/2019","4.20","4.34","+0.14 (3.33%)","HOLD","AffinHwang"
"02/07/2019","4.22","4.40","+0.18 (4.27%)","HOLD","AmInvest"
"27/06/2019","4.25","4.42","+0.17 (4.00%)","HOLD","AffinHwang"
"25/06/2019","4.21","4.35","+0.14 (3.33%)","HOLD","KENANGA"

