Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"14/08/2019","7.30","8.77","+1.47 (20.14%)","BUY","MIDF"
"14/08/2019","7.30","8.50","+1.20 (16.44%)","BUY","MACQUARIE GROUP"
"14/08/2019","7.24","7.70","+0.46 (6.35%)","HOLD","KENANGA"
"14/08/2019","7.30","7.71","+0.41 (5.62%)","HOLD","HLG"
"14/08/2019","7.30","7.50","+0.20 (2.74%)","HOLD","BIMB"
"14/08/2019","7.30","7.80","+0.50 (6.85%)","HOLD","AmInvest"
"14/08/2019","7.30","7.81","+0.51 (6.99%)","HOLD","AffinHwang"
"13/08/2019","7.36","7.80","+0.44 (5.98%)","HOLD","AmInvest"
"09/08/2019","7.30","8.77","+1.47 (20.14%)","BUY","MIDF"
"26/07/2019","7.65","7.80","+0.15 (1.96%)","HOLD","AmInvest"

