Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,31/12/16,30/06/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,CAGR
"Revenue","0","0","0","0","1,785","1,315","0","480","2,645","1,828","5,191","5,946","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","35.74%","0.00%","0.00%","-81.85%","44.69%","-64.79%","-12.70%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","30.02%","22.12%","0.00%","8.07%","44.48%","30.74%","87.30%","100.00%",""
"PBT","-1,002","-1,002","-1,002","-521","-1,299","-1,009","0","786","1,323","-5,135","-3,439","598","-"
"YoY %","0.00%","0.00%","-92.32%","59.89%","-28.74%","0.00%","0.00%","-40.59%","125.76%","-49.32%","-675.08%","-",""
"Horiz. %","-167.56%","-167.56%","-167.56%","-87.12%","-217.22%","-168.73%","0.00%","131.44%","221.24%","-858.70%","-575.08%","100.00%",""
"Tax","0","0","0","0","0","0","0","0","0","0","70","-82","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","185.37%","-",""
"Horiz. %","-0.00%","-0.00%","-0.00%","-0.00%","-0.00%","-0.00%","-0.00%","-0.00%","-0.00%","-0.00%","-85.37%","100.00%",""
"NP","-1,002","-1,002","-1,002","-521","-1,299","-1,009","0","786","1,323","-5,135","-3,369","516","-"
"YoY %","0.00%","0.00%","-92.32%","59.89%","-28.74%","0.00%","0.00%","-40.59%","125.76%","-52.42%","-752.91%","-",""
"Horiz. %","-194.19%","-194.19%","-194.19%","-100.97%","-251.74%","-195.54%","0.00%","152.33%","256.40%","-995.16%","-652.91%","100.00%",""
"NP to SH","-1,002","-1,002","-1,002","-521","-1,299","-1,009","0","786","1,323","-4,496","-3,016","516","-"
"YoY %","0.00%","0.00%","-92.32%","59.89%","-28.74%","0.00%","0.00%","-40.59%","129.43%","-49.07%","-684.50%","-",""
"Horiz. %","-194.19%","-194.19%","-194.19%","-100.97%","-251.74%","-195.54%","0.00%","152.33%","256.40%","-871.32%","-584.50%","100.00%",""
"Tax Rate","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","13.71    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","100.00%",""
"Total Cost","1,002","1,002","1,002","521","3,084","2,324","0","-306","1,322","6,963","8,560","5,430","-20.17%"
"YoY %","0.00%","0.00%","92.32%","-83.11%","32.70%","0.00%","0.00%","-123.15%","-81.01%","-18.66%","57.64%","-",""
"Horiz. %","18.45%","18.45%","18.45%","9.59%","56.80%","42.80%","0.00%","-5.64%","24.35%","128.23%","157.64%","100.00%",""
