F.Y.,Ann. Date,Quarter,#,Revenue,PBT,NP,NP to SH,Div,Net Worth,Div Payout %,NP Margin,ROE,NOSH,RPS,Adj. RPS,EPS,Adj. EPS,DPS,Adj. DPS,NAPS,Adj. NAPS,QoQ,YoY,EOQ Date,EOQ Price,EOQ P/RPS,EOQ P/EPS,EOQ P/NAPS,EOQ EY,EOQ DY,ANN Date,ANN Price,ANN P/RPS,ANN P/EPS,ANN P/NAPS,ANN EY,ANN DY
"31-Mar-2019","29-May-2019","31-Mar-2019","4","28,452","2,324","1,743","407","695","5,312,975","170.86%","6.13%","0.01%","347,707","8.18","8.18","0.12","0.12","0.20","0.20","15.2800","15.28",""," -69.24%","29-Mar-2019","0.24","2.93","205.04","0.02","0.49%","0.83%","29-May-2019","0.20","2.44","170.86","0.01","0.59%","1.00%"
"31-Mar-2018","21-May-2018","31-Mar-2018","4","22,302","1,870","1,607","1,323","-","5,212,140","- %","7.21%","0.03%","347,707","6.41","6.41","0.39","0.39","0.00","0.00","14.9900","14.99",""," -50.98%","30-Mar-2018","0.255","3.98","67.02","0.02","1.49%","0.00%","21-May-2018","0.27","4.21","70.96","0.02","1.41%","0.00%"
"31-Mar-2017","25-May-2017","31-Mar-2017","4","15,227","2,949","2,616","2,699","-","3,852,483","- %","17.18%","0.07%","317,338","4.80","4.38","0.85","0.78","0.00","0.00","12.1400","11.08",""," 118.54%","31-Mar-2017","0.29","6.04","34.10","0.02","2.93%","0.00%","25-May-2017","0.32","6.67","37.62","0.03","2.66%","0.00%"
"31-Mar-2016","25-May-2016","31-Mar-2016","4","11,340","1,386","1,270","1,235","633","3,746,166","51.28%","11.20%","0.03%","316,666","3.58","3.26","0.39","0.36","0.20","0.18","11.8300","10.77",""," -60.10%","31-Mar-2016","0.17","4.75","43.59","0.01","2.29%","1.18%","25-May-2016","0.155","4.33","39.74","0.01","2.52%","1.29%"
"31-Mar-2015","21-May-2015","31-Mar-2015","4","10,382","3,298","3,143","3,095","1,913","3,838,858","61.81%","30.27%","0.08%","318,842","3.26","2.99","0.98","0.89","0.60","0.55","12.0400","11.04",""," 74.17%","31-Mar-2015","0.325","9.98","33.48","0.03","2.99%","1.85%","21-May-2015","0.355","10.90","36.57","0.03","2.73%","1.69%"
"31-Mar-2014","22-May-2014","31-Mar-2014","4","6,769","2,064","1,777","1,777","951","3,576,212","53.57%","26.25%","0.05%","317,321","2.13","1.95","0.56","0.51","0.30","0.27","11.2700","10.29",""," -34.60%","31-Mar-2014","0.10","4.69","17.86","0.01","5.60%","3.00%","22-May-2014","0.10","4.69","17.86","0.01","5.60%","3.00%"
"31-Mar-2013","28-May-2013","31-Mar-2013","4","6,850","2,713","2,717","2,717","-","3,443,659","- %","39.66%","0.08%","275,052","2.49","1.97","0.96","0.78","0.00","0.00","12.5200","9.90",""," 676.29%","29-Mar-2013","0.09","3.61","9.11","0.01","10.98%","0.00%","28-May-2013","0.095","3.81","9.62","0.01","10.40%","0.00%"
"31-Mar-2012","22-May-2012","31-Mar-2012","4","5,857","1,164","1,132","350","-","10,111","- %","19.33%","3.46%","77,777","7.53","1.68","0.45","0.10","0.00","0.00","0.1300","0.03",""," 135.46%","30-Mar-2012","0.11","1.46","24.44","0.85","4.09%","0.00%","22-May-2012","0.11","1.46","24.44","0.85","4.09%","0.00%"
"31-Dec-2010","28-Feb-2011","31-Mar-2011","4","470","-982","-987","-987","-","-2,845","- %","-210.00%","0.00%","60,552","0.78","0.14","-1.63","-0.28","0.00","0.00","-0.0470","-0.01",""," -6.36%","31-Mar-2011","0.05","0.00","0.00","0.00","0.00%","0.00%","28-Feb-2011","0.05","0.00","0.00","0.00","0.00%","0.00%"
"31-Dec-2009","23-Feb-2010","31-Dec-2009","4","309","-928","-928","-928","-","-1,875","- %","-300.32%","0.00%","60,499","0.51","0.09","-1.53","-0.27","0.00","0.00","-0.0310","-0.01",""," 80.48%","31-Dec-2009","0.04","7.83","-2.61","0.00","-38.35%","0.00%","23-Feb-2010","0.08","15.66","-5.22","0.00","-19.17%","0.00%"

