Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"13/09/2019","1.39","2.00","+0.61 (43.88%)","BUY","PUBLIC BANK"
"13/09/2019","1.39","1.84","+0.45 (32.37%)","BUY","MIDF"
"13/09/2019","1.39","2.00","+0.61 (43.88%)","BUY","KENANGA"
"13/09/2019","1.39","1.67","+0.28 (20.14%)","BUY","HLG"
"13/09/2019","1.39","1.62","+0.23 (16.55%)","BUY","AffinHwang"
"21/08/2019","1.40","2.13","+0.73 (52.14%)","BUY","MACQUARIE GROUP"
"16/08/2019","1.42","2.00","+0.58 (40.85%)","BUY","PUBLIC BANK"
"16/08/2019","1.42","2.00","+0.58 (40.85%)","BUY","KENANGA"
"19/07/2019","1.43","2.00","+0.57 (39.86%)","BUY","KENANGA"
"08/07/2019","1.45","1.67","+0.22 (15.17%)","BUY","HLG"

