Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/03/13,31/03/12,31/03/11,31/03/10,CAGR
"Revenue","112,818","86,592","85,056","71,070","222,373","409,098","210,966","174,101","128,011","187,066","34,941","998,643","-24.51%"
"YoY %","30.29%","1.81%","19.68%","-68.04%","-45.64%","93.92%","21.17%","36.00%","-31.57%","435.38%","-96.50%","-",""
"Horiz. %","11.30%","8.67%","8.52%","7.12%","22.27%","40.97%","21.13%","17.43%","12.82%","18.73%","3.50%","100.00%",""
"PBT","3,640","3,941","-7,374","-64,838","-67,654","18,820","49,866","26,876","-49,895","26,211","-253,911","-270,127","-33.71%"
"YoY %","-7.64%","153.44%","88.63%","4.16%","-459.48%","-62.26%","85.54%","153.87%","-290.36%","110.32%","6.00%","-",""
"Horiz. %","-1.35%","-1.46%","2.73%","24.00%","25.05%","-6.97%","-18.46%","-9.95%","18.47%","-9.70%","94.00%","100.00%",""
"Tax","-2,212","-4,183","-3,083","-2,718","-578","11,699","-8,712","-2,336","-25,709","-12,699","-3,643","-18,717","-18.61%"
"YoY %","47.12%","-35.68%","-13.43%","-370.24%","-104.94%","234.29%","-272.95%","90.91%","-102.45%","-248.59%","80.54%","-",""
"Horiz. %","11.82%","22.35%","16.47%","14.52%","3.09%","-62.50%","46.55%","12.48%","137.36%","67.85%","19.46%","100.00%",""
"NP","1,428","-242","-10,457","-67,556","-68,232","30,519","41,154","24,540","-75,604","13,512","-257,554","-288,844","-31.54%"
"YoY %","690.08%","97.69%","84.52%","0.99%","-323.57%","-25.84%","67.70%","132.46%","-659.53%","105.25%","10.83%","-",""
"Horiz. %","-0.49%","0.08%","3.62%","23.39%","23.62%","-10.57%","-14.25%","-8.50%","26.17%","-4.68%","89.17%","100.00%",""
"NP to SH","1,416","-237","-10,446","-67,519","-68,251","30,487","41,175","24,583","-75,560","13,614","-257,428","-274,917","-31.16%"
"YoY %","697.47%","97.73%","84.53%","1.07%","-323.87%","-25.96%","67.49%","132.53%","-655.02%","105.29%","6.36%","-",""
"Horiz. %","-0.52%","0.09%","3.80%","24.56%","24.83%","-11.09%","-14.98%","-8.94%","27.48%","-4.95%","93.64%","100.00%",""
"Tax Rate","60.77    %","106.14    %","-     %","-     %","-     %","-62.16    %","17.47    %","8.69    %","-     %","48.45    %","-     %","-     %","-"
"YoY %","-42.75%","0.00%","0.00%","0.00%","0.00%","-455.81%","101.04%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","125.43%","219.07%","0.00%","0.00%","0.00%","-128.30%","36.06%","17.94%","0.00%","100.00%","-","-",""
"Total Cost","111,390","86,834","95,513","138,626","290,605","378,579","169,812","149,561","203,615","173,554","292,495","1,287,487","-25.69%"
"YoY %","28.28%","-9.09%","-31.10%","-52.30%","-23.24%","122.94%","13.54%","-26.55%","17.32%","-40.66%","-77.28%","-",""
"Horiz. %","8.65%","6.74%","7.42%","10.77%","22.57%","29.40%","13.19%","11.62%","15.81%","13.48%","22.72%","100.00%",""
"Net Worth","42,246","42,246","59,142","76,040","135,150","202,774","177,551","97,661","146,499","231,145","270,379","439,353","-20.46%"
"YoY %","0.00%","-28.57%","-22.22%","-43.74%","-33.35%","14.21%","81.80%","-33.34%","-36.62%","-14.51%","-38.46%","-",""
"Horiz. %","9.62%","9.62%","13.46%","17.31%","30.76%","46.15%","40.41%","22.23%","33.34%","52.61%","61.54%","100.00%",""
"Div","-","0","-","-","-","-","-","-","-","-","-","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Net Worth","42,246","42,246","59,142","76,040","135,150","202,774","177,551","97,661","146,499","231,145","270,379","439,353","-20.46%"
"YoY %","0.00%","-28.57%","-22.22%","-43.74%","-33.35%","14.21%","81.80%","-33.34%","-36.62%","-14.51%","-38.46%","-",""
"Horiz. %","9.62%","9.62%","13.46%","17.31%","30.76%","46.15%","40.41%","22.23%","33.34%","52.61%","61.54%","100.00%",""
"NOSH","844,920","844,920","844,895","844,895","844,895","844,895","844,895","563,264","563,460","563,769","563,291","563,274","4.74%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","50.00%","-0.03%","-0.05%","0.08%","0.00%","-",""
"Horiz. %","150.00%","150.00%","150.00%","150.00%","150.00%","150.00%","150.00%","100.00%","100.03%","100.09%","100.00%","100.00%",""
"NP Margin","1.27    %","-0.28    %","-12.29    %","-95.06    %","-30.68    %","7.46    %","19.51    %","14.10    %","-59.06    %","7.22    %","-737.11    %","-28.92    %","-9.31%"
"YoY %","553.57%","97.72%","87.07%","-209.84%","-511.26%","-61.76%","38.37%","123.87%","-918.01%","100.98%","-2,448.79%","-",""
"Horiz. %","-4.39%","0.97%","42.50%","328.70%","106.09%","-25.80%","-67.46%","-48.76%","204.22%","-24.97%","2,548.79%","100.00%",""
"ROE","3.35    %","-0.56    %","-17.66    %","-88.79    %","-50.50    %","15.03    %","23.19    %","25.17    %","-51.58    %","5.89    %","-95.21    %","-62.57    %","-13.45%"
"YoY %","698.21%","96.83%","80.11%","-75.82%","-435.99%","-35.19%","-7.87%","148.80%","-975.72%","106.19%","-52.17%","-",""
"Horiz. %","-5.35%","0.89%","28.22%","141.91%","80.71%","-24.02%","-37.06%","-40.23%","82.44%","-9.41%","152.17%","100.00%",""
"RPS","13.35","10.25","10.07","8.41","26.33","48.42","24.95","28.52","22.72","33.18","6.20","177.29","-27.93%"
"YoY %","30.24%","1.79%","19.74%","-68.06%","-45.62%","94.07%","-12.52%","25.53%","-31.53%","435.16%","-96.50%","-",""
"Horiz. %","7.53%","5.78%","5.68%","4.74%","14.85%","27.31%","14.07%","16.09%","12.82%","18.72%","3.50%","100.00%",""
"EPS","0.16","-0.03","-1.24","-7.99","-8.08","3.61","4.87","4.36","-13.41","2.42","-45.70","-48.81","-34.25%"
"YoY %","633.33%","97.58%","84.48%","1.11%","-323.82%","-25.87%","11.70%","132.51%","-654.13%","105.30%","6.37%","-",""
"Horiz. %","-0.33%","0.06%","2.54%","16.37%","16.55%","-7.40%","-9.98%","-8.93%","27.47%","-4.96%","93.63%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.0500","0.0500","0.0700","0.0900","0.1600","0.2400","0.2100","0.1600","0.2600","0.4100","0.4800","0.7800","-24.06%"
"YoY %","0.00%","-28.57%","-22.22%","-43.75%","-33.33%","14.29%","31.25%","-38.46%","-36.59%","-14.58%","-38.46%","-",""
"Horiz. %","6.41%","6.41%","8.97%","11.54%","20.51%","30.77%","26.92%","20.51%","33.33%","52.56%","61.54%","100.00%",""
"RPS","13.35","10.25","10.07","8.41","26.32","48.42","24.97","20.61","15.15","22.14","4.14","118.19","-24.51%"
"YoY %","30.24%","1.79%","19.74%","-68.05%","-45.64%","93.91%","21.15%","36.04%","-31.57%","434.78%","-96.50%","-",""
"Horiz. %","11.30%","8.67%","8.52%","7.12%","22.27%","40.97%","21.13%","17.44%","12.82%","18.73%","3.50%","100.00%",""
"EPS","0.16","-0.03","-1.24","-7.99","-8.08","3.61","4.87","2.91","-8.94","1.61","-30.47","-32.54","-31.14%"
"YoY %","633.33%","97.58%","84.48%","1.11%","-323.82%","-25.87%","67.35%","132.55%","-655.28%","105.28%","6.36%","-",""
"Horiz. %","-0.49%","0.09%","3.81%","24.55%","24.83%","-11.09%","-14.97%","-8.94%","27.47%","-4.95%","93.64%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.0500","0.0500","0.0700","0.0900","0.1600","0.2400","0.2101","0.1156","0.1734","0.2736","0.3200","0.5200","-20.46%"
"YoY %","0.00%","-28.57%","-22.22%","-43.75%","-33.33%","14.23%","81.75%","-33.33%","-36.62%","-14.50%","-38.46%","-",""
"Horiz. %","9.62%","9.62%","13.46%","17.31%","30.77%","46.15%","40.40%","22.23%","33.35%","52.62%","61.54%","100.00%",""
"Date","AQR","T4Q","31/12/18","29/12/17","30/12/16","31/12/15","31/12/14","31/12/13","29/03/13","30/03/12","31/03/11","31/03/10","-"
"Price","0.0700","0.0700","0.0250","0.1050","0.1200","0.2450","0.2650","0.2000","0.2800","0.4400","0.5200","0.5600","-"
"P/RPS","0.52","0.68","0.25","1.25","0.45","0.51","0.78","0.70","1.23","1.33","8.38","0.32","-2.78%"
"YoY %","-23.53%","172.00%","-80.00%","177.78%","-11.76%","-34.62%","11.43%","-43.09%","-7.52%","-84.13%","2,518.75%","-",""
"Horiz. %","162.50%","212.50%","78.12%","390.62%","140.62%","159.38%","243.75%","218.75%","384.38%","415.62%","2,618.75%","100.00%",""
"P/EPS","41.77","-249.55","-2.02","-1.31","-1.50","6.79","4.56","4.97","-2.09","18.22","-1.14","-1.15","6.64%"
"YoY %","116.74%","-12,253.96%","-54.20%","12.67%","-122.09%","48.90%","-8.25%","337.80%","-111.47%","1,698.25%","0.87%","-",""
"Horiz. %","-3,632.17%","21,700.00%","175.65%","113.91%","130.43%","-590.43%","-396.52%","-432.17%","181.74%","-1,584.35%","99.13%","100.00%",""
"EY","2.39","-0.40","-49.45","-76.11","-66.71","14.73","21.93","20.14","-47.89","5.49","-87.89","-87.16","-6.27%"
"YoY %","697.50%","99.19%","35.03%","-14.09%","-552.89%","-32.83%","8.89%","142.05%","-972.31%","106.25%","-0.84%","-",""
"Horiz. %","-2.74%","0.46%","56.73%","87.32%","76.54%","-16.90%","-25.16%","-23.11%","54.94%","-6.30%","100.84%","100.00%",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"P/NAPS","1.40","1.40","0.36","1.17","0.75","1.02","1.26","1.25","1.08","1.07","1.08","0.72","-7.61%"
"YoY %","0.00%","288.89%","-69.23%","56.00%","-26.47%","-19.05%","0.80%","15.74%","0.93%","-0.93%","50.00%","-",""
"Horiz. %","194.44%","194.44%","50.00%","162.50%","104.17%","141.67%","175.00%","173.61%","150.00%","148.61%","150.00%","100.00%",""
"Date","AQR","T4Q","28/02/19","19/02/18","20/02/17","19/02/16","23/02/15","21/05/14","29/05/13","28/05/12","27/05/11","27/05/10","-"
"Price","0.0850","0.0850","0.0550","0.1250","0.1500","0.2450","0.3400","0.2500","0.3400","0.3800","0.4400","0.5200","-"
"P/RPS","0.64","0.83","0.55","1.49","0.57","0.51","1.00","0.88","1.50","1.15","7.09","0.29","7.58%"
