Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","265,666","260,056","238,974","272,582","225,505","241,501","255,724","246,744","262,266","363,938","404,250","303,707","-2.63%"
"YoY %","2.16%","8.82%","-12.33%","20.88%","-6.62%","-5.56%","3.64%","-5.92%","-27.94%","-9.97%","33.11%","-",""
"Horiz. %","87.47%","85.63%","78.69%","89.75%","74.25%","79.52%","84.20%","81.24%","86.35%","119.83%","133.11%","100.00%",""
"PBT","-34,348","412,789","264,800","-128,992","-496,298","-1,196,248","18,333","45,506","66,451","111,494","244,368","248,257","0.72%"
"YoY %","-108.32%","55.89%","305.28%","74.01%","58.51%","-6,625.11%","-59.71%","-31.52%","-40.40%","-54.37%","-1.57%","-",""
"Horiz. %","-13.84%","166.27%","106.66%","-51.96%","-199.91%","-481.86%","7.38%","18.33%","26.77%","44.91%","98.43%","100.00%",""
"Tax","-1,048","-1,014","-848","-1,106","-822","-1,115","-873","-1,068","-786","-1,430","-1,696","-545","5.03%"
"YoY %","-3.35%","-19.58%","23.33%","-34.55%","26.28%","-27.72%","18.26%","-35.88%","45.03%","15.68%","-211.19%","-",""
"Horiz. %","192.29%","186.06%","155.60%","202.94%","150.83%","204.59%","160.18%","195.96%","144.22%","262.39%","311.19%","100.00%",""
"NP","-35,396","411,775","263,952","-130,098","-497,120","-1,197,363","17,460","44,438","65,665","110,064","242,672","247,712","0.71%"
"YoY %","-108.60%","56.00%","302.89%","73.83%","58.48%","-6,957.75%","-60.71%","-32.33%","-40.34%","-54.64%","-2.03%","-",""
"Horiz. %","-14.29%","166.23%","106.56%","-52.52%","-200.68%","-483.37%","7.05%","17.94%","26.51%","44.43%","97.97%","100.00%",""
"NP to SH","-35,406","411,750","263,838","-134,954","-491,306","-1,177,153","12,153","44,532","66,049","108,000","238,368","243,799","0.88%"
"YoY %","-108.60%","56.06%","295.50%","72.53%","58.26%","-9,786.11%","-72.71%","-32.58%","-38.84%","-54.69%","-2.23%","-",""
"Horiz. %","-14.52%","168.89%","108.22%","-55.35%","-201.52%","-482.84%","4.98%","18.27%","27.09%","44.30%","97.77%","100.00%",""
"Tax Rate","-     %","0.25    %","0.32    %","-     %","-     %","-     %","4.76    %","2.35    %","1.18    %","1.28    %","0.69    %","0.22    %","4.25%"
"YoY %","0.00%","-21.87%","0.00%","0.00%","0.00%","0.00%","102.55%","99.15%","-7.81%","85.51%","213.64%","-",""
"Horiz. %","0.00%","113.64%","145.45%","0.00%","0.00%","0.00%","2,163.64%","1,068.18%","536.36%","581.82%","313.64%","100.00%",""
"Total Cost","301,062","-151,719","-24,978","402,680","722,625","1,438,864","238,264","202,306","196,601","253,874","161,578","55,995","-"
"YoY %","298.43%","-507.41%","-106.20%","-44.28%","-49.78%","503.89%","17.77%","2.90%","-22.56%","57.12%","188.56%","-",""
"Horiz. %","537.66%","-270.95%","-44.61%","719.14%","1,290.52%","2,569.63%","425.51%","361.29%","351.10%","453.39%","288.56%","100.00%",""
"Net Worth","382,499","382,499","393,099","525,799","708,899","1,179,600","1,952,499","1,858,700","1,716,199","1,740,271","1,685,573","1,787,092","-15.48%"
"YoY %","0.00%","-2.70%","-25.24%","-25.83%","-39.90%","-39.59%","5.05%","8.30%","-1.38%","3.25%","-5.68%","-",""
"Horiz. %","21.40%","21.40%","22.00%","29.42%","39.67%","66.01%","109.26%","104.01%","96.03%","97.38%","94.32%","100.00%",""
"Div","-","0","-","-","-","-","10,000","30,000","30,000","30,002","99,986","149,999","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-66.67%","0.00%","-0.01%","-69.99%","-33.34%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","6.67%","20.00%","20.00%","20.00%","66.66%","100.00%",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","82.28    %","67.37    %","45.42    %","27.78    %","41.95    %","61.53    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","22.13%","48.33%","63.50%","-33.78%","-31.82%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","133.72%","109.49%","73.82%","45.15%","68.18%","100.00%",""
"Net Worth","382,499","382,499","393,099","525,799","708,899","1,179,600","1,952,499","1,858,700","1,716,199","1,740,271","1,685,573","1,787,092","-15.48%"
"YoY %","0.00%","-2.70%","-25.24%","-25.83%","-39.90%","-39.59%","5.05%","8.30%","-1.38%","3.25%","-5.68%","-",""
"Horiz. %","21.40%","21.40%","22.00%","29.42%","39.67%","66.01%","109.26%","104.01%","96.03%","97.38%","94.32%","100.00%",""
"NOSH","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,098","999,865","999,995","0.00%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-0.01%","0.02%","-0.01%","-",""
"Horiz. %","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.01%","99.99%","100.00%",""
"NP Margin","-13.32    %","158.34    %","110.45    %","-47.73    %","-220.45    %","-495.80    %","6.83    %","18.01    %","25.04    %","30.24    %","60.03    %","81.56    %","3.42%"
"YoY %","-108.41%","43.36%","331.41%","78.35%","55.54%","-7,359.15%","-62.08%","-28.08%","-17.20%","-49.63%","-26.40%","-",""
"Horiz. %","-16.33%","194.14%","135.42%","-58.52%","-270.29%","-607.90%","8.37%","22.08%","30.70%","37.08%","73.60%","100.00%",""
"ROE","-9.26    %","107.65    %","67.12    %","-25.67    %","-69.31    %","-99.79    %","0.62    %","2.40    %","3.85    %","6.21    %","14.14    %","13.64    %","19.36%"
"YoY %","-108.60%","60.38%","361.47%","62.96%","30.54%","-16,195.16%","-74.17%","-37.66%","-38.00%","-56.08%","3.67%","-",""
"Horiz. %","-67.89%","789.22%","492.08%","-188.20%","-508.14%","-731.60%","4.55%","17.60%","28.23%","45.53%","103.67%","100.00%",""
"RPS","26.57","26.01","23.90","27.26","22.55","24.15","25.57","24.67","26.23","36.39","40.43","30.37","-2.63%"
"YoY %","2.15%","8.83%","-12.33%","20.89%","-6.63%","-5.55%","3.65%","-5.95%","-27.92%","-9.99%","33.12%","-",""
"Horiz. %","87.49%","85.64%","78.70%","89.76%","74.25%","79.52%","84.19%","81.23%","86.37%","119.82%","133.12%","100.00%",""
"EPS","-3.54","41.18","26.38","-13.50","-49.13","-117.72","1.22","4.45","6.60","10.80","23.84","24.38","0.88%"
"YoY %","-108.60%","56.10%","295.41%","72.52%","58.27%","-9,749.18%","-72.58%","-32.58%","-38.89%","-54.70%","-2.21%","-",""
"Horiz. %","-14.52%","168.91%","108.20%","-55.37%","-201.52%","-482.85%","5.00%","18.25%","27.07%","44.30%","97.79%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","1.00","3.00","3.00","3.00","10.00","15.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-66.67%","0.00%","0.00%","-70.00%","-33.33%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","6.67%","20.00%","20.00%","20.00%","66.67%","100.00%",""
"NAPS","0.3825","0.3825","0.3931","0.5258","0.7089","1.1796","1.9525","1.8587","1.7162","1.7401","1.6858","1.7871","-15.48%"
"YoY %","0.00%","-2.70%","-25.24%","-25.83%","-39.90%","-39.59%","5.05%","8.30%","-1.37%","3.22%","-5.67%","-",""
"Horiz. %","21.40%","21.40%","22.00%","29.42%","39.67%","66.01%","109.26%","104.01%","96.03%","97.37%","94.33%","100.00%",""
"RPS","26.57","26.01","23.90","27.26","22.55","24.15","25.57","24.67","26.23","36.39","40.43","30.37","-2.63%"
"YoY %","2.15%","8.83%","-12.33%","20.89%","-6.63%","-5.55%","3.65%","-5.95%","-27.92%","-9.99%","33.12%","-",""
"Horiz. %","87.49%","85.64%","78.70%","89.76%","74.25%","79.52%","84.19%","81.23%","86.37%","119.82%","133.12%","100.00%",""
"EPS","-3.54","41.18","26.38","-13.50","-49.13","-117.72","1.22","4.45","6.60","10.80","23.84","24.38","0.88%"
"YoY %","-108.60%","56.10%","295.41%","72.52%","58.27%","-9,749.18%","-72.58%","-32.58%","-38.89%","-54.70%","-2.21%","-",""
"Horiz. %","-14.52%","168.91%","108.20%","-55.37%","-201.52%","-482.85%","5.00%","18.25%","27.07%","44.30%","97.79%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","1.00","3.00","3.00","3.00","10.00","15.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-66.67%","0.00%","0.00%","-70.00%","-33.33%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","6.67%","20.00%","20.00%","20.00%","66.67%","100.00%",""
"NAPS","0.3825","0.3825","0.3931","0.5258","0.7089","1.1796","1.9525","1.8587","1.7162","1.7403","1.6856","1.7871","-15.48%"
"YoY %","0.00%","-2.70%","-25.24%","-25.83%","-39.90%","-39.59%","5.05%","8.30%","-1.38%","3.25%","-5.68%","-",""
"Horiz. %","21.40%","21.40%","22.00%","29.42%","39.67%","66.01%","109.26%","104.01%","96.03%","97.38%","94.32%","100.00%",""
"Date","AQR","T4Q","31/12/18","29/12/17","30/12/16","31/12/15","31/12/14","31/12/13","31/12/12","30/12/11","30/12/10","31/12/09","-"
"Price","0.5200","0.5200","0.5600","0.8150","0.7050","0.8050","1.2100","1.7700","1.3300","1.5400","2.8200","3.2200","-"
"P/RPS","1.96","2.00","2.34","2.99","3.13","3.33","4.73","7.17","5.07","4.23","6.97","10.60","-15.44%"
"YoY %","-2.00%","-14.53%","-21.74%","-4.47%","-6.01%","-29.60%","-34.03%","41.42%","19.86%","-39.31%","-34.25%","-",""
"Horiz. %","18.49%","18.87%","22.08%","28.21%","29.53%","31.42%","44.62%","67.64%","47.83%","39.91%","65.75%","100.00%",""
"P/EPS","-14.69","1.26","2.12","-6.04","-1.43","-0.68","99.56","39.75","20.14","14.26","11.83","13.21","-18.39%"
"YoY %","-1,265.87%","-40.57%","135.10%","-322.38%","-110.29%","-100.68%","150.47%","97.37%","41.23%","20.54%","-10.45%","-",""
"Horiz. %","-111.20%","9.54%","16.05%","-45.72%","-10.83%","-5.15%","753.67%","300.91%","152.46%","107.95%","89.55%","100.00%",""
"EY","-6.81","79.18","47.11","-16.56","-69.69","-146.23","1.00","2.52","4.97","7.01","8.45","7.57","22.51%"
"YoY %","-108.60%","68.07%","384.48%","76.24%","52.34%","-14,723.00%","-60.32%","-49.30%","-29.10%","-17.04%","11.62%","-",""
"Horiz. %","-89.96%","1,045.97%","622.32%","-218.76%","-920.61%","-1,931.70%","13.21%","33.29%","65.65%","92.60%","111.62%","100.00%",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.83","1.69","2.26","1.95","3.55","4.66","-"
