Column1,AQR,T4Q,31/03/19,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,CAGR
"Revenue","1,166,513","1,170,270","1,166,513","1,100,812","1,168,890","1,544,184","1,674,504","1,530,631","1,478,238","1,460,865","1,348,812","1,137,516","0.28%"
"YoY %","-0.32%","0.32%","5.97%","-5.82%","-24.30%","-7.78%","9.40%","3.54%","1.19%","8.31%","18.58%","-",""
"Horiz. %","102.55%","102.88%","102.55%","96.77%","102.76%","135.75%","147.21%","134.56%","129.95%","128.43%","118.58%","100.00%",""
"PBT","-26,703","-26,558","-26,703","-26,554","80,255","165,398","185,349","223,892","239,440","262,684","224,498","166,733","-"
"YoY %","-0.55%","0.54%","-0.56%","-133.09%","-51.48%","-10.76%","-17.21%","-6.49%","-8.85%","17.01%","34.65%","-",""
"Horiz. %","-16.02%","-15.93%","-16.02%","-15.93%","48.13%","99.20%","111.17%","134.28%","143.61%","157.55%","134.65%","100.00%",""
"Tax","-21,156","-21,203","-21,156","-20,594","-29,297","-49,860","-64,036","-62,998","-59,163","-63,639","-55,732","-41,359","-7.17%"
"YoY %","0.22%","-0.22%","-2.73%","29.71%","41.24%","22.14%","-1.65%","-6.48%","7.03%","-14.19%","-34.75%","-",""
"Horiz. %","51.15%","51.27%","51.15%","49.79%","70.84%","120.55%","154.83%","152.32%","143.05%","153.87%","134.75%","100.00%",""
"NP","-47,859","-47,761","-47,859","-47,148","50,958","115,538","121,313","160,894","180,277","199,045","168,766","125,374","-"
"YoY %","-0.21%","0.20%","-1.51%","-192.52%","-55.90%","-4.76%","-24.60%","-10.75%","-9.43%","17.94%","34.61%","-",""
"Horiz. %","-38.17%","-38.09%","-38.17%","-37.61%","40.64%","92.15%","96.76%","128.33%","143.79%","158.76%","134.61%","100.00%",""
"NP to SH","-46,131","-46,035","-46,131","-44,368","58,549","117,869","122,636","157,514","176,283","195,537","165,862","124,449","-"
"YoY %","-0.21%","0.21%","-3.97%","-175.78%","-50.33%","-3.89%","-22.14%","-10.65%","-9.85%","17.89%","33.28%","-",""
"Horiz. %","-37.07%","-36.99%","-37.07%","-35.65%","47.05%","94.71%","98.54%","126.57%","141.65%","157.12%","133.28%","100.00%",""
"Tax Rate","-     %","-     %","-     %","-     %","36.50    %","30.15    %","34.55    %","28.14    %","24.71    %","24.23    %","24.83    %","24.81    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","21.06%","-12.74%","22.78%","13.88%","1.98%","-2.42%","0.08%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","147.12%","121.52%","139.26%","113.42%","99.60%","97.66%","100.08%","100.00%",""
"Total Cost","1,214,372","1,218,031","1,214,372","1,147,960","1,117,932","1,428,646","1,553,191","1,369,737","1,297,961","1,261,820","1,180,046","1,012,142","2.04%"
"YoY %","-0.30%","0.30%","5.79%","2.69%","-21.75%","-8.02%","13.39%","5.53%","2.86%","6.93%","16.59%","-",""
"Horiz. %","119.98%","120.34%","119.98%","113.42%","110.45%","141.15%","153.46%","135.33%","128.24%","124.67%","116.59%","100.00%",""
"Net Worth","685,017","685,017","685,017","763,811","748,289","941,417","819,340","711,005","639,742","1,278,210","1,191,313","1,033,858","-4.47%"
"YoY %","0.00%","0.00%","-10.32%","2.07%","-20.51%","14.90%","15.24%","11.14%","-49.95%","7.29%","15.23%","-",""
"Horiz. %","66.26%","66.26%","66.26%","73.88%","72.38%","91.06%","79.25%","68.77%","61.88%","123.63%","115.23%","100.00%",""
"Div","19,234","19,065","19,234","28,008","46,905","82,074","61,323","78,756","765,802","138,070","99,416","62,213","-12.22%"
"YoY %","0.88%","-0.88%","-31.33%","-40.29%","-42.85%","33.84%","-22.14%","-89.72%","454.64%","38.88%","59.80%","-",""
"Horiz. %","30.92%","30.65%","30.92%","45.02%","75.39%","131.92%","98.57%","126.59%","1,230.93%","221.93%","159.80%","100.00%",""
"Div Payout %","-     %","-     %","-     %","-     %","80.11    %","69.63    %","50.00    %","50.00    %","434.42    %","70.61    %","59.94    %","49.99    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","15.05%","39.26%","0.00%","-88.49%","515.24%","17.80%","19.90%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","160.25%","139.29%","100.02%","100.02%","869.01%","141.25%","119.90%","100.00%",""
"Net Worth","685,017","685,017","685,017","763,811","748,289","941,417","819,340","711,005","639,742","1,278,210","1,191,313","1,033,858","-4.47%"
"YoY %","0.00%","0.00%","-10.32%","2.07%","-20.51%","14.90%","15.24%","11.14%","-49.95%","7.29%","15.23%","-",""
"Horiz. %","66.26%","66.26%","66.26%","73.88%","72.38%","91.06%","79.25%","68.77%","61.88%","123.63%","115.23%","100.00%",""
"NOSH","1,687,236","1,687,236","1,687,236","1,687,236","1,687,236","1,685,316","1,689,361","1,686,445","1,687,240","1,685,848","1,682,170","1,686,005","0.01%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.11%","-0.24%","0.17%","-0.05%","0.08%","0.22%","-0.23%","-",""
"Horiz. %","100.07%","100.07%","100.07%","100.07%","100.07%","99.96%","100.20%","100.03%","100.07%","99.99%","99.77%","100.00%",""
"NP Margin","-4.10    %","-4.08    %","-4.10    %","-4.28    %","4.36    %","7.48    %","7.24    %","10.51    %","12.20    %","13.63    %","12.51    %","11.02    %","-"
"YoY %","-0.49%","0.49%","4.21%","-198.17%","-41.71%","3.31%","-31.11%","-13.85%","-10.49%","8.95%","13.52%","-",""
