Column1,AQR,T4Q,31/05/19,31/05/18,31/05/17,31/05/16,31/05/15,31/05/14,31/05/13,31/05/12,31/05/11,31/05/10,CAGR
"Revenue","1,987,717","1,987,717","1,987,717","1,954,809","1,699,506","1,509,312","1,552,476","1,864,145","2,032,564","1,750,204","1,507,483","1,466,840","3.43%"
"YoY %","0.00%","0.00%","1.68%","15.02%","12.60%","-2.78%","-16.72%","-8.29%","16.13%","16.10%","2.77%","-",""
"Horiz. %","135.51%","135.51%","135.51%","133.27%","115.86%","102.90%","105.84%","127.09%","138.57%","119.32%","102.77%","100.00%",""
"PBT","19,972","19,972","19,972","47,028","51,181","17,222","29,727","43,777","4,248","10,207","253","32,457","-5.25%"
"YoY %","0.00%","0.00%","-57.53%","-8.11%","197.18%","-42.07%","-32.09%","930.53%","-58.38%","3,934.39%","-99.22%","-",""
"Horiz. %","61.53%","61.53%","61.53%","144.89%","157.69%","53.06%","91.59%","134.88%","13.09%","31.45%","0.78%","100.00%",""
"Tax","-22,055","-22,055","-22,055","-21,367","-22,165","-14,880","-24,466","-19,142","-16,781","-9,803","-6,151","-9,602","9.67%"
"YoY %","0.00%","0.00%","-3.22%","3.60%","-48.96%","39.18%","-27.81%","-14.07%","-71.18%","-59.37%","35.94%","-",""
"Horiz. %","229.69%","229.69%","229.69%","222.53%","230.84%","154.97%","254.80%","199.35%","174.77%","102.09%","64.06%","100.00%",""
"NP","-2,083","-2,083","-2,083","25,661","29,016","2,342","5,261","24,635","-12,533","404","-5,898","22,855","-"
"YoY %","0.00%","0.00%","-108.12%","-11.56%","1,138.94%","-55.48%","-78.64%","296.56%","-3,202.23%","106.85%","-125.81%","-",""
"Horiz. %","-9.11%","-9.11%","-9.11%","112.28%","126.96%","10.25%","23.02%","107.79%","-54.84%","1.77%","-25.81%","100.00%",""
"NP to SH","15,287","15,287","15,287","17,581","17,159","-6,990","2,166","9,566","-19,906","-9,014","-12,952","791","38.94%"
"YoY %","0.00%","0.00%","-13.05%","2.46%","345.48%","-422.71%","-77.36%","148.06%","-120.83%","30.40%","-1,737.42%","-",""
"Horiz. %","1,932.62%","1,932.62%","1,932.62%","2,222.63%","2,169.28%","-883.69%","273.83%","1,209.36%","-2,516.56%","-1,139.57%","-1,637.42%","100.00%",""
"Tax Rate","110.43    %","110.43    %","110.43    %","45.43    %","43.31    %","86.40    %","82.30    %","43.73    %","395.03    %","96.04    %","2,431.23    %","29.58    %","15.75%"
"YoY %","0.00%","0.00%","143.08%","4.89%","-49.87%","4.98%","88.20%","-88.93%","311.32%","-96.05%","8,119.17%","-",""
"Horiz. %","373.33%","373.33%","373.33%","153.58%","146.42%","292.09%","278.23%","147.84%","1,335.46%","324.68%","8,219.17%","100.00%",""
