Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"04/09/2019","1.38","1.45","+0.07 (5.07%)","HOLD","KENANGA"
"04/09/2019","1.36","1.65","+0.29 (21.32%)","BUY","HLG"
"02/09/2019","1.39","1.65","+0.26 (18.71%)","BUY","HLG"
"26/08/2019","1.45","1.70","+0.25 (17.24%)","BUY","MIDF"
"26/08/2019","1.45","1.45","0.00 (0.00%)","HOLD","KENANGA"
"26/08/2019","1.45","1.65","+0.20 (13.79%)","BUY","HLG"
"04/07/2019","1.29","1.35","+0.06 (4.65%)","HOLD","KENANGA"
"20/06/2019","1.08","1.21","+0.13 (12.04%)","BUY","HLG"
"30/05/2019","0.89","0.88","-0.01 (1.12%)","HOLD","HLG"
"27/05/2019","0.935","0.80","-0.135 (14.44%)","SELL","KENANGA"

