Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"02/09/2019","22.88","23.01","+0.13 (0.57%)","HOLD","HLG"
"27/08/2019","22.70","28.35","+5.65 (24.89%)","BUY","MIDF"
"27/08/2019","22.70","23.01","+0.31 (1.37%)","HOLD","HLG"
"27/08/2019","22.70","23.95","+1.25 (5.51%)","HOLD","AffinHwang"
"26/08/2019","23.14","28.35","+5.21 (22.52%)","BUY","MIDF"
"26/08/2019","23.26","22.45","-0.81 (3.48%)","HOLD","KENANGA"
"26/08/2019","23.26","23.01","-0.25 (1.07%)","HOLD","HLG"
"26/08/2019","23.14","26.00","+2.86 (12.36%)","BUY","BIMB"
"26/08/2019","23.14","24.60","+1.46 (6.31%)","HOLD","AffinHwang"
"09/08/2019","23.08","24.60","+1.52 (6.59%)","HOLD","AffinHwang"

