Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","15,615","15,615","15,615","12,772","15,939","11,551","9,082","7,833","4,640","12,715","12,497","8,425","7.09%"
"YoY %","0.00%","0.00%","22.26%","-19.87%","37.99%","27.19%","15.95%","68.81%","-63.51%","1.74%","48.33%","-",""
"Horiz. %","185.34%","185.34%","185.34%","151.60%","189.19%","137.10%","107.80%","92.97%","55.07%","150.92%","148.33%","100.00%",""
"PBT","-2,404","-2,404","-2,404","-775","405","-2,589","-6,336","-2,305","-2,087","-3,797","-3,517","-1,393","6.25%"
"YoY %","0.00%","0.00%","-210.19%","-291.36%","115.64%","59.14%","-174.88%","-10.45%","45.04%","-7.96%","-152.48%","-",""
"Horiz. %","172.58%","172.58%","172.58%","55.64%","-29.07%","185.86%","454.85%","165.47%","149.82%","272.58%","252.48%","100.00%",""
"Tax","0","0","0","-2","0","-2","-8","1,590","0","1,854","123","91","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","75.00%","-100.50%","0.00%","0.00%","1,407.32%","35.16%","-",""
"Horiz. %","0.00%","0.00%","0.00%","-2.20%","0.00%","-2.20%","-8.79%","1,747.25%","0.00%","2,037.36%","135.16%","100.00%",""
"NP","-2,404","-2,404","-2,404","-777","405","-2,591","-6,344","-715","-2,087","-1,943","-3,394","-1,302","7.05%"
"YoY %","0.00%","0.00%","-209.40%","-291.85%","115.63%","59.16%","-787.27%","65.74%","-7.41%","42.75%","-160.68%","-",""
"Horiz. %","184.64%","184.64%","184.64%","59.68%","-31.11%","199.00%","487.25%","54.92%","160.29%","149.23%","260.68%","100.00%",""
"NP to SH","-2,399","-2,399","-2,399","-773","406","-2,591","-6,344","7,129","-2,087","-1,943","-3,394","-1,302","7.02%"
