Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","256,476","269,973","260,325","275,225","309,052","292,550","253,876","245,396","259,523","256,342","238,708","206,154","2.62%"
"YoY %","-5.00%","3.71%","-5.41%","-10.95%","5.64%","15.23%","3.46%","-5.44%","1.24%","7.39%","15.79%","-",""
"Horiz. %","124.41%","130.96%","126.28%","133.50%","149.91%","141.91%","123.15%","119.04%","125.89%","124.34%","115.79%","100.00%",""
"PBT","13,972","15,440","15,978","15,454","21,462","16,734","18,228","18,695","12,099","17,122","16,237","18,454","-1.59%"
"YoY %","-9.51%","-3.37%","3.39%","-27.99%","28.25%","-8.20%","-2.50%","54.52%","-29.34%","5.45%","-12.01%","-",""
"Horiz. %","75.71%","83.67%","86.58%","83.74%","116.30%","90.68%","98.78%","101.31%","65.56%","92.78%","87.99%","100.00%",""
"Tax","-3,456","-5,450","-5,583","-4,897","-3,765","-3,134","-11,342","-9,537","-5,101","-3,707","-3,489","-4,571","2.25%"
"YoY %","36.59%","2.38%","-14.01%","-30.07%","-20.13%","72.37%","-18.93%","-86.96%","-37.60%","-6.25%","23.67%","-",""
"Horiz. %","75.61%","119.23%","122.14%","107.13%","82.37%","68.56%","248.13%","208.64%","111.59%","81.10%","76.33%","100.00%",""
"NP","10,516","9,990","10,395","10,557","17,697","13,600","6,886","9,158","6,998","13,415","12,748","13,883","-3.16%"
"YoY %","5.27%","-3.90%","-1.53%","-40.35%","30.13%","97.50%","-24.81%","30.87%","-47.83%","5.23%","-8.18%","-",""
"Horiz. %","75.75%","71.96%","74.88%","76.04%","127.47%","97.96%","49.60%","65.97%","50.41%","96.63%","91.82%","100.00%",""
"NP to SH","10,516","9,990","10,395","10,557","17,697","13,600","6,886","9,237","6,995","13,415","12,748","13,883","-3.16%"
"YoY %","5.27%","-3.90%","-1.53%","-40.35%","30.13%","97.50%","-25.45%","32.05%","-47.86%","5.23%","-8.18%","-",""
"Horiz. %","75.75%","71.96%","74.88%","76.04%","127.47%","97.96%","49.60%","66.53%","50.39%","96.63%","91.82%","100.00%",""
"Tax Rate","24.74    %","35.30    %","34.94    %","31.69    %","17.54    %","18.73    %","62.22    %","51.01    %","42.16    %","21.65    %","21.49    %","24.77    %","3.89%"
"YoY %","-29.92%","1.03%","10.26%","80.67%","-6.35%","-69.90%","21.98%","20.99%","94.73%","0.74%","-13.24%","-",""
"Horiz. %","99.88%","142.51%","141.06%","127.94%","70.81%","75.62%","251.19%","205.93%","170.21%","87.40%","86.76%","100.00%",""
"Total Cost","245,960","259,983","249,930","264,668","291,355","278,950","246,990","236,238","252,525","242,927","225,960","192,271","2.96%"
"YoY %","-5.39%","4.02%","-5.57%","-9.16%","4.45%","12.94%","4.55%","-6.45%","3.95%","7.51%","17.52%","-",""
"Horiz. %","127.92%","135.22%","129.99%","137.65%","151.53%","145.08%","128.46%","122.87%","131.34%","126.35%","117.52%","100.00%",""
"Net Worth","191,883","191,883","190,297","185,539","180,782","169,603","163,335","158,490","150,533","147,469","131,041","101,977","7.17%"
"YoY %","0.00%","0.83%","2.56%","2.63%","6.59%","3.84%","3.06%","5.29%","2.08%","12.54%","28.50%","-",""
"Horiz. %","188.16%","188.16%","186.61%","181.94%","177.28%","166.31%","160.17%","155.42%","147.61%","144.61%","128.50%","100.00%",""
"Div","-","6,343","6,343","4,757","6,343","-","-","-","-","-","-","-","-"
"YoY %","0.00%","0.00%","33.33%","-25.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","100.00%","100.00%","75.00%","100.00%","-","-","-","-","-","-","-",""
"Div Payout %","-     %","63.50    %","61.02    %","45.06    %","35.84    %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","4.06%","35.42%","25.73%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","177.18%","170.26%","125.73%","100.00%","-","-","-","-","-","-","-",""
"Net Worth","191,883","191,883","190,297","185,539","180,782","169,603","163,335","158,490","150,533","147,469","131,041","101,977","7.17%"
"YoY %","0.00%","0.83%","2.56%","2.63%","6.59%","3.84%","3.06%","5.29%","2.08%","12.54%","28.50%","-",""
"Horiz. %","188.16%","188.16%","186.61%","181.94%","177.28%","166.31%","160.17%","155.42%","147.61%","144.61%","128.50%","100.00%",""
"NOSH","158,581","158,581","158,581","158,581","158,581","158,508","158,577","158,490","158,456","158,569","152,374","119,973","3.15%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.05%","-0.04%","0.06%","0.02%","-0.07%","4.07%","27.01%","-",""
"Horiz. %","132.18%","132.18%","132.18%","132.18%","132.18%","132.12%","132.18%","132.10%","132.08%","132.17%","127.01%","100.00%",""
"NP Margin","4.10    %","3.70    %","3.99    %","3.84    %","5.73    %","4.65    %","2.71    %","3.73    %","2.70    %","5.23    %","5.34    %","6.73    %","-5.64%"
"YoY %","10.81%","-7.27%","3.91%","-32.98%","23.23%","71.59%","-27.35%","38.15%","-48.37%","-2.06%","-20.65%","-",""
"Horiz. %","60.92%","54.98%","59.29%","57.06%","85.14%","69.09%","40.27%","55.42%","40.12%","77.71%","79.35%","100.00%",""
"ROE","5.48    %","5.21    %","5.46    %","5.69    %","9.79    %","8.02    %","4.22    %","5.83    %","4.65    %","9.10    %","9.73    %","13.61    %","-9.64%"
"YoY %","5.18%","-4.58%","-4.04%","-41.88%","22.07%","90.05%","-27.62%","25.38%","-48.90%","-6.47%","-28.51%","-",""
"Horiz. %","40.26%","38.28%","40.12%","41.81%","71.93%","58.93%","31.01%","42.84%","34.17%","66.86%","71.49%","100.00%",""
"RPS","161.73","170.24","164.16","173.55","194.89","184.56","160.10","154.83","163.78","161.66","156.66","171.83","-0.51%"
"YoY %","-5.00%","3.70%","-5.41%","-10.95%","5.60%","15.28%","3.40%","-5.46%","1.31%","3.19%","-8.83%","-",""
"Horiz. %","94.12%","99.07%","95.54%","101.00%","113.42%","107.41%","93.17%","90.11%","95.32%","94.08%","91.17%","100.00%",""
"EPS","6.64","6.30","6.56","6.66","11.16","8.58","4.34","5.83","4.41","8.46","10.40","11.60","-6.13%"
"YoY %","5.40%","-3.96%","-1.50%","-40.32%","30.07%","97.70%","-25.56%","32.20%","-47.87%","-18.65%","-10.34%","-",""
"Horiz. %","57.24%","54.31%","56.55%","57.41%","96.21%","73.97%","37.41%","50.26%","38.02%","72.93%","89.66%","100.00%",""
"DPS","0.00","4.00","4.00","3.00","4.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","33.33%","-25.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","100.00%","100.00%","75.00%","100.00%","-","-","-","-","-","-","-",""
"NAPS","1.2100","1.2100","1.2000","1.1700","1.1400","1.0700","1.0300","1.0000","0.9500","0.9300","0.8600","0.8500","3.90%"
"YoY %","0.00%","0.83%","2.56%","2.63%","6.54%","3.88%","3.00%","5.26%","2.15%","8.14%","1.18%","-",""
"Horiz. %","142.35%","142.35%","141.18%","137.65%","134.12%","125.88%","121.18%","117.65%","111.76%","109.41%","101.18%","100.00%",""
"RPS","160.30","168.73","162.70","172.02","193.16","182.84","158.67","153.37","162.20","160.21","149.19","128.85","2.62%"
"YoY %","-5.00%","3.71%","-5.42%","-10.94%","5.64%","15.23%","3.46%","-5.44%","1.24%","7.39%","15.79%","-",""
"Horiz. %","124.41%","130.95%","126.27%","133.50%","149.91%","141.90%","123.14%","119.03%","125.88%","124.34%","115.79%","100.00%",""
"EPS","6.57","6.24","6.50","6.60","11.06","8.50","4.30","5.77","4.37","8.38","7.97","8.68","-3.16%"
"YoY %","5.29%","-4.00%","-1.52%","-40.33%","30.12%","97.67%","-25.48%","32.04%","-47.85%","5.14%","-8.18%","-",""
"Horiz. %","75.69%","71.89%","74.88%","76.04%","127.42%","97.93%","49.54%","66.47%","50.35%","96.54%","91.82%","100.00%",""
"DPS","0.00","3.96","3.96","2.97","3.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","33.33%","-25.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","100.00%","100.00%","75.00%","100.00%","-","-","-","-","-","-","-",""
"NAPS","1.1993","1.1993","1.1894","1.1596","1.1299","1.0600","1.0208","0.9906","0.9408","0.9217","0.8190","0.6374","7.17%"
"YoY %","0.00%","0.83%","2.57%","2.63%","6.59%","3.84%","3.05%","5.29%","2.07%","12.54%","28.49%","-",""
"Horiz. %","188.16%","188.16%","186.60%","181.93%","177.27%","166.30%","160.15%","155.41%","147.60%","144.60%","128.49%","100.00%",""
"Date","AQR","T4Q","31/12/18","29/12/17","30/12/16","31/12/15","31/12/14","31/12/13","31/12/12","30/12/11","30/12/10","31/12/09","-"
"Price","1.1200","1.1200","1.0000","1.9100","0.7700","0.6900","0.4800","0.4500","0.4500","0.5600","0.6100","0.5000","-"
"P/RPS","0.69","0.66","0.61","1.10","0.40","0.37","0.30","0.29","0.27","0.35","0.39","0.29","8.61%"
"YoY %","4.55%","8.20%","-44.55%","175.00%","8.11%","23.33%","3.45%","7.41%","-22.86%","-10.26%","34.48%","-",""
"Horiz. %","237.93%","227.59%","210.34%","379.31%","137.93%","127.59%","103.45%","100.00%","93.10%","120.69%","134.48%","100.00%",""
"P/EPS","16.89","17.78","15.26","28.69","6.90","8.04","11.05","7.72","10.19","6.62","7.29","4.32","15.04%"
"YoY %","-5.01%","16.51%","-46.81%","315.80%","-14.18%","-27.24%","43.13%","-24.24%","53.93%","-9.19%","68.75%","-",""
"Horiz. %","390.97%","411.57%","353.24%","664.12%","159.72%","186.11%","255.79%","178.70%","235.88%","153.24%","168.75%","100.00%",""
"EY","5.92","5.62","6.56","3.49","14.49","12.43","9.05","12.95","9.81","15.11","13.72","23.14","-13.06%"
"YoY %","5.34%","-14.33%","87.97%","-75.91%","16.57%","37.35%","-30.12%","32.01%","-35.08%","10.13%","-40.71%","-",""
"Horiz. %","25.58%","24.29%","28.35%","15.08%","62.62%","53.72%","39.11%","55.96%","42.39%","65.30%","59.29%","100.00%",""
"DY","0.00","3.57","4.00","1.57","5.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","-10.75%","154.78%","-69.75%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","68.79%","77.07%","30.25%","100.00%","-","-","-","-","-","-","-",""
"P/NAPS","0.93","0.93","0.83","1.63","0.68","0.64","0.47","0.45","0.47","0.60","0.71","0.59","3.86%"
"YoY %","0.00%","12.05%","-49.08%","139.71%","6.25%","36.17%","4.44%","-4.26%","-21.67%","-15.49%","20.34%","-",""
"Horiz. %","157.63%","157.63%","140.68%","276.27%","115.25%","108.47%","79.66%","76.27%","79.66%","101.69%","120.34%","100.00%",""
"Date","AQR","T4Q","28/02/19","27/02/18","24/02/17","29/02/16","27/02/15","28/02/14","28/02/13","27/02/12","28/02/11","23/02/10","-"
"Price","1.0900","1.0900","1.2000","1.6900","0.8950","0.6900","0.5400","0.5000","0.4100","0.5700","0.6000","0.4900","-"
"P/RPS","0.67","0.64","0.73","0.97","0.46","0.37","0.34","0.32","0.25","0.35","0.38","0.29","10.79%"
"YoY %","4.69%","-12.33%","-24.74%","110.87%","24.32%","8.82%","6.25%","28.00%","-28.57%","-7.89%","31.03%","-",""
"Horiz. %","231.03%","220.69%","251.72%","334.48%","158.62%","127.59%","117.24%","110.34%","86.21%","120.69%","131.03%","100.00%",""
"P/EPS","16.44","17.30","18.31","25.39","8.02","8.04","12.44","8.58","9.29","6.74","7.17","4.23","17.67%"
"YoY %","-4.97%","-5.52%","-27.88%","216.58%","-0.25%","-35.37%","44.99%","-7.64%","37.83%","-6.00%","69.50%","-",""
"Horiz. %","388.65%","408.98%","432.86%","600.24%","189.60%","190.07%","294.09%","202.84%","219.62%","159.34%","169.50%","100.00%",""
"EY","6.08","5.78","5.46","3.94","12.47","12.43","8.04","11.66","10.77","14.84","13.94","23.62","-15.01%"
"YoY %","5.19%","5.86%","38.58%","-68.40%","0.32%","54.60%","-31.05%","8.26%","-27.43%","6.46%","-40.98%","-",""
"Horiz. %","25.74%","24.47%","23.12%","16.68%","52.79%","52.62%","34.04%","49.36%","45.60%","62.83%","59.02%","100.00%",""
"DY","0.00","3.67","3.33","1.78","4.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","10.21%","87.08%","-60.18%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","82.10%","74.50%","39.82%","100.00%","-","-","-","-","-","-","-",""
"P/NAPS","0.90","0.90","1.00","1.44","0.79","0.64","0.52","0.50","0.43","0.61","0.70","0.58","6.24%"
"YoY %","0.00%","-10.00%","-30.56%","82.28%","23.44%","23.08%","4.00%","16.28%","-29.51%","-12.86%","20.69%","-",""
"Horiz. %","155.17%","155.17%","172.41%","248.28%","136.21%","110.34%","89.66%","86.21%","74.14%","105.17%","120.69%","100.00%",""

