Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"29/08/2019","1.42","1.16","-0.26 (18.31%)","SELL","MIDF"
"29/08/2019","1.43","1.40","-0.03 (2.10%)","HOLD","KENANGA"
"29/08/2019","1.43","1.21","-0.22 (15.38%)","SELL","HLG"
"29/08/2019","1.43","1.30","-0.13 (9.09%)","SELL","AmInvest"
"29/08/2019","1.42","1.68","+0.26 (18.31%)","BUY","AffinHwang"
"02/08/2019","1.44","1.30","-0.14 (9.72%)","SELL","AmInvest"
"30/05/2019","1.47","1.13","-0.34 (23.13%)","SELL","MIDF"
"30/05/2019","1.47","1.40","-0.07 (4.76%)","HOLD","KENANGA"
"30/05/2019","1.47","1.04","-0.43 (29.25%)","SELL","HLG"
"30/05/2019","1.50","1.47","-0.03 (2.00%)","HOLD","BIMB"

