Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"28/08/2019","2.94","3.60","+0.66 (22.45%)","TRADING BUY","PUBLIC BANK"
"28/08/2019","2.94","3.50","+0.56 (19.05%)","TRADING BUY","MIDF"
"28/08/2019","2.94","3.45","+0.51 (17.35%)","BUY","KENANGA"
"28/08/2019","2.92","3.70","+0.78 (26.71%)","BUY","HLG"
"28/08/2019","2.95","3.40","+0.45 (15.25%)","HOLD","AmInvest"
"28/08/2019","2.94","3.20","+0.26 (8.84%)","HOLD","AffinHwang"
"01/08/2019","3.63","3.68","+0.05 (1.38%)","BUY","AffinHwang"
"15/07/2019","3.74","4.80","+1.06 (28.34%)","BUY","AffinHwang"
"03/07/2019","3.81","4.20","+0.39 (10.24%)","BUY","HLG"
"01/07/2019","3.77","4.25","+0.48 (12.73%)","BUY","KENANGA"

