Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/01/15,31/01/14,31/01/13,31/01/12,31/01/11,31/01/10,CAGR
"Revenue","903,464","1,369,483","2,200,391","1,064,502","741,303","723,062","979,503","870,729","776,538","696,135","618,822","437,287","19.86%"
"YoY %","-34.03%","-37.76%","106.71%","43.60%","2.52%","-26.18%","12.49%","12.13%","11.55%","12.49%","41.51%","-",""
"Horiz. %","206.61%","313.18%","503.19%","243.43%","169.52%","165.35%","224.00%","199.12%","177.58%","159.19%","141.51%","100.00%",""
"PBT","431,554","99,775","308,344","301,100","177,266","68,931","211,328","191,266","136,092","148,559","139,695","144,998","8.83%"
"YoY %","332.53%","-67.64%","2.41%","69.86%","157.16%","-67.38%","10.49%","40.54%","-8.39%","6.35%","-3.66%","-",""
"Horiz. %","297.63%","68.81%","212.65%","207.66%","122.25%","47.54%","145.75%","131.91%","93.86%","102.46%","96.34%","100.00%",""
"Tax","-37,142","-84,361","-169,014","-30,257","9,234","-48,867","-60,309","-12,145","-24,221","-20,917","-32,918","-31,247","20.83%"
"YoY %","55.97%","50.09%","-458.59%","-427.67%","118.90%","18.97%","-396.57%","49.86%","-15.80%","36.46%","-5.35%","-",""
"Horiz. %","118.87%","269.98%","540.90%","96.83%","-29.55%","156.39%","193.01%","38.87%","77.51%","66.94%","105.35%","100.00%",""
"NP","394,412","15,414","139,330","270,843","186,500","20,064","151,019","179,121","111,871","127,642","106,777","113,751","2.30%"
"YoY %","2,458.79%","-88.94%","-48.56%","45.22%","829.53%","-86.71%","-15.69%","60.11%","-12.36%","19.54%","-6.13%","-",""
"Horiz. %","346.73%","13.55%","122.49%","238.10%","163.95%","17.64%","132.76%","157.47%","98.35%","112.21%","93.87%","100.00%",""
"NP to SH","289,140","-7,287","74,698","215,781","123,283","2,204","96,693","137,032","82,156","99,331","81,371","95,026","-2.66%"
"YoY %","4,067.89%","-109.76%","-65.38%","75.03%","5,493.60%","-97.72%","-29.44%","66.79%","-17.29%","22.07%","-14.37%","-",""
"Horiz. %","304.27%","-7.67%","78.61%","227.08%","129.74%","2.32%","101.75%","144.20%","86.46%","104.53%","85.63%","100.00%",""
"Tax Rate","8.61    %","84.55    %","54.81    %","10.05    %","-5.21    %","70.89    %","28.54    %","6.35    %","17.80    %","14.08    %","23.56    %","21.55    %","11.03%"
"YoY %","-89.82%","54.26%","445.37%","292.90%","-107.35%","148.39%","349.45%","-64.33%","26.42%","-40.24%","9.33%","-",""
"Horiz. %","39.95%","392.34%","254.34%","46.64%","-24.18%","328.96%","132.44%","29.47%","82.60%","65.34%","109.33%","100.00%",""
"Total Cost","509,052","1,354,069","2,061,061","793,659","554,803","702,998","828,484","691,608","664,667","568,493","512,045","323,536","23.07%"
"YoY %","-62.41%","-34.30%","159.69%","43.05%","-21.08%","-15.15%","19.79%","4.05%","16.92%","11.02%","58.27%","-",""
"Horiz. %","157.34%","418.52%","637.04%","245.31%","171.48%","217.29%","256.07%","213.77%","205.44%","175.71%","158.27%","100.00%",""
"Net Worth","2,602,103","2,602,103","2,448,031","2,482,269","2,396,673","1,949,692","1,831,177","1,797,505","2,927,366","2,671,831","1,489,527","1,541,988","5.32%"
"YoY %","0.00%","6.29%","-1.38%","3.57%","22.93%","6.47%","1.87%","-38.60%","9.56%","79.37%","-3.40%","-",""
"Horiz. %","168.75%","168.75%","158.76%","160.98%","155.43%","126.44%","118.75%","116.57%","189.84%","173.27%","96.60%","100.00%",""
"Div","-","0","-","-","-","-","-","-","-","-","-","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Net Worth","2,602,103","2,602,103","2,448,031","2,482,269","2,396,673","1,949,692","1,831,177","1,797,505","2,927,366","2,671,831","1,489,527","1,541,988","5.32%"
"YoY %","0.00%","6.29%","-1.38%","3.57%","22.93%","6.47%","1.87%","-38.60%","9.56%","79.37%","-3.40%","-",""
"Horiz. %","168.75%","168.75%","158.76%","160.98%","155.43%","126.44%","118.75%","116.57%","189.84%","173.27%","96.60%","100.00%",""
"NOSH","1,711,910","1,711,910","1,711,910","1,711,910","1,711,910","1,711,910","1,711,380","1,711,910","1,711,910","1,712,712","1,712,100","1,713,321","-0.01%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.03%","-0.03%","0.00%","-0.05%","0.04%","-0.07%","-",""
"Horiz. %","99.92%","99.92%","99.92%","99.92%","99.92%","99.92%","99.89%","99.92%","99.92%","99.96%","99.93%","100.00%",""
"NP Margin","43.66    %","1.13    %","6.33    %","25.44    %","25.16    %","2.77    %","15.42    %","20.57    %","14.41    %","18.34    %","17.25    %","26.01    %","-14.65%"
"YoY %","3,763.72%","-82.15%","-75.12%","1.11%","808.30%","-82.04%","-25.04%","42.75%","-21.43%","6.32%","-33.68%","-",""
"Horiz. %","167.86%","4.34%","24.34%","97.81%","96.73%","10.65%","59.28%","79.08%","55.40%","70.51%","66.32%","100.00%",""
"ROE","11.11    %","-0.28    %","3.05    %","8.69    %","5.14    %","0.11    %","5.28    %","7.62    %","2.81    %","3.72    %","5.46    %","6.16    %","-7.58%"
"YoY %","4,067.86%","-109.18%","-64.90%","69.07%","4,572.73%","-97.92%","-30.71%","171.17%","-24.46%","-31.87%","-11.36%","-",""
"Horiz. %","180.36%","-4.55%","49.51%","141.07%","83.44%","1.79%","85.71%","123.70%","45.62%","60.39%","88.64%","100.00%",""
"RPS","52.78","80.00","128.53","62.18","43.30","42.65","57.23","50.86","45.36","40.65","36.14","25.52","19.87%"
"YoY %","-34.03%","-37.76%","106.71%","43.60%","1.52%","-25.48%","12.52%","12.13%","11.59%","12.48%","41.61%","-",""
"Horiz. %","206.82%","313.48%","503.64%","243.65%","169.67%","167.12%","224.26%","199.29%","177.74%","159.29%","141.61%","100.00%",""
"EPS","16.88","-0.43","4.36","12.60","7.20","0.13","5.65","8.00","4.80","5.80","4.75","5.94","-3.41%"
"YoY %","4,025.58%","-109.86%","-65.40%","75.00%","5,438.46%","-97.70%","-29.37%","66.67%","-17.24%","22.11%","-20.03%","-",""
"Horiz. %","284.18%","-7.24%","73.40%","212.12%","121.21%","2.19%","95.12%","134.68%","80.81%","97.64%","79.97%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","1.5200","1.5200","1.4300","1.4500","1.4000","1.1500","1.0700","1.0500","1.7100","1.5600","0.8700","0.9000","5.33%"
"YoY %","0.00%","6.29%","-1.38%","3.57%","21.74%","7.48%","1.90%","-38.60%","9.62%","79.31%","-3.33%","-",""
"Horiz. %","168.89%","168.89%","158.89%","161.11%","155.56%","127.78%","118.89%","116.67%","190.00%","173.33%","96.67%","100.00%",""
"RPS","52.78","80.00","128.53","62.18","43.30","42.65","57.22","50.86","45.36","40.66","36.15","25.54","19.86%"
"YoY %","-34.03%","-37.76%","106.71%","43.60%","1.52%","-25.46%","12.50%","12.13%","11.56%","12.48%","41.54%","-",""
"Horiz. %","206.66%","313.23%","503.25%","243.46%","169.54%","166.99%","224.04%","199.14%","177.60%","159.20%","141.54%","100.00%",""
"EPS","16.88","-0.43","4.36","12.60","7.20","0.13","5.65","8.00","4.80","5.80","4.75","5.55","-2.67%"
"YoY %","4,025.58%","-109.86%","-65.40%","75.00%","5,438.46%","-97.70%","-29.37%","66.67%","-17.24%","22.11%","-14.41%","-",""
"Horiz. %","304.14%","-7.75%","78.56%","227.03%","129.73%","2.34%","101.80%","144.14%","86.49%","104.50%","85.59%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","1.5200","1.5200","1.4300","1.4500","1.4000","1.1500","1.0697","1.0500","1.7100","1.5607","0.8701","0.9007","5.32%"
"YoY %","0.00%","6.29%","-1.38%","3.57%","21.74%","7.51%","1.88%","-38.60%","9.57%","79.37%","-3.40%","-",""
"Horiz. %","168.76%","168.76%","158.77%","160.99%","155.43%","127.68%","118.76%","116.58%","189.85%","173.28%","96.60%","100.00%",""
"Date","AQR","T4Q","31/12/18","29/12/17","30/12/16","31/12/15","30/01/15","30/01/14","31/01/13","31/01/12","31/01/11","29/01/10","-"
"Price","0.6450","0.6450","0.6300","0.6050","0.4500","0.5950","0.7450","0.7450","0.5050","0.6100","0.8000","0.7000","-"
"P/RPS","1.22","0.81","0.49","0.97","1.04","0.00","1.30","1.46","1.11","1.50","2.21","2.74","-17.55%"
"YoY %","50.62%","65.31%","-49.48%","-6.73%","0.00%","0.00%","-10.96%","31.53%","-26.00%","-32.13%","-19.34%","-",""
