Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","623,785","623,785","623,785","646,061","521,462","590,764","506,963","457,563","422,708","472,973","357,060","308,706","8.12%"
"YoY %","0.00%","0.00%","-3.45%","23.89%","-11.73%","16.53%","10.80%","8.25%","-10.63%","32.46%","15.66%","-",""
"Horiz. %","202.06%","202.06%","202.06%","209.28%","168.92%","191.37%","164.22%","148.22%","136.93%","153.21%","115.66%","100.00%",""
"PBT","39,645","39,645","39,645","59,647","45,584","101,960","76,659","51,023","17,645","35,230","20,207","26,750","4.47%"
"YoY %","0.00%","0.00%","-33.53%","30.85%","-55.29%","33.00%","50.24%","189.16%","-49.91%","74.35%","-24.46%","-",""
"Horiz. %","148.21%","148.21%","148.21%","222.98%","170.41%","381.16%","286.58%","190.74%","65.96%","131.70%","75.54%","100.00%",""
"Tax","-12,746","-12,745","-12,746","-17,627","-15,391","-30,102","-22,018","-14,674","-11,095","-9,221","-6,950","-8,509","4.59%"
"YoY %","-0.01%","0.01%","27.69%","-14.53%","48.87%","-36.72%","-50.05%","-32.26%","-20.32%","-32.68%","18.32%","-",""
"Horiz. %","149.79%","149.78%","149.79%","207.16%","180.88%","353.77%","258.76%","172.45%","130.39%","108.37%","81.68%","100.00%",""
"NP","26,899","26,900","26,899","42,020","30,193","71,858","54,641","36,349","6,550","26,009","13,257","18,241","4.41%"
"YoY %","-0.00%","0.00%","-35.99%","39.17%","-57.98%","31.51%","50.32%","454.95%","-74.82%","96.19%","-27.32%","-",""
"Horiz. %","147.46%","147.47%","147.46%","230.36%","165.52%","393.94%","299.55%","199.27%","35.91%","142.59%","72.68%","100.00%",""
"NP to SH","23,061","23,062","23,061","35,920","26,822","56,198","51,789","33,415","5,093","27,192","13,228","19,201","2.05%"
"YoY %","-0.00%","0.00%","-35.80%","33.92%","-52.27%","8.51%","54.99%","556.10%","-81.27%","105.56%","-31.11%","-",""
