Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"05/07/2019","6.70","7.75","+1.05 (15.67%)","BUY","KENANGA"
"28/06/2019","6.11","7.75","+1.64 (26.84%)","BUY","Rakuten"
"28/06/2019","6.10","7.75","+1.65 (27.05%)","BUY","KENANGA"
"28/06/2019","6.11","7.70","+1.59 (26.02%)","BUY","BIMB"
"27/06/2019","6.10","7.30","+1.20 (19.67%)","BUY","KENANGA"
"19/06/2019","5.24","5.70","+0.46 (8.78%)","BUY","KENANGA"
"03/04/2019","4.60","5.10","+0.50 (10.87%)","BUY","BIMB"
"02/04/2019","4.60","5.50","+0.90 (19.57%)","BUY","KENANGA"
"29/03/2019","4.60","5.50","+0.90 (19.57%)","BUY","KENANGA"
"28/03/2019","4.50","5.50","+1.00 (22.22%)","BUY","KENANGA"

