Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"22/08/2019","0.905","0.85","-0.055 (6.08%)","HOLD","KENANGA"
"22/08/2019","0.92","0.78","-0.14 (15.22%)","SELL","HLG"
"24/06/2019","1.03","1.10","+0.07 (6.80%)","BUY","Rakuten"
"24/06/2019","1.03","1.10","+0.07 (6.80%)","BUY","KENANGA"
"24/06/2019","1.03","1.00","-0.03 (2.91%)","HOLD","HLG"
"03/06/2019","1.02","1.01","-0.01 (0.98%)","HOLD","HLG"
"06/05/2019","1.15","1.10","-0.05 (4.35%)","HOLD","KENANGA"
"06/05/2019","1.15","1.01","-0.14 (12.17%)","HOLD","HLG"
"30/04/2019","1.18","1.25","+0.07 (5.93%)","BUY","Rakuten"
"30/04/2019","1.18","1.25","+0.07 (5.93%)","BUY","KENANGA"

