Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"29/08/2019","0.685","0.57","-0.115 (16.79%)","SELL","PUBLIC BANK"
"29/08/2019","0.685","0.61","-0.075 (10.95%)","HOLD","KENANGA"
"04/06/2019","0.71","0.61","-0.10 (14.08%)","SELL","KENANGA"
"04/06/2019","0.71","0.63","-0.08 (11.27%)","SELL","HLG"
"30/05/2019","0.795","0.57","-0.225 (28.30%)","SELL","PUBLIC BANK"
"30/05/2019","0.795","0.69","-0.105 (13.21%)","SELL","KENANGA"
"30/05/2019","0.795","0.70","-0.095 (11.95%)","SELL","HLG"
"20/03/2019","1.02","1.12","+0.10 (9.80%)","BUY","PUBLIC BANK"
"20/03/2019","1.02","0.98","-0.04 (3.92%)","HOLD","HLG"
"15/03/2019","1.13","1.12","-0.01 (0.88%)","BUY","PUBLIC BANK"

