Column1,AQR,T4Q,31/03/19,31/03/18,31/03/17,30/09/16,30/09/15,30/09/14,30/09/13,30/09/12,30/09/11,30/09/10,CAGR
"Revenue","72,324","81,135","88,480","143,660","146,890","95,452","73,472","56,921","62,456","72,144","77,480","68,486","3.06%"
"YoY %","-10.86%","-8.30%","-38.41%","-2.20%","53.89%","29.92%","29.08%","-8.86%","-13.43%","-6.89%","13.13%","-",""
"Horiz. %","105.60%","118.47%","129.19%","209.77%","214.48%","139.37%","107.28%","83.11%","91.20%","105.34%","113.13%","100.00%",""
"PBT","-10,720","-8,708","-5,385","3,704","5,048","3,156","-4,086","-3,602","-2,455","1,472","322","23","-"
"YoY %","-23.11%","-61.71%","-245.38%","-26.62%","59.95%","177.24%","-13.44%","-46.72%","-266.78%","357.14%","1,300.00%","-",""
"Horiz. %","-46,608.70%","-37,860.87%","-23,413.04%","16,104.35%","21,947.83%","13,721.74%","-17,765.22%","-15,660.87%","-10,673.91%","6,400.00%","1,400.00%","100.00%",""
"Tax","-68","-50","-33","-68","-104","-97","1,713","-25","-60","-66","1,401","-4,245","-43.51%"
"YoY %","-36.00%","-51.52%","51.47%","34.62%","-7.22%","-105.66%","6,952.00%","58.33%","9.09%","-104.71%","133.00%","-",""
"Horiz. %","1.60%","1.18%","0.78%","1.60%","2.45%","2.29%","-40.35%","0.59%","1.41%","1.55%","-33.00%","100.00%",""
"NP","-10,788","-8,758","-5,418","3,636","4,944","3,059","-2,373","-3,627","-2,515","1,406","1,723","-4,222","2.98%"
"YoY %","-23.18%","-61.65%","-249.01%","-26.46%","61.62%","228.91%","34.57%","-44.21%","-278.88%","-18.40%","140.81%","-",""
"Horiz. %","255.52%","207.44%","128.33%","-86.12%","-117.10%","-72.45%","56.21%","85.91%","59.57%","-33.30%","-40.81%","100.00%",""
"NP to SH","-10,788","-8,758","-5,418","3,636","4,944","3,059","-2,373","-3,627","-495","1,406","1,723","-4,222","2.98%"
"YoY %","-23.18%","-61.65%","-249.01%","-26.46%","61.62%","228.91%","34.57%","-632.73%","-135.21%","-18.40%","140.81%","-",""
"Horiz. %","255.52%","207.44%","128.33%","-86.12%","-117.10%","-72.45%","56.21%","85.91%","11.72%","-33.30%","-40.81%","100.00%",""
"Tax Rate","-     %","-     %","-     %","1.84    %","2.06    %","3.07    %","-     %","-     %","-     %","4.48    %","-435.09    %","18,456.52    %","-"
"YoY %","0.00%","0.00%","0.00%","-10.68%","-32.90%","0.00%","0.00%","0.00%","0.00%","101.03%","-102.36%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.01%","0.01%","0.02%","0.00%","0.00%","0.00%","0.02%","-2.36%","100.00%",""
"Total Cost","83,112","89,893","93,898","140,024","141,946","92,393","75,845","60,548","64,971","70,738","75,757","72,708","3.05%"
