F.Y.,Ann. Date,Quarter,#,Revenue,PBT,NP,NP to SH,Div,Net Worth,Div Payout %,NP Margin,ROE,NOSH,RPS,Adj. RPS,EPS,Adj. EPS,DPS,Adj. DPS,NAPS,Adj. NAPS,QoQ,YoY,EOQ Date,EOQ Price,EOQ P/RPS,EOQ P/EPS,EOQ P/NAPS,EOQ EY,EOQ DY,ANN Date,ANN Price,ANN P/RPS,ANN P/EPS,ANN P/NAPS,ANN EY,ANN DY
"31-Mar-2020","30-Aug-2019","30-Jun-2019","1","54,302","-14,070","-12,893","-12,893","0","45,636","- %","-23.74%","-28.25%","138,292","39.27","38.25","-9.32","-9.08","0.00","0.00","0.3300","0.32"," 23.83%"," -21.03%","28-Jun-2019","0.36","0.92","-3.86","1.09","-25.90%","0.00%","30-Aug-2019","0.315","0.80","-3.38","0.95","-29.60%","0.00%"
"31-Mar-2019","31-May-2019","31-Mar-2019","4","55,667","-18,103","-16,926","-16,926","0","40,012","- %","-30.41%","-42.30%","129,072","43.13","39.21","-13.11","-11.92","0.00","0.00","0.3100","0.28"," 1.71%"," -156.38%","29-Mar-2019","0.365","0.85","-2.78","1.18","-35.93%","0.00%","31-May-2019","0.325","0.75","-2.48","1.05","-40.35%","0.00%"
"31-Mar-2019","26-Feb-2019","31-Dec-2018","3","55,903","-16,301","-17,221","-17,221","0","42,593","- %","-30.81%","-40.43%","129,072","43.31","39.37","-13.34","-12.13","0.00","0.00","0.3300","0.30"," -29.20%"," -1,248.07%","31-Dec-2018","0.43","0.99","-3.22","1.30","-31.03%","0.00%","26-Feb-2019","0.405","0.94","-3.04","1.23","-32.94%","0.00%"
"31-Mar-2019","22-Nov-2018","30-Sep-2018","2","57,538","-12,415","-13,329","-13,329","0","51,628","- %","-23.17%","-25.82%","129,072","44.58","40.53","-10.33","-9.39","0.00","0.00","0.4000","0.36"," -25.12%"," -835.60%","28-Sep-2018","0.69","1.55","-6.68","1.73","-14.97%","0.00%","22-Nov-2018","0.47","1.05","-4.55","1.18","-21.97%","0.00%"
"31-Mar-2019","04-Sep-2018","30-Jun-2018","1","56,918","-9,739","-10,653","-10,653","0","44,588","- %","-18.72%","-23.89%","117,338","48.51","40.09","-9.08","-7.50","0.00","0.00","0.3800","0.31"," -61.36%"," -1,251.68%","29-Jun-2018","0.50","1.03","-5.51","1.32","-18.16%","0.00%","04-Sep-2018","0.42","0.87","-4.63","1.11","-21.62%","0.00%"
"31-Mar-2018","31-May-2018","31-Mar-2018","4","55,203","-5,688","-6,602","-6,602","0","51,629","- %","-11.96%","-12.79%","117,338","47.05","38.88","-5.63","-4.65","0.00","0.00","0.4400","0.36"," -540.13%"," -9,398.59%","30-Mar-2018","0.57","1.21","-10.13","1.30","-9.87%","0.00%","31-May-2018","0.40","0.85","-7.11","0.91","-14.07%","0.00%"
"31-Mar-2018","14-Feb-2018","31-Dec-2017","3","53,087","2,160","1,500","1,500","0","58,669","- %","2.83%","2.56%","117,338","45.24","37.39","1.28","1.06","0.00","0.00","0.5000","0.41"," -17.22%"," 155.68%","29-Dec-2017","0.65","1.44","50.85","1.30","1.97%","0.00%","14-Feb-2018","0.58","1.28","45.37","1.16","2.20%","0.00%"
"31-Mar-2018","21-Nov-2017","30-Sep-2017","2","50,770","2,472","1,812","1,812","0","58,669","- %","3.57%","3.09%","117,338","43.27","35.76","1.54","1.28","0.00","0.00","0.5000","0.41"," 95.89%"," 197.52%","29-Sep-2017","0.72","1.66","46.62","1.44","2.14%","0.00%","21-Nov-2017","0.93","2.15","60.22","1.86","1.66%","0.00%"
"31-Mar-2018","24-Aug-2017","30-Jun-2017","1","48,475","1,585","925","925","0","57,495","- %","1.91%","1.61%","117,338","41.31","34.14","0.79","0.65","0.00","0.00","0.4900","0.41"," 1,202.82%"," 241.22%","30-Jun-2017","1.68","4.07","213.11","3.43","0.47%","0.00%","24-Aug-2017","0.72","1.74","91.33","1.47","1.09%","0.00%"
"31-Mar-2017","31-May-2017","31-Mar-2017","4","47,481","731","71","71","0","55,149","- %","0.15%","0.13%","117,338","40.46","33.44","0.06","0.05","0.00","0.00","0.4700","0.39"," 102.64%"," 103.44%","31-Mar-2017","1.29","3.19","2,131.93","2.74","0.05%","0.00%","31-May-2017","1.45","3.58","2,396.35","3.09","0.04%","0.00%"
"31-Mar-2017","27-Feb-2017","31-Dec-2016","3","46,625","-2,625","-2,694","-2,694","0","50,455","- %","-5.78%","-5.34%","117,338","39.74","32.84","-2.30","-1.90","0.00","0.00","0.4300","0.36"," -44.99%"," 74.20%","30-Dec-2016","1.34","3.37","-58.36","3.12","-1.71%","0.00%","27-Feb-2017","1.36","3.42","-59.24","3.16","-1.69%","0.00%"
"31-Mar-2017","24-Nov-2016","30-Sep-2016","2","45,404","-1,789","-1,858","-1,858","0","43,415","- %","-4.09%","-4.28%","117,338","38.69","31.98","-1.58","-1.31","0.00","0.00","0.3700","0.31"," -183.66%"," 86.63%","30-Sep-2016","1.19","3.08","-75.15","3.22","-1.33%","0.00%","24-Nov-2016","1.36","3.51","-85.89","3.68","-1.16%","0.00%"
"31-Mar-2017","24-Aug-2016","30-Jun-2016","1","45,583","-586","-655","-655","0","42,241","- %","-1.44%","-1.55%","117,338","38.85","32.11","-0.56","-0.46","0.00","0.00","0.3600","0.30"," 68.27%"," 96.01%","30-Jun-2016","1.25","3.22","-223.93","3.47","-0.45%","0.00%","24-Aug-2016","1.04","2.68","-186.31","2.89","-0.54%","0.00%"
"31-Mar-2016","30-May-2016","31-Mar-2016","4","44,467","-1,995","-2,064","-2,064","0","44,588","- %","-4.64%","-4.63%","117,338","37.90","31.32","-1.76","-1.45","0.00","0.00","0.3800","0.31"," 80.23%"," 87.11%","31-Mar-2016","0.69","1.82","-39.23","1.82","-2.55%","0.00%","30-May-2016","1.49","3.93","-84.71","3.92","-1.18%","0.00%"
"31-Mar-2016","26-Feb-2016","31-Dec-2015","3","44,882","-10,315","-10,441","-10,441","0","51,629","- %","-23.26%","-20.22%","117,338","38.25","31.61","-8.90","-7.35","0.00","0.00","0.4400","0.36"," 24.85%"," -84.60%","31-Dec-2015","0.735","1.92","-8.26","1.67","-12.11%","0.00%","26-Feb-2016","0.72","1.88","-8.09","1.64","-12.36%","0.00%"
"31-Mar-2016","27-Nov-2015","30-Sep-2015","2","46,039","-13,768","-13,894","-13,894","0","51,629","- %","-30.18%","-26.91%","117,338","39.24","32.43","-11.84","-9.79","0.00","0.00","0.4400","0.36"," 15.33%"," -157.77%","30-Sep-2015","0.70","1.78","-5.91","1.59","-16.92%","0.00%","27-Nov-2015","0.73","1.86","-6.17","1.66","-16.22%","0.00%"
"31-Mar-2016","26-Aug-2015","30-Jun-2015","1","47,599","-16,284","-16,410","-16,410","0","55,149","- %","-34.48%","-29.76%","117,338","40.57","33.53","-13.99","-11.56","0.00","0.00","0.4700","0.39"," -2.52%"," -387.09%","30-Jun-2015","0.765","1.89","-5.47","1.63","-18.28%","0.00%","26-Aug-2015","0.82","2.02","-5.86","1.74","-17.06%","0.00%"
"31-Mar-2015","26-May-2015","31-Mar-2015","4","49,840","-15,881","-16,007","-16,007","0","57,560","- %","-32.12%","-27.81%","110,693","45.03","35.10","-14.46","-11.27","0.00","0.00","0.5200","0.41"," -183.01%"," -1,091.00%","31-Mar-2015","0.75","1.67","-5.19","1.44","-19.28%","0.00%","26-May-2015","0.78","1.73","-5.39","1.50","-18.54%","0.00%"
"31-Mar-2015","23-Feb-2015","31-Dec-2014","3","51,078","-5,318","-5,656","-5,656","0","61,950","- %","-11.07%","-9.13%","110,625","46.17","35.98","-5.11","-3.98","0.00","0.00","0.5600","0.44"," -4.94%"," -79.16%","31-Dec-2014","0.88","1.91","-17.21","1.57","-5.81%","0.00%","23-Feb-2015","0.81","1.75","-15.84","1.45","-6.31%","0.00%"
"31-Mar-2015","27-Nov-2014","30-Sep-2014","2","54,128","-5,056","-5,390","-5,390","0","78,623","- %","-9.96%","-6.86%","110,736","48.88","38.12","-4.87","-3.80","0.00","0.00","0.7100","0.55"," -59.99%"," -424.11%","30-Sep-2014","0.57","1.17","-11.71","0.80","-8.54%","0.00%","27-Nov-2014","0.88","1.80","-18.08","1.24","-5.53%","0.00%"
