Column1,AQR,T4Q,30/09/18,30/09/17,30/09/16,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","461,246","419,908","326,359","410,961","0","436,508","402,539","359,995","289,979","253,520","259,286","223,434","4.70%"
"YoY %","9.84%","28.66%","-20.59%","0.00%","0.00%","8.44%","11.82%","24.15%","14.38%","-2.22%","16.05%","-",""
"Horiz. %","206.44%","187.93%","146.07%","183.93%","0.00%","195.36%","180.16%","161.12%","129.78%","113.47%","116.05%","100.00%",""
"PBT","23,844","22,373","17,587","20,374","0","25,273","22,741","21,514","18,789","14,218","18,394","17,594","-0.00%"
"YoY %","6.57%","27.21%","-13.68%","0.00%","0.00%","11.13%","5.70%","14.50%","32.15%","-22.70%","4.55%","-",""
"Horiz. %","135.52%","127.16%","99.96%","115.80%","0.00%","143.65%","129.25%","122.28%","106.79%","80.81%","104.55%","100.00%",""
"Tax","-2,104","-1,446","-3,691","-4,368","0","-2,898","-4,542","-4,202","-3,710","-455","-961","471","-"
"YoY %","-45.50%","60.82%","15.50%","0.00%","0.00%","36.20%","-8.09%","-13.26%","-715.38%","52.65%","-304.03%","-",""
"Horiz. %","-446.71%","-307.01%","-783.65%","-927.39%","0.00%","-615.29%","-964.33%","-892.14%","-787.69%","-96.60%","-204.03%","100.00%",""
"NP","21,740","20,927","13,896","16,006","0","22,375","18,199","17,312","15,079","13,763","17,433","18,065","-3.13%"
"YoY %","3.88%","50.60%","-13.18%","0.00%","0.00%","22.95%","5.12%","14.81%","9.56%","-21.05%","-3.50%","-",""
"Horiz. %","120.34%","115.84%","76.92%","88.60%","0.00%","123.86%","100.74%","95.83%","83.47%","76.19%","96.50%","100.00%",""
"NP to SH","21,740","19,927","13,896","16,006","0","18,459","15,023","14,349","12,364","11,092","13,651","15,064","-0.97%"
"YoY %","9.10%","43.40%","-13.18%","0.00%","0.00%","22.87%","4.70%","16.05%","11.47%","-18.75%","-9.38%","-",""
"Horiz. %","144.32%","132.28%","92.25%","106.25%","0.00%","122.54%","99.73%","95.25%","82.08%","73.63%","90.62%","100.00%",""
"Tax Rate","8.82    %","6.46    %","20.99    %","21.44    %","-     %","11.47    %","19.97    %","19.53    %","19.75    %","3.20    %","5.22    %","-2.68    %","-"
"YoY %","36.53%","-69.22%","-2.10%","0.00%","0.00%","-42.56%","2.25%","-1.11%","517.19%","-38.70%","294.78%","-",""
"Horiz. %","-329.10%","-241.04%","-783.21%","-800.00%","0.00%","-427.99%","-745.15%","-728.73%","-736.94%","-119.40%","-194.78%","100.00%",""
"Total Cost","439,506","398,981","312,463","394,955","0","414,133","384,340","342,683","274,900","239,757","241,853","205,369","5.21%"
"YoY %","10.16%","27.69%","-20.89%","0.00%","0.00%","7.75%","12.16%","24.66%","14.66%","-0.87%","17.77%","-",""
"Horiz. %","214.01%","194.28%","152.15%","192.31%","0.00%","201.65%","187.15%","166.86%","133.86%","116.74%","117.77%","100.00%",""
"Net Worth","382,992","382,992","401,919","408,509","397,316","397,316","366,713","311,748","289,799","238,630","211,199","180,992","10.14%"
"YoY %","0.00%","-4.71%","-1.61%","2.82%","0.00%","8.35%","17.63%","7.57%","21.44%","12.99%","16.69%","-",""
"Horiz. %","211.61%","211.61%","222.06%","225.71%","219.52%","219.52%","202.61%","172.24%","160.12%","131.85%","116.69%","100.00%",""
"Div","-","0","-","-","-","-","-","1,477","-","-","-","1,305","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","113.20%","0.00%","0.00%","0.00%","100.00%",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","10.30    %","-     %","-     %","-     %","8.66    %","-"
