Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"03/09/2019","0.87","1.03","+0.16 (18.39%)","BUY","MIDF"
"03/09/2019","0.87","1.00","+0.13 (14.94%)","BUY","KENANGA"
"03/09/2019","0.87","0.90","+0.03 (3.45%)","HOLD","HLG"
"03/09/2019","0.87","1.20","+0.33 (37.93%)","BUY","AmInvest"
"07/08/2019","0.91","1.05","+0.14 (15.38%)","BUY","Rakuten"
"07/08/2019","0.91","1.05","+0.14 (15.38%)","BUY","KENANGA"
"07/08/2019","0.91","1.00","+0.09 (9.89%)","HOLD","HLG"
"07/08/2019","0.91","1.25","+0.34 (37.36%)","BUY","AmInvest"
"24/07/2019","0.91","1.04","+0.13 (14.29%)","BUY","MIDF"
"24/07/2019","0.91","1.05","+0.14 (15.38%)","BUY","KENANGA"

