Column1,AQR,T4Q,31/03/19,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,CAGR
"Revenue","600,120","584,769","589,888","657,938","573,428","568,475","618,009","533,134","340,016","302,663","293,036","272,328","8.96%"
"YoY %","2.63%","-0.87%","-10.34%","14.74%","0.87%","-8.02%","15.92%","56.80%","12.34%","3.29%","7.60%","-",""
"Horiz. %","220.37%","214.73%","216.61%","241.60%","210.57%","208.75%","226.94%","195.77%","124.86%","111.14%","107.60%","100.00%",""
"PBT","15,556","8,007","11,964","54,629","100,582","105,769","110,663","112,534","28,486","3,262","31,819","14,069","-1.78%"
"YoY %","94.28%","-33.07%","-78.10%","-45.69%","-4.90%","-4.42%","-1.66%","295.05%","773.27%","-89.75%","126.16%","-",""
"Horiz. %","110.57%","56.91%","85.04%","388.29%","714.92%","751.79%","786.57%","799.87%","202.47%","23.19%","226.16%","100.00%",""
"Tax","-5,068","-10,399","-11,339","-21,004","-17,655","-22,924","-27,920","-20,979","-6,692","-1,673","-3,030","-1,959","21.53%"
"YoY %","51.26%","8.29%","46.02%","-18.97%","22.98%","17.89%","-33.09%","-213.49%","-300.00%","44.79%","-54.67%","-",""
"Horiz. %","258.70%","530.83%","578.82%","1,072.18%","901.23%","1,170.19%","1,425.22%","1,070.90%","341.60%","85.40%","154.67%","100.00%",""
"NP","10,488","-2,392","625","33,625","82,927","82,845","82,743","91,555","21,794","1,589","28,789","12,110","-28.05%"
"YoY %","538.46%","-482.72%","-98.14%","-59.45%","0.10%","0.12%","-9.62%","320.09%","1,271.55%","-94.48%","137.73%","-",""
"Horiz. %","86.61%","-19.75%","5.16%","277.66%","684.78%","684.10%","683.26%","756.03%","179.97%","13.12%","237.73%","100.00%",""
"NP to SH","7,768","-4,986","-1,374","30,451","81,351","77,080","72,876","74,621","17,345","1,071","28,388","11,586","-"
"YoY %","255.80%","-262.88%","-104.51%","-62.57%","5.54%","5.77%","-2.34%","330.22%","1,519.51%","-96.23%","145.02%","-",""
"Horiz. %","67.05%","-43.03%","-11.86%","262.83%","702.15%","665.29%","629.00%","644.06%","149.71%","9.24%","245.02%","100.00%",""
"Tax Rate","32.58    %","129.87    %","94.78    %","38.45    %","17.55    %","21.67    %","25.23    %","18.64    %","23.49    %","51.29    %","9.52    %","13.92    %","23.74%"
"YoY %","-74.91%","37.02%","146.50%","119.09%","-19.01%","-14.11%","35.35%","-20.65%","-54.20%","438.76%","-31.61%","-",""
"Horiz. %","234.05%","932.97%","680.89%","276.22%","126.08%","155.68%","181.25%","133.91%","168.75%","368.46%","68.39%","100.00%",""
"Total Cost","589,632","587,161","589,263","624,313","490,501","485,630","535,266","441,579","318,222","301,074","264,247","260,218","9.50%"
"YoY %","0.42%","-0.36%","-5.61%","27.28%","1.00%","-9.27%","21.22%","38.76%","5.70%","13.94%","1.55%","-",""
"Horiz. %","226.59%","225.64%","226.45%","239.92%","188.50%","186.62%","205.70%","169.70%","122.29%","115.70%","101.55%","100.00%",""
"Net Worth","691,305","691,305","688,063","737,803","650,171","599,610","458,559","399,384","58,030","277,414","280,911","204,303","14.44%"
"YoY %","0.00%","0.47%","-6.74%","13.48%","8.43%","30.76%","14.82%","588.23%","-79.08%","-1.24%","37.50%","-",""
"Horiz. %","338.37%","338.37%","336.79%","361.13%","318.24%","293.49%","224.45%","195.49%","28.40%","135.79%","137.50%","100.00%",""
"Div","-","0","-","-","-","-","16,827","10,510","1,513","5,884","5,887","5,885","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","60.11%","594.26%","-74.27%","-0.05%","0.04%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","285.93%","178.58%","25.72%","99.99%","100.04%","100.00%",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","23.09    %","14.08    %","8.73    %","549.44    %","20.74    %","50.80    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","63.99%","61.28%","-98.41%","2,549.18%","-59.17%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","45.45%","27.72%","17.19%","1,081.57%","40.83%","100.00%",""
"Net Worth","691,305","691,305","688,063","737,803","650,171","599,610","458,559","399,384","58,030","277,414","280,911","204,303","14.44%"
"YoY %","0.00%","0.47%","-6.74%","13.48%","8.43%","30.76%","14.82%","588.23%","-79.08%","-1.24%","37.50%","-",""
"Horiz. %","338.37%","338.37%","336.79%","361.13%","318.24%","293.49%","224.45%","195.49%","28.40%","135.79%","137.50%","100.00%",""
"NOSH","454,806","454,806","455,671","455,434","416,776","416,396","420,696","420,405","84,102","84,065","84,105","84,075","20.64%"
"YoY %","0.00%","-0.19%","0.05%","9.28%","0.09%","-1.02%","0.07%","399.87%","0.04%","-0.05%","0.04%","-",""
"Horiz. %","540.95%","540.95%","541.98%","541.70%","495.72%","495.27%","500.38%","500.03%","100.03%","99.99%","100.04%","100.00%",""
"NP Margin","1.75    %","-0.41    %","0.11    %","5.11    %","14.46    %","14.57    %","13.39    %","17.17    %","6.41    %","0.53    %","9.82    %","4.45    %","-33.69%"
"YoY %","526.83%","-472.73%","-97.85%","-64.66%","-0.75%","8.81%","-22.02%","167.86%","1,109.43%","-94.60%","120.67%","-",""
"Horiz. %","39.33%","-9.21%","2.47%","114.83%","324.94%","327.42%","300.90%","385.84%","144.04%","11.91%","220.67%","100.00%",""
"ROE","1.12    %","-0.72    %","-0.20    %","4.13    %","12.51    %","12.86    %","15.89    %","18.68    %","29.89    %","0.39    %","10.11    %","5.67    %","-"
"YoY %","255.56%","-260.00%","-104.84%","-66.99%","-2.72%","-19.07%","-14.94%","-37.50%","7,564.10%","-96.14%","78.31%","-",""
"Horiz. %","19.75%","-12.70%","-3.53%","72.84%","220.63%","226.81%","280.25%","329.45%","527.16%","6.88%","178.31%","100.00%",""
"RPS","131.95","128.58","129.45","144.46","137.59","136.52","146.90","126.81","404.29","360.03","348.42","323.91","-9.68%"
"YoY %","2.62%","-0.67%","-10.39%","4.99%","0.78%","-7.07%","15.84%","-68.63%","12.29%","3.33%","7.57%","-",""
"Horiz. %","40.74%","39.70%","39.96%","44.60%","42.48%","42.15%","45.35%","39.15%","124.82%","111.15%","107.57%","100.00%",""
"EPS","1.72","-1.10","-0.30","7.31","19.54","18.48","17.33","17.75","4.12","1.27","33.75","13.78","-"
"YoY %","256.36%","-266.67%","-104.10%","-62.59%","5.74%","6.64%","-2.37%","330.83%","224.41%","-96.24%","144.92%","-",""
"Horiz. %","12.48%","-7.98%","-2.18%","53.05%","141.80%","134.11%","125.76%","128.81%","29.90%","9.22%","244.92%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","4.00","2.50","1.80","7.00","7.00","7.00","-"
