F.Y.,Ann. Date,Quarter,#,Revenue,PBT,NP,NP to SH,Div,Net Worth,Div Payout %,NP Margin,ROE,NOSH,RPS,Adj. RPS,EPS,Adj. EPS,DPS,Adj. DPS,NAPS,Adj. NAPS,QoQ,YoY,EOQ Date,EOQ Price,EOQ P/RPS,EOQ P/EPS,EOQ P/NAPS,EOQ EY,EOQ DY,ANN Date,ANN Price,ANN P/RPS,ANN P/EPS,ANN P/NAPS,ANN EY,ANN DY
"31-Dec-2019","27-May-2019","31-Mar-2019","1","4,913","-11,788","-12,148","-11,709","0","54,559","- %","-247.26%","-21.46%","681,990","0.72","0.72","-1.72","-1.72","0.00","0.00","0.0800","0.08"," 2.72%"," -36.68%","29-Mar-2019","0.035","4.86","-2.04","0.44","-49.05%","0.00%","27-May-2019","0.03","4.16","-1.75","0.38","-57.23%","0.00%"
"31-Dec-2018","27-Feb-2019","31-Dec-2018","4","5,000","-12,193","-12,476","-12,037","0","50,264","- %","-249.52%","-23.95%","628,308","0.80","0.73","-1.92","-1.76","0.00","0.00","0.0800","0.07"," 25.71%"," -18.67%","31-Dec-2018","0.03","3.77","-1.57","0.38","-63.86%","0.00%","27-Feb-2019","0.035","4.40","-1.83","0.44","-54.74%","0.00%"
"31-Dec-2018","26-Nov-2018","30-Sep-2018","3","5,401","-16,159","-16,230","-16,202","0","48,812","- %","-300.50%","-33.19%","610,151","0.89","0.79","-2.66","-2.38","0.00","0.00","0.0800","0.07"," -15.64%"," -1,414.21%","28-Sep-2018","0.045","5.08","-1.69","0.56","-59.01%","0.00%","26-Nov-2018","0.04","4.52","-1.51","0.50","-66.39%","0.00%"
"31-Dec-2018","27-Aug-2018","30-Jun-2018","2","6,452","-14,007","-14,076","-14,011","0","67,342","- %","-218.16%","-20.81%","748,253","0.86","0.95","-1.87","-2.05","0.00","0.00","0.0900","0.10"," -63.55%"," -948.64%","29-Jun-2018","0.05","5.80","-2.67","0.56","-37.45%","0.00%","27-Aug-2018","0.05","5.80","-2.67","0.56","-37.45%","0.00%"
"31-Dec-2018","30-May-2018","31-Mar-2018","1","7,508","-8,696","-8,632","-8,567","0","47,128","- %","-114.97%","-18.18%","471,289","1.59","1.10","-1.82","-1.26","0.00","0.00","0.1000","0.07"," 15.54%"," -122.75%","30-Mar-2018","0.06","3.77","-3.30","0.60","-30.30%","0.00%","30-May-2018","0.05","3.14","-2.75","0.50","-36.36%","0.00%"
"31-Dec-2017","28-Feb-2018","31-Dec-2017","4","8,951","-10,542","-10,478","-10,143","0","73,348","- %","-117.06%","-13.83%","814,988","1.10","1.31","-1.24","-1.49","0.00","0.00","0.0900","0.11"," -847.94%"," -944.59%","29-Dec-2017","0.135","12.29","-10.85","1.50","-9.22%","0.00%","28-Feb-2018","0.08","7.28","-6.43","0.89","-15.56%","0.00%"
"31-Dec-2017","22-Nov-2017","30-Sep-2017","3","23,599","-2,214","-1,836","-1,070","0","26,079","- %","-7.78%","-4.10%","869,321","2.71","3.46","-0.12","-0.16","0.00","0.00","0.0300","0.04"," -164.81%"," 43.18%","29-Sep-2017","0.05","1.84","-40.62","1.67","-2.46%","0.00%","22-Nov-2017","0.045","1.66","-36.56","1.50","-2.74%","0.00%"
"31-Dec-2017","25-Aug-2017","30-Jun-2017","2","41,982","688","981","1,651","0","26,079","- %","2.34%","6.33%","869,321","4.83","6.16","0.19","0.24","0.00","0.00","0.0300","0.04"," 142.93%"," 129.67%","30-Jun-2017","0.05","1.04","26.33","1.67","3.80%","0.00%","25-Aug-2017","0.045","0.93","23.69","1.50","4.22%","0.00%"
"31-Dec-2017","24-May-2017","31-Mar-2017","1","66,407","-4,425","-4,374","-3,846","0","26,079","- %","-6.59%","-14.75%","869,321","7.64","9.74","-0.44","-0.56","0.00","0.00","0.0300","0.04"," -296.09%"," 92.74%","31-Mar-2017","0.07","0.92","-15.82","2.33","-6.32%","0.00%","24-May-2017","0.06","0.79","-13.56","2.00","-7.37%","0.00%"
"31-Dec-2016","28-Feb-2017","31-Dec-2016","4","91,882","-1,636","-986","-971","0","26,079","- %","-1.07%","-3.72%","869,321","10.57","13.47","-0.11","-0.14","0.00","0.00","0.0300","0.04"," 48.43%"," 98.28%","30-Dec-2016","0.07","0.66","-62.67","2.33","-1.60%","0.00%","28-Feb-2017","0.065","0.61","-58.19","2.17","-1.72%","0.00%"
"31-Dec-2016","25-Nov-2016","30-Sep-2016","3","115,529","-1,093","-1,108","-1,883","0","26,079","- %","-0.96%","-7.22%","869,321","13.29","16.94","-0.22","-0.28","0.00","0.00","0.0300","0.04"," 66.16%"," 96.77%","30-Sep-2016","0.075","0.56","-34.63","2.50","-2.89%","0.00%","25-Nov-2016","0.06","0.45","-27.70","2.00","-3.61%","0.00%"
"30-Jun-2016","30-Aug-2016","30-Jun-2016","2","135,538","-4,283","-4,528","-5,565","0","25,351","- %","-3.34%","-21.95%","868,208","15.61","19.87","-0.64","-0.82","0.00","0.00","0.0292","0.04"," 89.49%"," 90.56%","30-Jun-2016","0.06","0.38","-9.36","2.05","-10.68%","0.00%","30-Aug-2016","0.075","0.48","-11.70","2.57","-8.55%","0.00%"
"30-Jun-2016","25-May-2016","31-Mar-2016","1","150,430","-51,374","-51,726","-52,956","0","35,599","- %","-34.39%","-148.75%","890,000","16.90","22.06","-5.95","-7.76","0.00","0.00","0.0400","0.05"," 5.96%"," -1,288.46%","31-Mar-2016","0.06","0.35","-1.01","1.50","-99.17%","0.00%","25-May-2016","0.07","0.41","-1.18","1.75","-85.00%","0.00%"
"30-Jun-2016","25-Feb-2016","31-Dec-2015","2","160,596","-53,831","-55,043","-56,312","0","31,119","- %","-34.27%","-180.95%","864,444","18.58","23.55","-6.51","-8.26","0.00","0.00","0.0360","0.05"," 3.46%"," -6,684.58%","31-Dec-2015","0.07","0.38","-1.07","1.94","-93.06%","0.00%","25-Feb-2016","0.065","0.35","-1.00","1.81","-100.22%","0.00%"
"30-Jun-2016","18-Nov-2015","30-Sep-2015","1","163,600","-55,924","-57,101","-58,329","0","31,358","- %","-34.90%","-186.01%","883,333","18.52","23.99","-6.60","-8.55","0.00","0.00","0.0355","0.05"," 1.04%"," -1,880.61%","30-Sep-2015","0.08","0.43","-1.21","2.25","-82.54%","0.00%","18-Nov-2015","0.08","0.43","-1.21","2.25","-82.54%","0.00%"
"30-Jun-2015","28-Aug-2015","30-Jun-2015","4","160,572","-56,624","-57,746","-58,943","0","32,863","- %","-35.96%","-179.36%","869,411","18.47","23.54","-6.78","-8.64","0.00","0.00","0.0378","0.05"," -1,445.44%"," -11,855.98%","30-Jun-2015","0.105","0.57","-1.55","2.78","-64.57%","0.00%","28-Aug-2015","0.065","0.35","-0.96","1.72","-104.30%","0.00%"
"30-Jun-2015","13-May-2015","31-Mar-2015","3","162,607","-1,282","-1,985","-3,814","0","88,187","- %","-1.22%","-4.32%","881,875","18.44","23.84","-0.43","-0.56","0.00","0.00","0.1000","0.13"," -359.52%"," 69.73%","31-Mar-2015","0.145","0.79","-33.53","1.45","-2.98%","0.00%","13-May-2015","0.115","0.62","-26.59","1.15","-3.76%","0.00%"
"30-Jun-2015","18-Feb-2015","31-Dec-2014","2","158,839","1,657","995","-830","0","88,500","- %","0.63%","-0.94%","884,999","17.95","23.29","-0.09","-0.12","0.00","0.00","0.1000","0.13"," 71.82%"," 94.72%","31-Dec-2014","0.14","0.78","-149.28","1.40","-0.67%","0.00%","18-Feb-2015","0.17","0.95","-181.27","1.70","-0.55%","0.00%"
"30-Jun-2015","18-Nov-2014","30-Sep-2014","1","154,274","-418","-1,071","-2,945","0","88,105","- %","-0.69%","-3.34%","881,052","17.51","22.62","-0.33","-0.43","0.00","0.00","0.1000","0.13"," -497.36%"," 76.97%","30-Sep-2014","0.295","1.68","-88.25","2.95","-1.13%","0.00%","18-Nov-2014","0.215","1.23","-64.32","2.15","-1.55%","0.00%"
"30-Jun-2014","29-Aug-2014","30-Jun-2014","4","159,998","2,108","1,424","-493","0","96,049","- %","0.89%","-0.51%","873,181","18.32","23.46","-0.06","-0.07","0.00","0.00","0.1100","0.14"," 96.09%"," 96.44%","30-Jun-2014","0.15","0.82","-265.67","1.36","-0.38%","0.00%","29-Aug-2014","0.305","1.66","-540.20","2.77","-0.19%","0.00%"
"30-Jun-2014","29-May-2014","31-Mar-2014","3","163,987","-10,264","-11,340","-12,601","0","81,000","- %","-6.92%","-15.56%","810,000","20.25","24.05","-1.56","-1.85","0.00","0.00","0.1000","0.12"," 19.85%"," -315.33%","31-Mar-2014","0.13","0.64","-8.36","1.30","-11.97%","0.00%","29-May-2014","0.16","0.79","-10.28","1.60","-9.72%","0.00%"
"30-Jun-2014","24-Feb-2014","31-Dec-2013","2","174,156","-13,408","-14,464","-15,721","0","86,000","- %","-8.31%","-18.28%","860,000","20.25","25.54","-1.83","-2.31","0.00","0.00","0.1000","0.13"," -22.95%"," -933.56%","31-Dec-2013","0.075","0.37","-4.10","0.75","-24.37%","0.00%","24-Feb-2014","0.12","0.59","-6.56","1.20","-15.23%","0.00%"
"30-Jun-2014","27-Nov-2013","30-Sep-2013","1","189,503","-10,289","-11,443","-12,786","0","95,088","- %","-6.04%","-13.45%","864,444","21.92","27.79","-1.48","-1.87","0.00","0.00","0.1100","0.14"," 7.54%"," -330.01%","30-Sep-2013","0.075","0.34","-5.07","0.68","-19.72%","0.00%","27-Nov-2013","0.08","0.36","-5.41","0.73","-18.49%","0.00%"
"30-Jun-2013","29-Aug-2013","30-Jun-2013","4","199,287","-11,271","-12,448","-13,829","0","95,775","- %","-6.25%","-14.44%","870,683","22.89","29.22","-1.59","-2.03","0.00","0.00","0.1100","0.14"," -355.80%"," -252.07%","28-Jun-2013","0.075","0.33","-4.72","0.68","-21.18%","0.00%","29-Aug-2013","0.065","0.28","-4.09","0.59","-24.44%","0.00%"
"30-Jun-2013","31-May-2013","31-Mar-2013","3","205,421","-289","-1,550","-3,034","0","104,399","- %","-0.75%","-2.91%","869,999","23.61","30.12","-0.35","-0.44","0.00","0.00","0.1200","0.15"," -260.87%"," -141.29%","29-Mar-2013","0.07","0.30","-20.07","0.58","-4.98%","0.00%","31-May-2013","0.08","0.34","-22.94","0.67","-4.36%","0.00%"
"30-Jun-2013","25-Feb-2013","31-Dec-2012","2","209,801","4,412","3,342","1,886","0","100,559","- %","1.59%","1.88%","837,999","25.04","30.76","0.23","0.28","0.00","0.00","0.1200","0.15"," -66.07%"," -65.31%","31-Dec-2012","0.08","0.32","35.55","0.67","2.81%","0.00%","25-Feb-2013","0.07","0.28","31.10","0.58","3.22%","0.00%"
"30-Jun-2013","30-Nov-2012","30-Sep-2012","1","208,714","8,234","7,010","5,559","0","105,999","- %","3.36%","5.24%","883,333","23.63","30.60","0.63","0.82","0.00","0.00","0.1200","0.16"," -38.87%"," 19.22%","28-Sep-2012","0.09","0.38","14.30","0.75","6.99%","0.00%","30-Nov-2012","0.08","0.34","12.71","0.67","7.87%","0.00%"
"30-Jun-2012","30-Aug-2012","30-Jun-2012","4","212,546","11,867","10,563","9,094","0","104,228","- %","4.97%","8.73%","868,571","24.47","31.17","1.05","1.33","0.00","0.00","0.1200","0.15"," 23.76%"," 283.23%","29-Jun-2012","0.09","0.37","8.60","0.75","11.63%","0.00%","30-Aug-2012","0.09","0.37","8.60","0.75","11.63%","0.00%"
"30-Jun-2012","30-May-2012","31-Mar-2012","3","204,326","10,083","8,770","7,348","0","102,365","- %","4.29%","7.18%","853,043","23.95","29.96","0.86","1.08","0.00","0.00","0.1200","0.15"," 35.17%"," 757.41%","30-Mar-2012","0.09","0.38","10.45","0.75","9.57%","0.00%","30-May-2012","0.08","0.33","9.29","0.67","10.77%","0.00%"
"30-Jun-2012","21-Feb-2012","31-Dec-2011","2","198,900","8,431","6,908","5,436","0","105,535","- %","3.47%","5.15%","879,459","22.62","29.16","0.62","0.80","0.00","0.00","0.1200","0.15"," 16.58%"," 1,002.64%","30-Dec-2011","0.08","0.35","12.94","0.67","7.73%","0.00%","21-Feb-2012","0.11","0.49","17.80","0.92","5.62%","0.00%"
"30-Jun-2012","29-Nov-2011","30-Sep-2011","1","194,525","7,432","6,106","4,663","0","103,263","- %","3.14%","4.52%","860,526","22.61","28.52","0.54","0.68","0.00","0.00","0.1200","0.15"," 96.50%"," 420.04%","30-Sep-2011","0.06","0.27","11.07","0.50","9.03%","0.00%","29-Nov-2011","0.08","0.35","14.76","0.67","6.77%","0.00%"
"30-Jun-2011","25-Aug-2011","30-Jun-2011","4","183,489","4,928","3,775","2,373","0","96,292","- %","2.06%","2.46%","875,384","20.96","26.90","0.27","0.35","0.00","0.00","0.1100","0.14"," 176.90%"," 200.81%","30-Jun-2011","0.075","0.36","27.67","0.68","3.61%","0.00%","25-Aug-2011","0.06","0.29","22.13","0.55","4.52%","0.00%"
"30-Jun-2011","30-May-2011","31-Mar-2011","3","189,093","3,275","2,215","857","0","55,000","- %","1.17%","1.56%","500,000","37.82","27.73","0.17","0.13","0.00","0.00","0.1100","0.08"," 73.83%"," 175.04%","31-Mar-2011","0.09","0.24","52.51","0.82","1.90%","0.00%","30-May-2011","0.08","0.21","46.67","0.73","2.14%","0.00%"
"30-Jun-2011","28-Feb-2011","31-Dec-2010","2","188,283","2,801","1,801","493","0","94,106","- %","0.96%","0.52%","855,517","22.01","27.61","0.06","0.07","0.00","0.00","0.1100","0.14"," 133.84%"," 110.08%","30-Dec-2010","0.09","0.41","156.18","0.82","0.64%","0.00%","28-Feb-2011","0.08","0.36","138.83","0.73","0.72%","0.00%"
"30-Jun-2011","22-Nov-2010","30-Sep-2010","1","174,872","322","-472","-1,457","0","97,999","- %","-0.27%","-1.49%","890,909","19.63","25.64","-0.16","-0.21","0.00","0.00","0.1100","0.14"," 38.11%"," 81.91%","30-Sep-2010","0.08","0.41","-48.92","0.73","-2.04%","0.00%","22-Nov-2010","0.09","0.46","-55.03","0.82","-1.82%","0.00%"
"30-Jun-2010","26-Aug-2010","30-Jun-2010","4","162,543","-981","-1,633","-2,354","0","94,174","- %","-1.00%","-2.50%","856,129","18.99","23.83","-0.27","-0.35","0.00","0.00","0.1100","0.14"," -106.13%"," 81.29%","30-Jun-2010","0.08","0.42","-29.10","0.73","-3.44%","0.00%","26-Aug-2010","0.07","0.37","-25.46","0.64","-3.93%","0.00%"
"30-Jun-2010","24-May-2010","31-Mar-2010","3","148,678","-468","-736","-1,142","0","86,350","- %","-0.50%","-1.32%","785,000","18.94","21.80","-0.15","-0.17","0.00","0.00","0.1100","0.13"," 76.64%"," 90.35%","31-Mar-2010","0.09","0.48","-61.87","0.82","-1.62%","0.00%","24-May-2010","0.08","0.42","-54.99","0.73","-1.82%","0.00%"
"30-Jun-2010","25-Feb-2010","31-Dec-2009","2","147,384","-4,417","-4,668","-4,889","0","97,350","- %","-3.17%","-5.02%","885,000","16.65","21.61","-0.55","-0.72","0.00","0.00","0.1100","0.14"," 39.30%"," -132.26%","31-Dec-2009","0.09","0.54","-16.29","0.82","-6.14%","0.00%","25-Feb-2010","0.09","0.54","-16.29","0.82","-6.14%","0.00%"
"30-Jun-2010","25-Nov-2009","30-Sep-2009","1","171,395","-7,348","-7,691","-8,055","0","91,300","- %","-4.49%","-8.82%","830,000","20.65","25.13","-0.97","-1.18","0.00","0.00","0.1100","0.13"," 35.99%"," -331.20%","30-Sep-2009","0.09","0.44","-9.27","0.82","-10.78%","0.00%","25-Nov-2009","0.09","0.44","-9.27","0.82","-10.78%","0.00%"
"30-Jun-2009","27-Aug-2009","30-Jun-2009","4","204,147","-11,501","-11,975","-12,584","3,051","93,305","- %","-5.87%","-13.49%","848,235","24.07","29.93","-1.48","-1.85","0.36","0.45","0.1100","0.14"," -6.37%"," -265.30%","30-Jun-2009","0.09","0.37","-6.07","0.82","-16.48%","4.00%","27-Aug-2009","0.09","0.37","-6.07","0.82","-16.48%","4.00%"

