Column1,AQR,T4Q,30/04/19,30/04/18,30/04/17,30/04/16,30/04/15,30/04/14,30/04/13,30/04/12,30/04/11,30/04/10,CAGR
"Revenue","328,354","328,354","328,354","461,781","403,987","297,629","239,851","253,423","266,529","239,533","223,254","511,064","-4.79%"
"YoY %","0.00%","0.00%","-28.89%","14.31%","35.74%","24.09%","-5.36%","-4.92%","11.27%","7.29%","-56.32%","-",""
"Horiz. %","64.25%","64.25%","64.25%","90.36%","79.05%","58.24%","46.93%","49.59%","52.15%","46.87%","43.68%","100.00%",""
"PBT","63,497","63,497","63,497","99,026","78,127","49,072","42,673","53,149","63,930","48,778","41,288","95,627","-4.44%"
"YoY %","0.00%","0.00%","-35.88%","26.75%","59.21%","15.00%","-19.71%","-16.86%","31.06%","18.14%","-56.82%","-",""
"Horiz. %","66.40%","66.40%","66.40%","103.55%","81.70%","51.32%","44.62%","55.58%","66.85%","51.01%","43.18%","100.00%",""
"Tax","-16,351","-16,351","-16,351","-23,911","-18,927","-12,507","-12,249","-12,278","-15,919","-13,076","-11,578","-23,763","-4.07%"
"YoY %","0.00%","0.00%","31.62%","-26.33%","-51.33%","-2.11%","0.24%","22.87%","-21.74%","-12.94%","51.28%","-",""
"Horiz. %","68.81%","68.81%","68.81%","100.62%","79.65%","52.63%","51.55%","51.67%","66.99%","55.03%","48.72%","100.00%",""
"NP","47,146","47,146","47,146","75,115","59,200","36,565","30,424","40,871","48,011","35,702","29,710","71,864","-4.57%"
"YoY %","0.00%","0.00%","-37.23%","26.88%","61.90%","20.18%","-25.56%","-14.87%","34.48%","20.17%","-58.66%","-",""
"Horiz. %","65.60%","65.60%","65.60%","104.52%","82.38%","50.88%","42.34%","56.87%","66.81%","49.68%","41.34%","100.00%",""
"NP to SH","47,409","47,409","47,409","74,828","59,264","36,343","29,760","40,271","47,153","34,003","28,370","70,597","-4.33%"
"YoY %","0.00%","0.00%","-36.64%","26.26%","63.07%","22.12%","-26.10%","-14.60%","38.67%","19.86%","-59.81%","-",""
"Horiz. %","67.15%","67.15%","67.15%","105.99%","83.95%","51.48%","42.15%","57.04%","66.79%","48.16%","40.19%","100.00%",""
"Tax Rate","25.75    %","25.75    %","25.75    %","24.15    %","24.23    %","25.49    %","28.70    %","23.10    %","24.90    %","26.81    %","28.04    %","24.85    %","0.40%"
"YoY %","0.00%","0.00%","6.63%","-0.33%","-4.94%","-11.18%","24.24%","-7.23%","-7.12%","-4.39%","12.84%","-",""
"Horiz. %","103.62%","103.62%","103.62%","97.18%","97.51%","102.58%","115.49%","92.96%","100.20%","107.89%","112.84%","100.00%",""
"Total Cost","281,208","281,208","281,208","386,666","344,787","261,064","209,427","212,552","218,518","203,831","193,544","439,200","-4.83%"
"YoY %","0.00%","0.00%","-27.27%","12.15%","32.07%","24.66%","-1.47%","-2.73%","7.21%","5.32%","-55.93%","-",""
"Horiz. %","64.03%","64.03%","64.03%","88.04%","78.50%","59.44%","47.68%","48.40%","49.75%","46.41%","44.07%","100.00%",""
"Net Worth","310,965","310,965","310,965","307,924","283,722","258,479","254,163","255,938","241,112","221,000","203,639","203,643","4.81%"
"YoY %","0.00%","0.00%","0.99%","8.53%","9.77%","1.70%","-0.69%","6.15%","9.10%","8.53%","-0.00%","-",""
"Horiz. %","152.70%","152.70%","152.70%","151.21%","139.32%","126.93%","124.81%","125.68%","118.40%","108.52%","100.00%","100.00%",""
"Div","37,780","37,780","37,780","58,099","46,322","29,151","29,326","27,562","15,810","17,918","14,973","56,900","-4.45%"
"YoY %","0.00%","-0.00%","-34.97%","25.42%","58.90%","-0.60%","6.40%","74.33%","-11.77%","19.67%","-73.68%","-",""
"Horiz. %","66.40%","66.40%","66.40%","102.11%","81.41%","51.23%","51.54%","48.44%","27.79%","31.49%","26.32%","100.00%",""
