Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","787,302","840,866","906,274","1,073,507","872,304","798,855","1,071,045","1,017,840","983,654","1,134,203","908,427","980,251","-0.87%"
"YoY %","-6.37%","-7.22%","-15.58%","23.07%","9.19%","-25.41%","5.23%","3.48%","-13.27%","24.85%","-7.33%","-",""
"Horiz. %","80.32%","85.78%","92.45%","109.51%","88.99%","81.49%","109.26%","103.83%","100.35%","115.71%","92.67%","100.00%",""
"PBT","53,412","62,279","81,329","192,093","113,580","-81,862","187,452","164,485","99,998","161,919","105,325","85,923","-0.61%"
"YoY %","-14.24%","-23.42%","-57.66%","69.13%","238.75%","-143.67%","13.96%","64.49%","-38.24%","53.73%","22.58%","-",""
"Horiz. %","62.16%","72.48%","94.65%","223.56%","132.19%","-95.27%","218.16%","191.43%","116.38%","188.45%","122.58%","100.00%",""
"Tax","-14,926","-18,583","-29,801","-49,545","-46,521","-16,163","-37,225","-7,922","-15,577","-32,390","-14,513","-5,889","19.73%"
"YoY %","19.68%","37.64%","39.85%","-6.50%","-187.82%","56.58%","-369.89%","49.14%","51.91%","-123.18%","-146.44%","-",""
"Horiz. %","253.46%","315.55%","506.05%","841.31%","789.96%","274.46%","632.11%","134.52%","264.51%","550.01%","246.44%","100.00%",""
"NP","38,486","43,696","51,528","142,548","67,059","-98,025","150,227","156,563","84,421","129,529","90,812","80,034","-4.77%"
"YoY %","-11.92%","-15.20%","-63.85%","112.57%","168.41%","-165.25%","-4.05%","85.46%","-34.82%","42.63%","13.47%","-",""
"Horiz. %","48.09%","54.60%","64.38%","178.11%","83.79%","-122.48%","187.70%","195.62%","105.48%","161.84%","113.47%","100.00%",""
"NP to SH","39,186","37,759","40,099","113,969","57,875","-98,997","138,767","150,963","77,027","118,456","84,281","72,314","-6.34%"
"YoY %","3.78%","-5.84%","-64.82%","96.92%","158.46%","-171.34%","-8.08%","95.99%","-34.97%","40.55%","16.55%","-",""
"Horiz. %","54.19%","52.22%","55.45%","157.60%","80.03%","-136.90%","191.90%","208.76%","106.52%","163.81%","116.55%","100.00%",""
