F.Y.,Ann. Date,Quarter,#,Revenue,PBT,NP,NP to SH,Div,Net Worth,Div Payout %,NP Margin,ROE,NOSH,RPS,Adj. RPS,EPS,Adj. EPS,DPS,Adj. DPS,NAPS,Adj. NAPS,QoQ,YoY,EOQ Date,EOQ Price,EOQ P/RPS,EOQ P/EPS,EOQ P/NAPS,EOQ EY,EOQ DY,ANN Date,ANN Price,ANN P/RPS,ANN P/EPS,ANN P/NAPS,ANN EY,ANN DY
"31-Dec-2018","28-Aug-2018","30-Jun-2018","2","166,189","18,876","13,462","13,462","-","378,490","- %","8.10%","3.56%","210,015","79.13","79.13","6.41","6.41","0.00","0.00","1.8022","1.80"," 98.47%"," 32.72%","29-Jun-2018","2.31","2.92","36.04","1.28","2.77%","0.00%","28-Aug-2018","2.33","2.94","36.35","1.29","2.75%","0.00%"
"31-Dec-2018","30-May-2018","31-Mar-2018","1","82,547","9,476","6,783","6,783","-","383,277","- %","8.22%","1.77%","209,969","39.31","39.30","3.23","3.23","0.00","0.00","1.8254","1.82"," -73.38%"," 35.28%","30-Mar-2018","2.42","6.16","74.91","1.33","1.33%","0.00%","30-May-2018","2.35","5.98","72.74","1.29","1.37%","0.00%"
"31-Dec-2017","26-Feb-2018","31-Dec-2017","4","313,849","35,272","25,478","25,478","10,167","331,461","39.91%","8.12%","7.69%","184,864","169.77","149.43","13.83","12.13","5.50","4.84","1.7930","1.58"," 40.18%"," 103.71%","29-Dec-2017","2.35","1.38","17.05","1.31","5.86%","2.34%","26-Feb-2018","2.34","1.38","16.98","1.31","5.89%","2.35%"
"31-Dec-2017","28-Nov-2017","30-Sep-2017","3","234,404","26,231","18,175","18,175","-","304,281","- %","7.75%","5.97%","181,931","128.84","111.60","9.99","8.65","0.00","0.00","1.6725","1.45"," 79.19%","  - %","29-Sep-2017","2.15","1.67","21.52","1.29","4.65%","0.00%","28-Nov-2017","2.32","1.80","23.22","1.39","4.31%","0.00%"
"31-Dec-2017","23-Aug-2017","30-Jun-2017","2","151,167","14,718","10,143","10,143","-","296,532","- %","6.71%","3.42%","182,100","83.01","71.97","5.57","4.83","0.00","0.00","1.6284","1.41"," 102.29%","  - %","30-Jun-2017","2.45","2.95","43.99","1.50","2.27%","0.00%","23-Aug-2017","2.23","2.69","40.04","1.37","2.50%","0.00%"
"31-Dec-2017","29-May-2017","31-Mar-2017","1","72,624","7,092","5,014","5,014","-","297,605","- %","6.90%","1.68%","181,977","39.91","34.58","2.76","2.39","0.00","0.00","1.6354","1.42"," -59.91%","  - %","31-Mar-2017","2.30","5.76","83.48","1.41","1.20%","0.00%","29-May-2017","2.50","6.26","90.73","1.53","1.10%","0.00%"
"31-Dec-2016","27-Feb-2017","31-Dec-2016","4","185,943","18,270","12,507","12,507","5,813","266,649","46.48%","6.73%","4.69%","166,095","111.95","88.53","7.53","5.95","3.50","2.77","1.6054","1.27"," 4.81%","  - %","30-Dec-2016","2.44","0.00","0.00","1.52","0.00%","0.00%","27-Feb-2017","2.34","0.00","0.00","1.46","0.00%","0.00%"
"31-Dec-2016","25-Jan-2017","30-Nov-2016","","159,667","16,912","11,933","11,933","-","267,966","- %","7.47%","4.45%","166,895","95.67","76.02","7.15","5.68","0.00","0.00","1.6056","1.28","  - %"," -18.84%","30-Nov-2016","2.26","2.36","31.61","1.41","3.16%","0.00%","25-Jan-2017","2.35","2.46","32.87","1.46","3.04%","0.00%"
"31-Dec-2016","26-Oct-2016","31-Aug-2016","","78,593","9,195","6,674","6,674","-","268,672","- %","8.49%","2.48%","161,598","48.63","37.42","4.13","3.18","0.00","0.00","1.6626","1.28","  - %"," -8.55%","30-Aug-2016","2.52","5.18","61.02","1.52","1.64%","0.00%","26-Oct-2016","2.46","5.06","59.56","1.48","1.68%","0.00%"
"31-May-2016","28-Jul-2016","31-May-2016","4","288,226","37,078","28,457","28,457","8,038","238,807","28.25%","9.87%","11.92%","146,158","197.20","137.23","19.47","13.55","5.50","3.83","1.6339","1.14","  - %"," 24.77%","31-May-2016","2.57","1.30","13.20","1.57","7.58%","2.14%","28-Jul-2016","2.40","1.22","12.33","1.47","8.11%","2.29%"
"31-May-2016","28-Apr-2016","29-Feb-2016","3","202,582","26,299","20,893","20,893","-","232,411","- %","10.31%","8.99%","145,393","139.33","96.45","14.37","9.95","0.00","0.00","1.5985","1.11","  - %"," 34.56%","29-Feb-2016","2.41","1.73","16.77","1.51","5.96%","0.00%","28-Apr-2016","2.58","1.85","17.95","1.61","5.57%","0.00%"
"31-May-2016","28-Jan-2016","30-Nov-2015","","132,279","18,951","14,703","14,703","-","233,308","- %","11.12%","6.30%","144,714","91.41","62.98","10.16","7.00","0.00","0.00","1.6122","1.11"," 101.47%"," 45.10%","30-Nov-2015","2.17","0.00","0.00","2.17","0.00%","0.00%","28-Jan-2016","2.31","0.00","0.00","2.31","0.00%","0.00%"
"31-May-2016","15-Oct-2015","31-Aug-2015","","66,658","9,371","7,298","7,298","-","223,120","- %","10.95%","3.27%","141,708","47.04","31.74","5.15","3.47","0.00","0.00","1.5745","1.06"," -68.00%"," 9.46%","28-Aug-2015","1.79","0.00","0.00","1.79","0.00%","0.00%","15-Oct-2015","1.85","0.00","0.00","1.85","0.00%","0.00%"
"31-May-2015","30-Jul-2015","31-May-2015","4","253,667","31,963","22,807","22,807","6,873","209,455","30.14%","8.99%","10.89%","137,474","184.52","120.78","16.59","10.86","5.00","3.27","1.5236","1.00"," 46.89%"," 5.75%","29-May-2015","1.93","1.05","11.63","1.27","8.60%","2.59%","30-Jul-2015","1.75","0.95","10.55","1.15","9.48%","2.86%"
"31-May-2015","28-Apr-2015","28-Feb-2015","3","181,935","20,960","15,527","15,527","-","200,148","- %","8.53%","7.76%","137,285","132.52","86.62","11.31","7.39","0.00","0.00","1.4579","0.95"," 53.23%"," 5.40%","27-Feb-2015","2.13","1.61","18.83","1.46","5.31%","0.00%","28-Apr-2015","2.05","1.55","18.13","1.41","5.52%","0.00%"
"31-May-2015","29-Jan-2015","30-Nov-2014","2","120,223","13,312","10,133","10,133","-","200,339","- %","8.43%","5.06%","137,303","87.56","57.24","7.38","4.82","0.00","0.00","1.4591","0.95"," 51.99%"," 17.88%","28-Nov-2014","2.06","2.35","27.91","1.41","3.58%","0.00%","29-Jan-2015","2.11","2.41","28.59","1.45","3.50%","0.00%"
"31-May-2015","14-Oct-2014","31-Aug-2014","1","62,378","8,757","6,667","6,667","-","195,474","- %","10.69%","3.41%","135,784","45.94","29.70","4.91","3.17","0.00","0.00","1.4396","0.93"," -69.09%"," 27.50%","29-Aug-2014","2.24","4.88","45.62","1.56","2.19%","0.00%","14-Oct-2014","2.04","4.44","41.55","1.42","2.41%","0.00%"
"31-May-2014","24-Jul-2014","31-May-2014","4","238,750","28,311","21,566","21,566","5,302","184,616","24.59%","9.03%","11.68%","132,550","180.12","113.67","16.27","10.27","4.00","2.52","1.3928","0.88"," 46.39%"," 12.13%","30-May-2014","1.80","1.00","11.06","1.29","9.04%","2.22%","24-Jul-2014","2.30","1.28","14.14","1.65","7.07%","1.74%"
"31-May-2014","29-Apr-2014","28-Feb-2014","3","170,494","18,829","14,732","14,732","-","176,850","- %","8.64%","8.33%","132,482","128.69","81.18","11.12","7.01","0.00","0.00","1.3349","0.84"," 71.38%"," 10.88%","28-Feb-2014","1.73","1.34","15.56","1.30","6.43%","0.00%","29-Apr-2014","1.92","1.49","17.27","1.44","5.79%","0.00%"
"31-May-2014","24-Jan-2014","30-Nov-2013","2","110,842","11,143","8,596","8,596","-","170,701","- %","7.76%","5.04%","132,449","83.69","52.77","6.49","4.09","0.00","0.00","1.2888","0.81"," 64.39%"," 3.79%","29-Nov-2013","1.82","2.17","28.04","1.41","3.57%","0.00%","24-Jan-2014","1.70","2.03","26.19","1.32","3.82%","0.00%"
"31-May-2014","11-Oct-2013","31-Aug-2013","1","55,661","6,555","5,229","5,229","-","172,306","- %","9.39%","3.03%","132,045","42.15","26.50","3.96","2.49","0.00","0.00","1.3049","0.82"," -72.81%"," 65.89%","30-Aug-2013","1.54","3.65","38.89","1.18","2.57%","0.00%","11-Oct-2013","1.68","3.99","42.42","1.29","2.36%","0.00%"
"31-May-2013","29-Jul-2013","31-May-2013","4","201,935","22,788","19,233","19,233","5,237","166,275","27.23%","9.52%","11.57%","130,925","154.24","96.15","14.69","9.16","4.00","2.49","1.2700","0.79"," 44.75%"," 81.68%","31-May-2013","1.42","0.92","9.67","1.12","10.35%","2.82%","29-Jul-2013","1.82","1.18","12.39","1.43","8.07%","2.20%"
"31-May-2013","23-Apr-2013","28-Feb-2013","3","151,441","16,230","13,287","13,287","-","159,548","- %","8.77%","8.33%","130,777","115.80","72.10","10.16","6.33","0.00","0.00","1.2200","0.76"," 60.43%"," 55.04%","28-Feb-2013","1.03","0.89","10.14","0.84","9.86%","0.00%","23-Apr-2013","1.16","1.00","11.42","0.95","8.76%","0.00%"
"31-May-2013","31-Jan-2013","30-Nov-2012","2","94,319","10,488","8,282","8,282","-","158,063","- %","8.78%","5.24%","130,630","72.20","44.91","6.34","3.94","0.00","0.00","1.2100","0.75"," 162.75%"," 69.19%","30-Nov-2012","0.88","1.22","13.88","0.73","7.20%","0.00%","31-Jan-2013","1.00","1.38","15.77","0.83","6.34%","0.00%"
"31-May-2013","31-Oct-2012","31-Aug-2012","1","47,656","4,084","3,152","3,152","-","153,022","- %","6.61%","2.06%","130,788","36.44","22.69","2.41","1.50","0.00","0.00","1.1700","0.73"," -70.22%"," 102.18%","30-Aug-2012","0.81","2.22","33.61","0.69","2.98%","0.00%","31-Oct-2012","0.85","2.33","35.27","0.73","2.84%","0.00%"
"31-May-2012","26-Jul-2012","31-May-2012","4","178,208","14,251","10,586","10,586","3,920","150,295","37.04%","5.94%","7.04%","130,691","136.36","84.85","8.10","5.04","3.00","1.87","1.1500","0.72"," 23.52%"," 30.72%","31-May-2012","0.83","0.61","10.25","0.72","9.76%","3.61%","26-Jul-2012","0.80","0.59","9.88","0.70","10.13%","3.75%"
"31-May-2012","30-Apr-2012","29-Feb-2012","3","131,525","10,852","8,570","8,570","-","147,166","- %","6.52%","5.82%","130,640","100.68","62.62","6.56","4.08","0.00","0.00","1.1265","0.70"," 75.08%"," 9.30%","29-Feb-2012","0.82","0.81","12.50","0.73","8.00%","0.00%","30-Apr-2012","0.81","0.80","12.35","0.72","8.10%","0.00%"
"31-May-2012","30-Jan-2012","30-Nov-2011","2","86,307","6,304","4,895","4,895","-","146,719","- %","5.67%","3.34%","130,533","66.12","41.09","3.75","2.33","0.00","0.00","1.1240","0.70"," 213.98%"," -13.91%","30-Nov-2011","0.78","1.18","20.80","0.69","4.81%","0.00%","30-Jan-2012","0.82","1.24","21.87","0.73","4.57%","0.00%"
"31-May-2012","24-Oct-2011","31-Aug-2011","1","41,235","2,063","1,559","1,559","-","144,017","- %","3.78%","1.08%","131,008","31.48","19.63","1.19","0.74","0.00","0.00","1.0993","0.69"," -80.75%"," -43.53%","29-Aug-2011","0.91","2.89","76.47","0.83","1.31%","0.00%","24-Oct-2011","0.66","2.10","55.46","0.60","1.80%","0.00%"
"31-May-2011","28-Jul-2011","31-May-2011","4","147,682","10,166","8,098","8,098","3,265","142,028","40.32%","5.48%","5.70%","130,612","113.07","70.31","6.20","3.86","2.50","1.55","1.0874","0.68"," 3.28%"," -35.43%","31-May-2011","0.73","0.65","11.77","0.67","8.49%","3.42%","28-Jul-2011","0.71","0.63","11.45","0.65","8.73%","3.52%"
