Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"26/07/2019","0.49","0.69","+0.20 (40.82%)","BUY","KENANGA"
"26/07/2019","0.50","0.63","+0.13 (26.00%)","BUY","JF APEX"
"24/07/2019","0.525","0.69","+0.165 (31.43%)","BUY","Rakuten"
"24/07/2019","0.525","0.69","+0.165 (31.43%)","BUY","KENANGA"
"05/07/2019","0.56","0.69","+0.13 (23.21%)","BUY","KENANGA"
"19/06/2019","0.575","0.69","+0.115 (20.00%)","BUY","KENANGA"
"25/04/2019","0.575","0.69","+0.115 (20.00%)","BUY","KENANGA"
"08/04/2019","0.575","0.69","+0.115 (20.00%)","BUY","Rakuten"
"08/04/2019","0.575","0.69","+0.115 (20.00%)","BUY","KENANGA"

