Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","1,468,092","1,504,327","1,513,663","1,470,631","1,378,892","1,284,586","1,169,693","1,119,022","1,039,326","902,729","751,726","698,462","8.97%"
"YoY %","-2.41%","-0.62%","2.93%","6.65%","7.34%","9.82%","4.53%","7.67%","15.13%","20.09%","7.63%","-",""
"Horiz. %","210.19%","215.38%","216.71%","210.55%","197.42%","183.92%","167.47%","160.21%","148.80%","129.25%","107.63%","100.00%",""
"PBT","356,910","404,194","405,965","403,749","518,925","393,066","341,949","256,801","214,036","200,053","181,307","161,335","10.79%"
"YoY %","-11.70%","-0.44%","0.55%","-22.20%","32.02%","14.95%","33.16%","19.98%","6.99%","10.34%","12.38%","-",""
"Horiz. %","221.22%","250.53%","251.63%","250.26%","321.64%","243.63%","211.95%","159.17%","132.67%","124.00%","112.38%","100.00%",""
"Tax","-80,434","-90,789","-91,916","-89,955","-81,702","-72,077","-58,933","-55,361","-47,111","-45,559","-43,399","-35,247","11.23%"
"YoY %","11.41%","1.23%","-2.18%","-10.10%","-13.35%","-22.30%","-6.45%","-17.51%","-3.41%","-4.98%","-23.13%","-",""
"Horiz. %","228.20%","257.58%","260.78%","255.21%","231.80%","204.49%","167.20%","157.07%","133.66%","129.26%","123.13%","100.00%",""
"NP","276,476","313,405","314,049","313,794","437,223","320,989","283,016","201,440","166,925","154,494","137,908","126,088","10.66%"
"YoY %","-11.78%","-0.21%","0.08%","-28.23%","36.21%","13.42%","40.50%","20.68%","8.05%","12.03%","9.37%","-",""
"Horiz. %","219.27%","248.56%","249.07%","248.87%","346.76%","254.58%","224.46%","159.76%","132.39%","122.53%","109.37%","100.00%",""
"NP to SH","276,476","313,405","314,049","313,794","437,223","320,989","283,016","201,440","166,925","154,494","137,908","126,088","10.66%"
"YoY %","-11.78%","-0.21%","0.08%","-28.23%","36.21%","13.42%","40.50%","20.68%","8.05%","12.03%","9.37%","-",""
"Horiz. %","219.27%","248.56%","249.07%","248.87%","346.76%","254.58%","224.46%","159.76%","132.39%","122.53%","109.37%","100.00%",""
"Tax Rate","22.54    %","22.46    %","22.64    %","22.28    %","15.74    %","18.34    %","17.23    %","21.56    %","22.01    %","22.77    %","23.94    %","21.85    %","0.40%"
"YoY %","0.36%","-0.80%","1.62%","41.55%","-14.18%","6.44%","-20.08%","-2.04%","-3.34%","-4.89%","9.57%","-",""
"Horiz. %","103.16%","102.79%","103.62%","101.97%","72.04%","83.94%","78.86%","98.67%","100.73%","104.21%","109.57%","100.00%",""
"Total Cost","1,191,616","1,190,922","1,199,614","1,156,837","941,669","963,597","886,677","917,582","872,401","748,235","613,818","572,374","8.56%"
