Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","1,382,346","1,382,346","1,382,346","1,323,259","1,035,197","1,017,982","1,048,470","1,141,728","1,126,994","1,206,148","1,034,734","869,936","5.28%"
"YoY %","0.00%","0.00%","4.47%","27.83%","1.69%","-2.91%","-8.17%","1.31%","-6.56%","16.57%","18.94%","-",""
"Horiz. %","158.90%","158.90%","158.90%","152.11%","119.00%","117.02%","120.52%","131.24%","129.55%","138.65%","118.94%","100.00%",""
"PBT","26,306","26,306","26,306","76,079","82,123","69,450","-27,023","38,433","37,511","38,564","94,775","116,562","-15.24%"
"YoY %","0.00%","0.00%","-65.42%","-7.36%","18.25%","357.00%","-170.31%","2.46%","-2.73%","-59.31%","-18.69%","-",""
"Horiz. %","22.57%","22.57%","22.57%","65.27%","70.45%","59.58%","-23.18%","32.97%","32.18%","33.08%","81.31%","100.00%",""
"Tax","-4,415","-4,415","-4,415","-16,269","-13,434","-14,848","5,757","-9,383","-9,505","-9,014","-25,595","-25,408","-17.66%"
"YoY %","0.00%","0.00%","72.86%","-21.10%","9.52%","-357.91%","161.36%","1.28%","-5.45%","64.78%","-0.74%","-",""
"Horiz. %","17.38%","17.38%","17.38%","64.03%","52.87%","58.44%","-22.66%","36.93%","37.41%","35.48%","100.74%","100.00%",""
"NP","21,891","21,891","21,891","59,810","68,689","54,602","-21,266","29,050","28,006","29,550","69,180","91,154","-14.65%"
"YoY %","0.00%","0.00%","-63.40%","-12.93%","25.80%","356.76%","-173.20%","3.73%","-5.23%","-57.29%","-24.11%","-",""
"Horiz. %","24.02%","24.02%","24.02%","65.61%","75.35%","59.90%","-23.33%","31.87%","30.72%","32.42%","75.89%","100.00%",""
"NP to SH","21,891","21,891","21,891","59,810","68,689","54,602","-21,266","29,050","28,006","29,550","69,180","91,154","-14.65%"
