Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","817","817","817","17,248","11,255","131,026","40,140","32,104","41,301","72,309","60,274","39,760","-35.04%"
"YoY %","0.00%","0.00%","-95.26%","53.25%","-91.41%","226.42%","25.03%","-22.27%","-42.88%","19.97%","51.59%","-",""
"Horiz. %","2.05%","2.05%","2.05%","43.38%","28.31%","329.54%","100.96%","80.74%","103.88%","181.86%","151.59%","100.00%",""
"PBT","-3,555","-3,555","-3,555","68,497","-29,178","18,040","2,000","4,785","15,206","19,965","17,388","4,188","-"
"YoY %","0.00%","0.00%","-105.19%","334.76%","-261.74%","802.00%","-58.20%","-68.53%","-23.84%","14.82%","315.19%","-",""
"Horiz. %","-84.89%","-84.89%","-84.89%","1,635.55%","-696.70%","430.75%","47.76%","114.26%","363.09%","476.72%","415.19%","100.00%",""
"Tax","-342","-342","-342","-5,819","4,781","-5,323","-1,649","-1,156","-3,515","-5,802","-2,118","26","-"
"YoY %","0.00%","0.00%","94.12%","-221.71%","189.82%","-222.80%","-42.65%","67.11%","39.42%","-173.94%","-8,246.15%","-",""
"Horiz. %","-1,315.38%","-1,315.38%","-1,315.38%","-22,380.77%","18,388.46%","-20,473.08%","-6,342.31%","-4,446.15%","-13,519.23%","-22,315.38%","-8,146.15%","100.00%",""
"NP","-3,897","-3,897","-3,897","62,678","-24,397","12,717","351","3,629","11,691","14,163","15,270","4,214","-"
"YoY %","0.00%","0.00%","-106.22%","356.91%","-291.85%","3,523.08%","-90.33%","-68.96%","-17.45%","-7.25%","262.36%","-",""
"Horiz. %","-92.48%","-92.48%","-92.48%","1,487.38%","-578.95%","301.78%","8.33%","86.12%","277.43%","336.09%","362.36%","100.00%",""
"NP to SH","-3,895","-3,897","-3,895","62,681","-24,395","12,717","352","3,680","10,597","12,627","14,810","4,269","-"
"YoY %","0.05%","-0.05%","-106.21%","356.94%","-291.83%","3,512.78%","-90.43%","-65.27%","-16.08%","-14.74%","246.92%","-",""
"Horiz. %","-91.24%","-91.29%","-91.24%","1,468.28%","-571.45%","297.89%","8.25%","86.20%","248.23%","295.78%","346.92%","100.00%",""
"Tax Rate","-     %","-     %","-     %","8.50    %","-     %","29.51    %","82.45    %","24.16    %","23.12    %","29.06    %","12.18    %","-0.62    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","-64.21%","241.27%","4.50%","-20.44%","138.59%","2,064.52%","-",""
"Horiz. %","0.00%","0.00%","0.00%","-1,370.97%","0.00%","-4,759.68%","-13,298.39%","-3,896.77%","-3,729.03%","-4,687.10%","-1,964.52%","100.00%",""
"Total Cost","4,714","4,714","4,714","-45,430","35,652","118,309","39,789","28,475","29,610","58,146","45,004","35,546","-20.10%"
"YoY %","0.00%","0.00%","110.38%","-227.43%","-69.87%","197.34%","39.73%","-3.83%","-49.08%","29.20%","26.61%","-",""
"Horiz. %","13.26%","13.26%","13.26%","-127.81%","100.30%","332.83%","111.94%","80.11%","83.30%","163.58%","126.61%","100.00%",""
"Net Worth","202,620","202,620","202,620","206,756","144,729","184,034","171,607","173,675","170,263","163,275","153,191","140,942","4.11%"
"YoY %","0.00%","0.00%","-2.00%","42.86%","-21.36%","7.24%","-1.19%","2.00%","4.28%","6.58%","8.69%","-",""
"Horiz. %","143.76%","143.76%","143.76%","146.70%","102.69%","130.57%","121.76%","123.22%","120.80%","115.85%","108.69%","100.00%",""
"Div","-","0","-","-","-","-","-","-","4,135","2,066","3,105","2,715","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","100.08%","-33.44%","14.36%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","152.29%","76.12%","114.36%","100.00%",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","39.02    %","16.37    %","20.97    %","63.60    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","138.36%","-21.94%","-67.03%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","61.35%","25.74%","32.97%","100.00%",""
"Net Worth","202,620","202,620","202,620","206,756","144,729","184,034","171,607","173,675","170,263","163,275","153,191","140,942","4.11%"
"YoY %","0.00%","0.00%","-2.00%","42.86%","-21.36%","7.24%","-1.19%","2.00%","4.28%","6.58%","8.69%","-",""
"Horiz. %","143.76%","143.76%","143.76%","146.70%","102.69%","130.57%","121.76%","123.22%","120.80%","115.85%","108.69%","100.00%",""
"NOSH","206,756","206,756","206,756","206,756","206,756","206,780","206,756","206,756","206,756","206,677","207,015","207,268","-0.03%"
"YoY %","0.00%","0.00%","0.00%","0.00%","-0.01%","0.01%","0.00%","0.00%","0.04%","-0.16%","-0.12%","-",""
"Horiz. %","99.75%","99.75%","99.75%","99.75%","99.75%","99.76%","99.75%","99.75%","99.75%","99.71%","99.88%","100.00%",""
"NP Margin","-476.99    %","-476.99    %","-476.99    %","363.39    %","-216.77    %","9.71    %","0.87    %","11.30    %","28.31    %","19.59    %","25.33    %","10.60    %","-"
"YoY %","0.00%","0.00%","-231.26%","267.64%","-2,332.44%","1,016.09%","-92.30%","-60.08%","44.51%","-22.66%","138.96%","-",""
"Horiz. %","-4,499.91%","-4,499.91%","-4,499.91%","3,428.21%","-2,045.00%","91.60%","8.21%","106.60%","267.08%","184.81%","238.96%","100.00%",""
"ROE","-1.92    %","-1.92    %","-1.92    %","30.32    %","-16.86    %","6.91    %","0.21    %","2.12    %","6.22    %","7.73    %","9.67    %","3.03    %","-"
"YoY %","0.00%","0.00%","-106.33%","279.83%","-343.99%","3,190.48%","-90.09%","-65.92%","-19.53%","-20.06%","219.14%","-",""
"Horiz. %","-63.37%","-63.37%","-63.37%","1,000.66%","-556.44%","228.05%","6.93%","69.97%","205.28%","255.12%","319.14%","100.00%",""
"RPS","0.40","0.40","0.40","8.34","5.44","63.36","19.41","15.53","19.98","34.99","29.12","19.18","-34.93%"
"YoY %","0.00%","0.00%","-95.20%","53.31%","-91.41%","226.43%","24.98%","-22.27%","-42.90%","20.16%","51.82%","-",""
"Horiz. %","2.09%","2.09%","2.09%","43.48%","28.36%","330.34%","101.20%","80.97%","104.17%","182.43%","151.82%","100.00%",""
"EPS","-1.88","-1.88","-1.88","30.32","-11.80","6.15","0.17","1.78","5.13","6.11","7.16","2.06","-"
"YoY %","0.00%","0.00%","-106.20%","356.95%","-291.87%","3,517.65%","-90.45%","-65.30%","-16.04%","-14.66%","247.57%","-",""
"Horiz. %","-91.26%","-91.26%","-91.26%","1,471.84%","-572.82%","298.54%","8.25%","86.41%","249.03%","296.60%","347.57%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","1.00","1.50","1.31","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","100.00%","-33.33%","14.50%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","152.67%","76.34%","114.50%","100.00%",""
"NAPS","0.9800","0.9800","0.9800","1.0000","0.7000","0.8900","0.8300","0.8400","0.8235","0.7900","0.7400","0.6800","4.14%"
"YoY %","0.00%","0.00%","-2.00%","42.86%","-21.35%","7.23%","-1.19%","2.00%","4.24%","6.76%","8.82%","-",""
"Horiz. %","144.12%","144.12%","144.12%","147.06%","102.94%","130.88%","122.06%","123.53%","121.10%","116.18%","108.82%","100.00%",""
"RPS","0.40","0.40","0.40","8.34","5.44","63.37","19.41","15.53","19.98","34.97","29.15","19.23","-34.95%"
"YoY %","0.00%","0.00%","-95.20%","53.31%","-91.42%","226.48%","24.98%","-22.27%","-42.87%","19.97%","51.59%","-",""
