Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","432,024","432,023","432,024","317,010","223,200","301,208","398,740","281,945","164,578","123,890","118,560","91,074","18.87%"
"YoY %","0.00%","-0.00%","36.28%","42.03%","-25.90%","-24.46%","41.42%","71.31%","32.84%","4.50%","30.18%","-",""
"Horiz. %","474.37%","474.36%","474.37%","348.08%","245.08%","330.73%","437.82%","309.58%","180.71%","136.03%","130.18%","100.00%",""
"PBT","74,198","74,197","74,198","54,103","21,407","40,127","48,118","43,808","20,924","12,300","9,911","3,625","39.83%"
"YoY %","0.00%","-0.00%","37.14%","152.74%","-46.65%","-16.61%","9.84%","109.37%","70.11%","24.10%","173.41%","-",""
"Horiz. %","2,046.84%","2,046.81%","2,046.84%","1,492.50%","590.54%","1,106.95%","1,327.39%","1,208.50%","577.21%","339.31%","273.41%","100.00%",""
"Tax","-17,223","-17,223","-17,223","-6,445","-10,187","-14,398","-13,871","-11,294","-4,823","-4,567","-3,929","-1,504","31.09%"
"YoY %","0.00%","0.00%","-167.23%","36.73%","29.25%","-3.80%","-22.82%","-134.17%","-5.61%","-16.24%","-161.24%","-",""
"Horiz. %","1,145.15%","1,145.15%","1,145.15%","428.52%","677.33%","957.31%","922.27%","750.93%","320.68%","303.66%","261.24%","100.00%",""
"NP","56,975","56,974","56,975","47,658","11,220","25,729","34,247","32,514","16,101","7,733","5,982","2,121","44.11%"
"YoY %","0.00%","-0.00%","19.55%","324.76%","-56.39%","-24.87%","5.33%","101.94%","108.21%","29.27%","182.04%","-",""
"Horiz. %","2,686.23%","2,686.19%","2,686.23%","2,246.96%","529.00%","1,213.06%","1,614.66%","1,532.96%","759.12%","364.59%","282.04%","100.00%",""
"NP to SH","39,013","39,013","39,013","31,367","9,875","27,223","33,921","30,692","15,803","7,992","5,982","2,121","38.18%"
"YoY %","0.00%","0.00%","24.38%","217.64%","-63.73%","-19.75%","10.52%","94.22%","97.74%","33.60%","182.04%","-",""
"Horiz. %","1,839.37%","1,839.37%","1,839.37%","1,478.88%","465.58%","1,283.50%","1,599.29%","1,447.05%","745.07%","376.80%","282.04%","100.00%",""
"Tax Rate","23.21    %","23.21    %","23.21    %","11.91    %","47.59    %","35.88    %","28.83    %","25.78    %","23.05    %","37.13    %","39.64    %","41.49    %","-6.25%"
"YoY %","0.00%","0.00%","94.88%","-74.97%","32.64%","24.45%","11.83%","11.84%","-37.92%","-6.33%","-4.46%","-",""
"Horiz. %","55.94%","55.94%","55.94%","28.71%","114.70%","86.48%","69.49%","62.14%","55.56%","89.49%","95.54%","100.00%",""
"Total Cost","375,049","375,049","375,049","269,352","211,980","275,479","364,493","249,431","148,477","116,157","112,578","88,953","17.33%"
"YoY %","0.00%","0.00%","39.24%","27.06%","-23.05%","-24.42%","46.13%","67.99%","27.82%","3.18%","26.56%","-",""
"Horiz. %","421.63%","421.63%","421.63%","302.80%","238.31%","309.69%","409.76%","280.41%","166.92%","130.58%","126.56%","100.00%",""
"Net Worth","447,586","447,586","447,586","464,417","436,480","428,361","200,247","382,385","351,958","439,053","321,546","325,595","3.60%"
"YoY %","0.00%","0.00%","-3.62%","6.40%","1.90%","113.92%","-47.63%","8.65%","-19.84%","36.54%","-1.24%","-",""
"Horiz. %","137.47%","137.47%","137.47%","142.64%","134.06%","131.56%","61.50%","117.44%","108.10%","134.85%","98.76%","100.00%",""
"Div","-","0","-","-","-","-","-","60","-","-","-","-","-"
