Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"29/08/2019","4.14","5.05","+0.91 (21.98%)","BUY","MIDF"
"29/08/2019","4.14","4.80","+0.66 (15.94%)","BUY","KENANGA"
"29/08/2019","4.14","5.00","+0.86 (20.77%)","BUY","HLG"
"29/08/2019","4.14","4.80","+0.66 (15.94%)","BUY","AmInvest"
"09/08/2019","4.18","4.80","+0.62 (14.83%)","BUY","AmInvest"
"26/07/2019","4.36","5.00","+0.64 (14.68%)","BUY","HLG"
"03/07/2019","4.54","5.00","+0.46 (10.13%)","HOLD","HLG"
"01/07/2019","4.60","4.80","+0.20 (4.35%)","HOLD","KENANGA"
"01/07/2019","4.60","5.20","+0.60 (13.04%)","BUY","HLG"
"01/07/2019","4.60","5.20","+0.60 (13.04%)","BUY","AmInvest"

