Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"27/08/2019","5.67","6.35","+0.68 (11.99%)","BUY","MIDF"
"27/08/2019","5.67","6.05","+0.38 (6.70%)","BUY","KENANGA"
"27/08/2019","5.67","6.45","+0.78 (13.76%)","BUY","HLG"
"27/08/2019","5.62","6.50","+0.88 (15.66%)","BUY","AmInvest"
"27/08/2019","5.67","6.60","+0.93 (16.40%)","BUY","AffinHwang"
"01/08/2019","5.50","6.35","+0.85 (15.45%)","BUY","MIDF"
"01/08/2019","5.50","6.05","+0.55 (10.00%)","BUY","KENANGA"
"01/08/2019","5.50","6.60","+1.10 (20.00%)","BUY","AmInvest"
"31/07/2019","5.40","6.45","+1.05 (19.44%)","BUY","HLG"
"03/07/2019","5.80","6.45","+0.65 (11.21%)","BUY","HLG"

