Column1,AQR,T4Q,31/03/19,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,CAGR
"Revenue","459,012","488,647","469,473","482,460","547,214","541,107","544,789","504,586","486,524","470,753","431,884","410,447","1.50%"
"YoY %","-6.06%","4.08%","-2.69%","-11.83%","1.13%","-0.68%","7.97%","3.71%","3.35%","9.00%","5.22%","-",""
"Horiz. %","111.83%","119.05%","114.38%","117.55%","133.32%","131.83%","132.73%","122.94%","118.54%","114.69%","105.22%","100.00%",""
"PBT","61,804","114,577","114,885","80,484","84,672","111,674","122,302","129,362","142,016","153,812","140,930","115,726","-0.08%"
"YoY %","-46.06%","-0.27%","42.74%","-4.95%","-24.18%","-8.69%","-5.46%","-8.91%","-7.67%","9.14%","21.78%","-",""
"Horiz. %","53.41%","99.01%","99.27%","69.55%","73.17%","96.50%","105.68%","111.78%","122.72%","132.91%","121.78%","100.00%",""
"Tax","-16,708","-30,691","-29,677","-31,717","-34,243","-31,671","-38,285","-39,331","-37,766","-37,269","-33,428","-29,293","0.14%"
"YoY %","45.56%","-3.42%","6.43%","7.38%","-8.12%","17.28%","2.66%","-4.14%","-1.33%","-11.49%","-14.12%","-",""
"Horiz. %","57.04%","104.77%","101.31%","108.28%","116.90%","108.12%","130.70%","134.27%","128.93%","127.23%","114.12%","100.00%",""
"NP","45,096","83,886","85,208","48,767","50,429","80,003","84,017","90,031","104,250","116,543","107,502","86,433","-0.16%"
"YoY %","-46.24%","-1.55%","74.72%","-3.30%","-36.97%","-4.78%","-6.68%","-13.64%","-10.55%","8.41%","24.38%","-",""
"Horiz. %","52.17%","97.05%","98.58%","56.42%","58.34%","92.56%","97.20%","104.16%","120.61%","134.84%","124.38%","100.00%",""
"NP to SH","40,448","59,614","59,840","31,537","29,844","56,731","58,576","60,302","77,311","80,864","71,027","58,749","0.20%"
"YoY %","-32.15%","-0.38%","89.75%","5.67%","-47.39%","-3.15%","-2.86%","-22.00%","-4.39%","13.85%","20.90%","-",""
"Horiz. %","68.85%","101.47%","101.86%","53.68%","50.80%","96.57%","99.71%","102.64%","131.60%","137.64%","120.90%","100.00%",""
"Tax Rate","27.03    %","26.79    %","25.83    %","39.41    %","40.44    %","28.36    %","31.30    %","30.40    %","26.59    %","24.23    %","23.72    %","25.31    %","0.23%"
"YoY %","0.90%","3.72%","-34.46%","-2.55%","42.60%","-9.39%","2.96%","14.33%","9.74%","2.15%","-6.28%","-",""
"Horiz. %","106.80%","105.85%","102.05%","155.71%","159.78%","112.05%","123.67%","120.11%","105.06%","95.73%","93.72%","100.00%",""
"Total Cost","413,916","404,761","384,265","433,693","496,785","461,104","460,772","414,555","382,274","354,210","324,382","324,014","1.91%"
"YoY %","2.26%","5.33%","-11.40%","-12.70%","7.74%","0.07%","11.15%","8.44%","7.92%","9.20%","0.11%","-",""
"Horiz. %","127.75%","124.92%","118.60%","133.85%","153.32%","142.31%","142.21%","127.94%","117.98%","109.32%","100.11%","100.00%",""
"Net Worth","813,390","813,390","802,645","753,164","760,006","746,801","730,123","634,078","604,786","545,239","439,477","400,082","8.04%"
"YoY %","0.00%","1.34%","6.57%","-0.90%","1.77%","2.28%","15.15%","4.84%","10.92%","24.07%","9.85%","-",""
"Horiz. %","203.31%","203.31%","200.62%","188.25%","189.96%","186.66%","182.49%","158.49%","151.17%","136.28%","109.85%","100.00%",""
"Div","-","25,346","25,346","25,387","25,147","24,893","23,419","21,770","21,408","21,072","18,421","13,160","7.55%"
"YoY %","0.00%","0.00%","-0.16%","0.96%","1.02%","6.30%","7.57%","1.69%","1.60%","14.39%","39.97%","-",""
"Horiz. %","0.00%","192.60%","192.60%","192.91%","191.08%","189.15%","177.95%","165.42%","162.67%","160.11%","139.97%","100.00%",""
"Div Payout %","-     %","42.52    %","42.36    %","80.50    %","84.26    %","43.88    %","39.98    %","36.10    %","27.69    %","26.06    %","25.94    %","22.40    %","7.33%"
"YoY %","0.00%","0.38%","-47.38%","-4.46%","92.02%","9.75%","10.75%","30.37%","6.25%","0.46%","15.80%","-",""
"Horiz. %","0.00%","189.82%","189.11%","359.38%","376.16%","195.89%","178.48%","161.16%","123.62%","116.34%","115.80%","100.00%",""
"Net Worth","813,390","813,390","802,645","753,164","760,006","746,801","730,123","634,078","604,786","545,239","439,477","400,082","8.04%"
"YoY %","0.00%","1.34%","6.57%","-0.90%","1.77%","2.28%","15.15%","4.84%","10.92%","24.07%","9.85%","-",""
"Horiz. %","203.31%","203.31%","200.62%","188.25%","189.96%","186.66%","182.49%","158.49%","151.17%","136.28%","109.85%","100.00%",""
"NOSH","281,450","281,450","281,630","282,084","279,414","276,593","275,518","272,136","267,604","263,400","263,160","263,212","0.75%"
"YoY %","0.00%","-0.06%","-0.16%","0.96%","1.02%","0.39%","1.24%","1.69%","1.60%","0.09%","-0.02%","-",""
"Horiz. %","106.93%","106.93%","107.00%","107.17%","106.16%","105.08%","104.68%","103.39%","101.67%","100.07%","99.98%","100.00%",""
