Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,CAGR
"Revenue","318,818","318,818","318,818","325,091","395,870","0","0","371,467","322,929","295,605","255,196","207,465","5.18%"
"YoY %","0.00%","0.00%","-1.93%","-17.88%","0.00%","0.00%","0.00%","15.03%","9.24%","15.83%","23.01%","-",""
"Horiz. %","153.67%","153.67%","153.67%","156.70%","190.81%","0.00%","0.00%","179.05%","155.65%","142.48%","123.01%","100.00%",""
"PBT","25,040","25,039","25,040","11,713","71,151","0","0","36,445","44,792","40,416","34,358","34,416","-3.67%"
"YoY %","0.00%","-0.00%","113.78%","-83.54%","0.00%","0.00%","0.00%","-18.64%","10.83%","17.63%","-0.17%","-",""
"Horiz. %","72.76%","72.75%","72.76%","34.03%","206.74%","0.00%","0.00%","105.90%","130.15%","117.43%","99.83%","100.00%",""
"Tax","-7,764","-7,764","-7,764","-5,662","-16,855","0","0","-10,930","-12,535","-9,781","-7,883","-8,460","-1.00%"
"YoY %","0.00%","0.00%","-37.12%","66.41%","0.00%","0.00%","0.00%","12.80%","-28.16%","-24.08%","6.82%","-",""
"Horiz. %","91.77%","91.77%","91.77%","66.93%","199.23%","-0.00%","-0.00%","129.20%","148.17%","115.61%","93.18%","100.00%",""
"NP","17,276","17,275","17,276","6,051","54,296","0","0","25,515","32,257","30,635","26,475","25,956","-4.68%"
"YoY %","0.01%","-0.01%","185.51%","-88.86%","0.00%","0.00%","0.00%","-20.90%","5.29%","15.71%","2.00%","-",""
"Horiz. %","66.56%","66.55%","66.56%","23.31%","209.18%","0.00%","0.00%","98.30%","124.28%","118.03%","102.00%","100.00%",""
"NP to SH","15,162","15,161","15,162","7,337","46,754","0","0","24,437","28,934","27,042","24,493","24,003","-5.26%"
"YoY %","0.01%","-0.01%","106.65%","-84.31%","0.00%","0.00%","0.00%","-15.54%","7.00%","10.41%","2.04%","-",""
"Horiz. %","63.17%","63.16%","63.17%","30.57%","194.78%","0.00%","0.00%","101.81%","120.54%","112.66%","102.04%","100.00%",""
"Tax Rate","31.01    %","31.01    %","31.01    %","48.34    %","23.69    %","-     %","-     %","29.99    %","27.98    %","24.20    %","22.94    %","24.58    %","2.77%"
"YoY %","0.00%","0.00%","-35.85%","104.05%","0.00%","0.00%","0.00%","7.18%","15.62%","5.49%","-6.67%","-",""
"Horiz. %","126.16%","126.16%","126.16%","196.66%","96.38%","0.00%","0.00%","122.01%","113.83%","98.45%","93.33%","100.00%",""
"Total Cost","301,542","301,543","301,542","319,040","341,574","0","0","345,952","290,672","264,970","228,721","181,509","6.15%"
"YoY %","-0.00%","0.00%","-5.48%","-6.60%","0.00%","0.00%","0.00%","19.02%","9.70%","15.85%","26.01%","-",""
"Horiz. %","166.13%","166.13%","166.13%","175.77%","188.19%","0.00%","0.00%","190.60%","160.14%","145.98%","126.01%","100.00%",""
"Net Worth","321,245","321,245","321,245","339,669","307,963","264,919","238,676","240,287","218,741","191,479","167,616","144,771","9.83%"
"YoY %","0.00%","0.00%","-5.42%","10.30%","16.25%","11.00%","-0.67%","9.85%","14.24%","14.24%","15.78%","-",""
"Horiz. %","221.90%","221.90%","221.90%","234.62%","212.72%","182.99%","164.86%","165.98%","151.09%","132.26%","115.78%","100.00%",""
"Div","2,344","4,730","2,344","9,704","-","-","4,634","4,665","3,472","3,439","1,140","4,053","-6.24%"
"YoY %","-50.43%","101.72%","-75.84%","0.00%","0.00%","0.00%","-0.67%","34.38%","0.94%","201.67%","-71.87%","-",""
"Horiz. %","57.85%","116.69%","57.85%","239.41%","0.00%","0.00%","114.33%","115.10%","85.65%","84.86%","28.13%","100.00%",""
"Div Payout %","15.47    %","31.20    %","15.47    %","132.27    %","-     %","-     %","-     %","19.09    %","12.00    %","12.72    %","4.66    %","16.89    %","-1.03%"
"YoY %","-50.42%","101.68%","-88.30%","0.00%","0.00%","0.00%","0.00%","59.08%","-5.66%","172.96%","-72.41%","-",""
"Horiz. %","91.59%","184.72%","91.59%","783.13%","0.00%","0.00%","0.00%","113.03%","71.05%","75.31%","27.59%","100.00%",""
"Net Worth","321,245","321,245","321,245","339,669","307,963","264,919","238,676","240,287","218,741","191,479","167,616","144,771","9.83%"
"YoY %","0.00%","0.00%","-5.42%","10.30%","16.25%","11.00%","-0.67%","9.85%","14.24%","14.24%","15.78%","-",""
"Horiz. %","221.90%","221.90%","221.90%","234.62%","212.72%","182.99%","164.86%","165.98%","151.09%","132.26%","115.78%","100.00%",""
"NOSH","234,486","234,486","234,486","242,621","115,342","115,685","115,862","116,644","115,736","114,658","114,025","115,817","8.65%"
"YoY %","0.00%","0.00%","-3.35%","110.35%","-0.30%","-0.15%","-0.67%","0.78%","0.94%","0.56%","-1.55%","-",""
"Horiz. %","202.46%","202.46%","202.46%","209.49%","99.59%","99.89%","100.04%","100.71%","99.93%","99.00%","98.45%","100.00%",""
"NP Margin","5.42    %","5.42    %","5.42    %","1.86    %","13.72    %","-     %","-     %","6.87    %","9.99    %","10.36    %","10.37    %","12.51    %","-9.37%"
"YoY %","0.00%","0.00%","191.40%","-86.44%","0.00%","0.00%","0.00%","-31.23%","-3.57%","-0.10%","-17.11%","-",""
"Horiz. %","43.33%","43.33%","43.33%","14.87%","109.67%","0.00%","0.00%","54.92%","79.86%","82.81%","82.89%","100.00%",""
"ROE","4.72    %","4.72    %","4.72    %","2.16    %","15.18    %","-     %","-     %","10.17    %","13.23    %","14.12    %","14.61    %","16.58    %","-13.74%"
"YoY %","0.00%","0.00%","118.52%","-85.77%","0.00%","0.00%","0.00%","-23.13%","-6.30%","-3.35%","-11.88%","-",""
"Horiz. %","28.47%","28.47%","28.47%","13.03%","91.56%","0.00%","0.00%","61.34%","79.79%","85.16%","88.12%","100.00%",""
"RPS","135.96","135.96","135.96","133.99","343.21","-","-","318.46","279.02","257.81","223.81","179.13","-3.19%"
"YoY %","0.00%","0.00%","1.47%","-60.96%","0.00%","0.00%","0.00%","14.14%","8.23%","15.19%","24.94%","-",""
"Horiz. %","75.90%","75.90%","75.90%","74.80%","191.60%","0.00%","0.00%","177.78%","155.76%","143.92%","124.94%","100.00%",""
"EPS","6.45","6.47","6.45","3.02","40.18","0.00","0.00","20.95","25.00","23.59","21.48","20.73","-12.83%"
"YoY %","-0.31%","0.31%","113.58%","-92.48%","0.00%","0.00%","0.00%","-16.20%","5.98%","9.82%","3.62%","-",""
"Horiz. %","31.11%","31.21%","31.11%","14.57%","193.83%","0.00%","0.00%","101.06%","120.60%","113.80%","103.62%","100.00%",""
"DPS","1.00","2.00","1.00","4.00","0.00","0.00","4.00","4.00","3.00","3.00","1.00","3.50","-13.70%"
"YoY %","-50.00%","100.00%","-75.00%","0.00%","0.00%","0.00%","0.00%","33.33%","0.00%","200.00%","-71.43%","-",""
"Horiz. %","28.57%","57.14%","28.57%","114.29%","0.00%","0.00%","114.29%","114.29%","85.71%","85.71%","28.57%","100.00%",""
