Column1,AQR,T4Q,31/03/19,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,CAGR
"Revenue","598,628","598,628","598,628","763,206","740,091","503,414","562,029","544,055","581,425","560,704","501,373","0","-"
"YoY %","0.00%","0.00%","-21.56%","3.12%","47.01%","-10.43%","3.30%","-6.43%","3.70%","11.83%","0.00%","-",""
"Horiz. %","119.40%","119.40%","119.40%","152.22%","147.61%","100.41%","112.10%","108.51%","115.97%","111.83%","100.00%","-",""
"PBT","38,238","37,978","38,238","51,372","73,831","36,916","43,691","65,577","56,881","40,899","55,460","0","-"
"YoY %","0.68%","-0.68%","-25.57%","-30.42%","100.00%","-15.51%","-33.37%","15.29%","39.08%","-26.25%","0.00%","-",""
"Horiz. %","68.95%","68.48%","68.95%","92.63%","133.12%","66.56%","78.78%","118.24%","102.56%","73.75%","100.00%","-",""
"Tax","-13,415","-13,415","-13,415","-14,225","-16,487","-10,952","-9,585","-17,399","-11,246","-13,310","-14,510","0","-"
"YoY %","0.00%","0.00%","5.69%","13.72%","-50.54%","-14.26%","44.91%","-54.71%","15.51%","8.27%","0.00%","-",""
"Horiz. %","92.45%","92.45%","92.45%","98.04%","113.63%","75.48%","66.06%","119.91%","77.51%","91.73%","100.00%","-",""
"NP","24,823","24,563","24,823","37,147","57,344","25,964","34,106","48,178","45,635","27,589","40,950","0","-"
"YoY %","1.06%","-1.05%","-33.18%","-35.22%","120.86%","-23.87%","-29.21%","5.57%","65.41%","-32.63%","0.00%","-",""
"Horiz. %","60.62%","59.98%","60.62%","90.71%","140.03%","63.40%","83.29%","117.65%","111.44%","67.37%","100.00%","-",""
"NP to SH","21,078","20,807","21,078","32,677","48,654","24,869","27,521","38,418","36,616","19,564","29,361","0","-"
"YoY %","1.30%","-1.29%","-35.50%","-32.84%","95.64%","-9.64%","-28.36%","4.92%","87.16%","-33.37%","0.00%","-",""
"Horiz. %","71.79%","70.87%","71.79%","111.29%","165.71%","84.70%","93.73%","130.85%","124.71%","66.63%","100.00%","-",""
"Tax Rate","35.08    %","35.32    %","35.08    %","27.69    %","22.33    %","29.67    %","21.94    %","26.53    %","19.77    %","32.54    %","26.16    %","-     %","-"
"YoY %","-0.68%","0.68%","26.69%","24.00%","-24.74%","35.23%","-17.30%","34.19%","-39.24%","24.39%","0.00%","-",""
"Horiz. %","134.10%","135.02%","134.10%","105.85%","85.36%","113.42%","83.87%","101.41%","75.57%","124.39%","100.00%","-",""
"Total Cost","573,805","574,065","573,805","726,059","682,747","477,450","527,923","495,877","535,790","533,115","460,423","0","-"
"YoY %","-0.05%","0.05%","-20.97%","6.34%","43.00%","-9.56%","6.46%","-7.45%","0.50%","15.79%","0.00%","-",""
"Horiz. %","124.63%","124.68%","124.63%","157.69%","148.29%","103.70%","114.66%","107.70%","116.37%","115.79%","100.00%","-",""
"Net Worth","601,140","601,140","601,140","586,077","569,645","513,543","493,062","475,214","446,375","420,304","419,120","398,472","4.67%"
"YoY %","0.00%","0.00%","2.57%","2.88%","10.92%","4.15%","3.76%","6.46%","6.20%","0.28%","5.18%","-",""
"Horiz. %","150.86%","150.86%","150.86%","147.08%","142.96%","128.88%","123.74%","119.26%","112.02%","105.48%","105.18%","100.00%",""
"Div","6,846","6,846","6,846","6,846","6,846","6,847","-","-","-","-","-","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","-0.01%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","99.99%","99.99%","99.99%","99.99%","99.99%","100.00%","-","-","-","-","-","-",""
"Div Payout %","32.48    %","32.91    %","32.48    %","20.95    %","14.07    %","27.53    %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","-1.31%","1.32%","55.04%","48.90%","-48.89%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","117.98%","119.54%","117.98%","76.10%","51.11%","100.00%","-","-","-","-","-","-",""
"Net Worth","601,140","601,140","601,140","586,077","569,645","513,543","493,062","475,214","446,375","420,304","419,120","398,472","4.67%"
"YoY %","0.00%","0.00%","2.57%","2.88%","10.92%","4.15%","3.76%","6.46%","6.20%","0.28%","5.18%","-",""
"Horiz. %","150.86%","150.86%","150.86%","147.08%","142.96%","128.88%","123.74%","119.26%","112.02%","105.48%","105.18%","100.00%",""
