Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","14,464","14,199","13,098","24,153","35,361","29,073","35,897","12,651","7,861","11,274","18,092","13,090","0.01%"
"YoY %","1.87%","8.41%","-45.77%","-31.70%","21.63%","-19.01%","183.75%","60.93%","-30.27%","-37.69%","38.21%","-",""
"Horiz. %","110.50%","108.47%","100.06%","184.51%","270.14%","222.10%","274.23%","96.65%","60.05%","86.13%","138.21%","100.00%",""
"PBT","-2,196","-2,792","-3,496","9,799","10,864","8,450","5,398","1,428","-2,214","779","2,837","3,218","-"
"YoY %","21.35%","20.14%","-135.68%","-9.80%","28.57%","56.54%","278.01%","164.50%","-384.21%","-72.54%","-11.84%","-",""
"Horiz. %","-68.24%","-86.76%","-108.64%","304.51%","337.60%","262.59%","167.74%","44.38%","-68.80%","24.21%","88.16%","100.00%",""
"Tax","0","-71","-72","-1,382","-2,919","-2,720","-1,535","-659","0","-512","-815","-79","-1.02%"
"YoY %","0.00%","1.39%","94.79%","52.66%","-7.32%","-77.20%","-132.93%","0.00%","0.00%","37.18%","-931.65%","-",""
"Horiz. %","-0.00%","89.87%","91.14%","1,749.37%","3,694.94%","3,443.04%","1,943.04%","834.18%","-0.00%","648.10%","1,031.65%","100.00%",""
"NP","-2,196","-2,863","-3,568","8,417","7,945","5,730","3,863","769","-2,214","267","2,022","3,139","-"
"YoY %","23.30%","19.76%","-142.39%","5.94%","38.66%","48.33%","402.34%","134.73%","-929.21%","-86.80%","-35.58%","-",""
"Horiz. %","-69.96%","-91.21%","-113.67%","268.14%","253.11%","182.54%","123.06%","24.50%","-70.53%","8.51%","64.42%","100.00%",""
"NP to SH","-2,188","-2,845","-3,400","8,006","7,652","5,415","3,661","745","-2,118","394","2,029","3,146","-"
"YoY %","23.09%","16.32%","-142.47%","4.63%","41.31%","47.91%","391.41%","135.17%","-637.56%","-80.58%","-35.51%","-",""
"Horiz. %","-69.55%","-90.43%","-108.07%","254.48%","243.23%","172.12%","116.37%","23.68%","-67.32%","12.52%","64.49%","100.00%",""
"Tax Rate","-     %","-     %","-     %","14.10    %","26.87    %","32.19    %","28.44    %","46.15    %","-     %","65.73    %","28.73    %","2.45    %","-"
"YoY %","0.00%","0.00%","0.00%","-47.53%","-16.53%","13.19%","-38.37%","0.00%","0.00%","128.79%","1,072.65%","-",""
"Horiz. %","0.00%","0.00%","0.00%","575.51%","1,096.73%","1,313.88%","1,160.82%","1,883.67%","0.00%","2,682.86%","1,172.65%","100.00%",""
"Total Cost","16,660","17,062","16,666","15,736","27,416","23,343","32,034","11,882","10,075","11,007","16,070","9,951","5.89%"
"YoY %","-2.36%","2.38%","5.91%","-42.60%","17.45%","-27.13%","169.60%","17.94%","-8.47%","-31.51%","61.49%","-",""
"Horiz. %","167.42%","171.46%","167.48%","158.13%","275.51%","234.58%","321.92%","119.41%","101.25%","110.61%","161.49%","100.00%",""
"Net Worth","38,000","38,000","38,429","42,492","30,478","31,584","26,788","25,013","20,180","22,560","21,840","21,668","6.57%"
"YoY %","0.00%","-1.12%","-9.56%","39.42%","-3.50%","17.90%","7.10%","23.95%","-10.55%","3.30%","0.80%","-",""
"Horiz. %","175.37%","175.37%","177.35%","196.10%","140.66%","145.76%","123.63%","115.44%","93.13%","104.12%","100.80%","100.00%",""
"Div","-","0","-","-","-","1,995","-","-","-","-","1,900","1,263","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","50.41%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","157.92%","0.00%","0.00%","0.00%","0.00%","150.41%","100.00%",""
