Column1,AQR,T4Q,31/03/19,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,CAGR
"Revenue","267,752","266,273","262,570","245,906","223,331","162,386","131,186","130,261","167,832","229,859","269,586","255,611","0.30%"
"YoY %","0.56%","1.41%","6.78%","10.11%","37.53%","23.78%","0.71%","-22.39%","-26.98%","-14.74%","5.47%","-",""
"Horiz. %","104.75%","104.17%","102.72%","96.20%","87.37%","63.53%","51.32%","50.96%","65.66%","89.93%","105.47%","100.00%",""
"PBT","133,140","133,264","131,089","117,373","101,490","54,183","45,729","14,225","34,210","128,165","140,099","109,989","1.97%"
"YoY %","-0.09%","1.66%","11.69%","15.65%","87.31%","18.49%","221.47%","-58.42%","-73.31%","-8.52%","27.38%","-",""
"Horiz. %","121.05%","121.16%","119.18%","106.71%","92.27%","49.26%","41.58%","12.93%","31.10%","116.53%","127.38%","100.00%",""
"Tax","-36,664","-36,811","-35,556","-28,692","-22,541","-14,612","-9,524","-1,712","-24,491","-26,810","-35,842","-28,895","2.33%"
"YoY %","0.40%","-3.53%","-23.92%","-27.29%","-54.26%","-53.42%","-456.31%","93.01%","8.65%","25.20%","-24.04%","-",""
"Horiz. %","126.89%","127.40%","123.05%","99.30%","78.01%","50.57%","32.96%","5.92%","84.76%","92.78%","124.04%","100.00%",""
"NP","96,476","96,453","95,533","88,681","78,949","39,571","36,205","12,513","9,719","101,355","104,257","81,094","1.84%"
"YoY %","0.02%","0.96%","7.73%","12.33%","99.51%","9.30%","189.34%","28.75%","-90.41%","-2.78%","28.56%","-",""
"Horiz. %","118.97%","118.94%","117.81%","109.36%","97.35%","48.80%","44.65%","15.43%","11.98%","124.98%","128.56%","100.00%",""
"NP to SH","96,476","96,453","95,533","88,681","78,949","39,571","26,816","3,124","9,719","101,355","104,257","81,094","1.84%"
"YoY %","0.02%","0.96%","7.73%","12.33%","99.51%","47.56%","758.39%","-67.86%","-90.41%","-2.78%","28.56%","-",""
"Horiz. %","118.97%","118.94%","117.81%","109.36%","97.35%","48.80%","33.07%","3.85%","11.98%","124.98%","128.56%","100.00%",""
"Tax Rate","27.54    %","27.62    %","27.12    %","24.45    %","22.21    %","26.97    %","20.83    %","12.04    %","71.59    %","20.92    %","25.58    %","26.27    %","0.35%"
"YoY %","-0.29%","1.84%","10.92%","10.09%","-17.65%","29.48%","73.01%","-83.18%","242.21%","-18.22%","-2.63%","-",""
"Horiz. %","104.83%","105.14%","103.24%","93.07%","84.55%","102.66%","79.29%","45.83%","272.52%","79.63%","97.37%","100.00%",""
"Total Cost","171,276","169,820","167,037","157,225","144,382","122,815","94,981","117,748","158,113","128,504","165,329","174,517","-0.49%"
"YoY %","0.86%","1.67%","6.24%","8.90%","17.56%","29.30%","-19.34%","-25.53%","23.04%","-22.27%","-5.26%","-",""
"Horiz. %","98.14%","97.31%","95.71%","90.09%","82.73%","70.37%","54.43%","67.47%","90.60%","73.63%","94.74%","100.00%",""
"Net Worth","610,479","610,479","584,402","519,794","432,371","449,670","519,781","636,370","655,739","532,211","445,810","408,495","4.06%"
"YoY %","0.00%","4.46%","12.43%","20.22%","-3.85%","-13.49%","-18.32%","-2.95%","23.21%","19.38%","9.13%","-",""
"Horiz. %","149.45%","149.45%","143.06%","127.25%","105.84%","110.08%","127.24%","155.78%","160.53%","130.29%","109.13%","100.00%",""
"Div","-","30,688","30,758","23,937","9,901","179,868","17,719","17,355","17,564","11,739","11,731","13,238","9.81%"
"YoY %","0.00%","-0.23%","28.49%","141.76%","-94.50%","915.07%","2.10%","-1.19%","49.61%","0.07%","-11.38%","-",""
"Horiz. %","0.00%","231.81%","232.34%","180.82%","74.80%","1,358.70%","133.85%","131.10%","132.68%","88.68%","88.62%","100.00%",""
"Div Payout %","-     %","31.82    %","32.20    %","26.99    %","12.54    %","454.55    %","66.08    %","555.56    %","180.72    %","11.58    %","11.25    %","16.32    %","7.84%"
"YoY %","0.00%","-1.18%","19.30%","115.23%","-97.24%","587.88%","-88.11%","207.41%","1,460.62%","2.93%","-31.07%","-",""
"Horiz. %","0.00%","194.98%","197.30%","165.38%","76.84%","2,785.23%","404.90%","3,404.17%","1,107.35%","70.96%","68.93%","100.00%",""
"Net Worth","610,479","610,479","584,402","519,794","432,371","449,670","519,781","636,370","655,739","532,211","445,810","408,495","4.06%"
