Column1,AQR,T4Q,31/10/18,31/10/17,31/10/16,31/10/15,31/10/14,31/10/13,31/10/12,31/10/11,31/10/10,31/10/09,CAGR
"Revenue","379,738","344,653","337,884","301,684","282,929","251,853","238,795","220,665","195,826","161,531","176,911","-","-"
"YoY %","10.18%","2.00%","12.00%","6.63%","12.34%","5.47%","8.22%","12.68%","21.23%","-8.69%","0.00%","-",""
"Horiz. %","214.65%","194.82%","190.99%","170.53%","159.93%","142.36%","134.98%","124.73%","110.69%","91.31%","100.00%","-",""
"PBT","82,120","87,731","85,459","69,590","60,080","50,872","42,999","43,082","34,227","27,486","29,493","-","-"
"YoY %","-6.40%","2.66%","22.80%","15.83%","18.10%","18.31%","-0.19%","25.87%","24.53%","-6.81%","0.00%","-",""
"Horiz. %","278.44%","297.46%","289.76%","235.95%","203.71%","172.49%","145.79%","146.08%","116.05%","93.19%","100.00%","-",""
"Tax","-17,418","-15,981","-15,056","-11,987","-8,367","-7,379","-3,057","-7,158","-8,720","-7,398","-9,066","-","-"
"YoY %","-8.99%","-6.14%","-25.61%","-43.27%","-13.39%","-141.38%","57.29%","17.91%","-17.87%","18.40%","0.00%","-",""
"Horiz. %","192.12%","176.28%","166.08%","132.22%","92.29%","81.39%","33.72%","78.95%","96.18%","81.60%","100.00%","-",""
"NP","64,702","71,750","70,402","57,603","51,713","43,493","39,942","35,924","25,507","20,088","20,427","-","-"
"YoY %","-9.82%","1.91%","22.22%","11.39%","18.90%","8.89%","11.18%","40.84%","26.98%","-1.66%","0.00%","-",""
"Horiz. %","316.75%","351.25%","344.66%","281.99%","253.16%","212.92%","195.54%","175.87%","124.87%","98.34%","100.00%","-",""
"NP to SH","64,704","71,750","70,402","57,603","51,713","43,493","39,942","35,924","25,507","20,081","20,427","-","-"
"YoY %","-9.82%","1.91%","22.22%","11.39%","18.90%","8.89%","11.18%","40.84%","27.02%","-1.69%","0.00%","-",""
"Horiz. %","316.76%","351.25%","344.66%","281.99%","253.16%","212.92%","195.54%","175.87%","124.87%","98.31%","100.00%","-",""
"Tax Rate","21.21    %","18.22    %","17.62    %","17.23    %","13.93    %","14.51    %","7.11    %","16.61    %","25.48    %","26.92    %","30.74    %","-     %","-"
"YoY %","16.41%","3.41%","2.26%","23.69%","-4.00%","104.08%","-57.19%","-34.81%","-5.35%","-12.43%","0.00%","-",""
"Horiz. %","69.00%","59.27%","57.32%","56.05%","45.32%","47.20%","23.13%","54.03%","82.89%","87.57%","100.00%","-",""
"Total Cost","315,036","272,903","267,481","244,081","231,216","208,360","198,853","184,741","170,319","141,443","156,484","-","-"
"YoY %","15.44%","2.03%","9.59%","5.56%","10.97%","4.78%","7.64%","8.47%","20.42%","-9.61%","0.00%","-",""
"Horiz. %","201.32%","174.40%","170.93%","155.98%","147.76%","133.15%","127.08%","118.06%","108.84%","90.39%","100.00%","-",""
"Net Worth","689,247","689,247","590,517","496,663","435,507","331,495","266,893","202,861","151,129","106,988","87,544","-","-"
"YoY %","0.00%","16.72%","18.90%","14.04%","31.38%","24.21%","31.56%","34.23%","41.26%","22.21%","0.00%","-",""
"Horiz. %","787.31%","787.31%","674.54%","567.33%","497.47%","378.66%","304.87%","231.72%","172.63%","122.21%","100.00%","-",""
"Div","-","0","-","13,312","12,514","-","-","-","-","5,496","3,822","-","-"
"YoY %","0.00%","0.00%","0.00%","6.38%","0.00%","0.00%","0.00%","0.00%","0.00%","43.77%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","348.25%","327.37%","0.00%","0.00%","0.00%","0.00%","143.77%","100.00%","-",""
"Div Payout %","-     %","-     %","-     %","23.11    %","24.20    %","-     %","-     %","-     %","-     %","27.37    %","18.71    %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","-4.50%","0.00%","0.00%","0.00%","0.00%","0.00%","46.29%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","123.52%","129.34%","0.00%","0.00%","0.00%","0.00%","146.29%","100.00%","-",""
"Net Worth","689,247","689,247","590,517","496,663","435,507","331,495","266,893","202,861","151,129","106,988","87,544","-","-"
